"","y","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"109031",0,360000,3,1,1320,5886,1,0,0,4,10,2040,0,1958,0,98042,47.3552,-122.164,1570,11180
"109041",0,1410000,3,1.5,2320,36300,1,0,0,3,7,3480,0,1940,0,98106,47.3454,-122.314,3600,9212
"10905",0,272500,3,2.25,1380,4200,1.5,0,0,3,7,2380,0,1990,0,98034,47.6101,-122.26,2230,12955
"109061",0,220000,3,3,1310,14400,2,0,0,2,8,2430,240,1980,0,98055,47.4474,-122.241,2740,7350
"10907",0,315000,4,1.75,1700,5825,1,0,0,5,7,2890,1020,2014,0,98117,47.7194,-122.161,4410,19110
"109081",0,760000,3,1.75,890,3120,2,0,0,3,8,3220,0,2014,0,98055,47.6018,-122.224,1510,8160
"109091",0,6e+05,3,1.75,1160,6093,1,0,0,2,8,780,700,1993,0,98092,47.5565,-122.234,2110,5045
"10910",0,870000,5,2,980,10350,1.5,0,0,4,7,1490,0,1946,0,98007,47.755,-122.097,1280,5150
"109111",0,864500,3,2.5,1010,8171,2,0,0,3,9,1530,120,2004,0,98052,47.6517,-122.363,1590,6000
"109121",0,305000,4,1,1670,10227,1.5,0,0,3,8,2210,0,1967,0,98038,47.3714,-122.077,990,5102
"109131",0,219000,3,2.5,920,223377,1.5,0,0,4,7,2240,0,1969,0,98030,47.5974,-122.171,2230,4456
"109141",0,1112000,4,1.75,1660,9793,2,0,0,3,8,1110,1020,1972,0,98019,47.4509,-122.305,1220,7260
"109151",0,710000,3,2.5,3760,6095,1.5,0,0,3,7,1360,0,1973,0,98125,47.7513,-122.251,2300,13056
"109161",0,895000,2,1.5,2095,6775,2,0,0,4,7,1060,0,1921,0,98042,47.5528,-122.257,1960,8316
"10917",0,788600,4,1,2010,46609,1,0,0,5,8,3110,0,1978,0,98023,47.5894,-122.372,1760,4563
"109181",0,335000,3,1,3480,9689,1.5,0,0,3,8,2300,1240,1990,0,98038,47.6127,-122.172,1720,34929
"109191",0,215500,6,1.5,830,8970,2,0,0,3,8,3230,800,2008,0,98112,47.704,-122.311,2280,3225
"109201",0,612000,3,2.5,1030,27075,1.5,0,0,3,10,3830,850,2005,0,98075,47.3359,-122.292,840,10101
"109211",0,961000,1,1.5,1320,8821,1,0,0,3,6,1480,0,1964,0,98033,47.5731,-122.203,1450,3988
"10922",0,720000,3,1,1490,8145,1.5,0,0,3,7,2970,0,2003,0,98055,47.549,-122.393,1710,5100
"109231",0,279950,2,1.75,3010,16672,1,0,0,3,7,2060,980,1970,2000,98136,47.759,-122.043,1570,19862
"109241",0,5e+05,5,2.25,920,77536,2,0,0,3,10,1930,480,1983,0,98118,47.5424,-122.23,2030,12600
"10925",0,396500,5,1.75,2210,7192,1.5,0,0,3,7,2470,0,1983,0,98004,47.4484,-122.297,2940,5000
"10926",0,291970,2,2.75,2570,13644,1,0,0,3,9,1430,0,1983,0,98133,47.6885,-122.065,2390,5954
"10927",0,469500,5,1.75,2710,8364,3,0,0,3,7,2250,0,1962,0,98038,47.7304,-122.302,1490,7021
"109281",0,320900,3,2.5,2120,7346,1,0,4,3,7,4040,0,1999,0,98077,47.317,-122.367,2660,6000
"109291",0,239950,4,2.5,2730,3008,1,0,0,5,9,1430,0,1974,0,98003,47.5706,-122.295,2070,7700
"109301",0,345000,4,2.5,1770,7384,1,0,0,3,9,1290,0,1969,0,98178,47.3282,-122.323,1720,3915
"109311",0,465000,3,2,1740,3172,1,0,0,3,6,2669,0,1973,0,98115,47.6774,-122.371,1320,42882
"109321",0,615000,4,1.5,1900,7700,1,0,0,4,8,2100,970,1990,0,98092,47.6405,-122.137,2860,4000
"109331",0,350000,4,2.25,2795,7620,2,0,0,4,9,1560,0,1925,0,98115,47.2853,-122.175,3220,7200
"109341",0,242150,3,2.25,2310,5100,2,0,3,3,6,1080,0,1942,0,98122,47.5602,-122.277,1510,4440
"109351",0,666000,3,3,1580,8153,1,0,0,3,7,3040,1100,1952,0,98112,47.5641,-122.233,1590,1730
"109361",0,710800,2,2,1920,7781,1.5,0,4,4,7,2720,0,1909,0,98119,47.4129,-122.282,1720,7210
"109371",0,251000,2,1,2300,6400,2,0,0,3,9,2000,0,1975,0,98023,47.5755,-122.335,1440,10500
"109381",0,1755000,3,1.75,3540,5100,1,0,0,3,9,1530,0,2008,0,98027,47.7377,-122.354,1490,7425
"10939",0,1998000,5,2.5,1250,8975,1,0,0,3,8,1730,500,1924,0,98144,47.3303,-122.165,1500,4600
"109401",0,675000,3,1,1010,3750,2,0,0,3,7,2060,1000,1963,0,98166,47.3231,-122.377,1910,6929
"109411",0,1255000,4,2.75,2320,895,1,0,0,3,8,1700,0,1977,2000,98006,47.4799,-122.199,1380,10800
"109421",0,567500,3,2.5,720,14258,1,0,0,3,6,1740,0,1999,0,98125,47.5645,-122.285,3770,10624
"109431",0,477000,4,1,1160,3730,1,0,0,4,9,3150,0,1913,0,98075,47.7195,-122.29,2990,8956
"109441",0,330000,4,2.5,2600,7125,3,0,0,3,6,1020,0,1941,0,98072,47.5502,-122.101,2590,11564
"10945",0,299000,3,2.25,1200,9702,1,0,0,3,8,1280,0,1996,0,98001,47.3562,-122.239,1680,8496
"109461",0,255000,3,2.25,2460,8450,1,0,0,3,11,1150,700,1963,0,98004,47.5422,-122.279,2970,9900
"109471",0,281000,4,1,1400,3132,2,0,0,3,7,1510,0,1974,0,98055,47.3942,-122.224,1550,10113
"109481",0,567000,4,3.5,3120,8300,1,0,0,3,7,1300,1680,1929,0,98105,47.7294,-122.334,2060,6678
"109491",0,414900,2,1,2510,5880,1,0,0,4,12,1590,1180,1956,0,98023,47.4808,-122.193,1330,3230
"10950",0,525000,3,2.5,1300,10500,1,0,0,5,8,3360,0,1952,0,98045,47.7275,-122.387,1940,4600
"109511",0,475300,6,2.5,2060,1229,3,0,0,4,9,1410,1280,2004,0,98038,47.6756,-122.168,1470,5800
"10952",0,1075000,3,2,1470,6200,1,0,0,3,7,1140,820,1986,1986,98136,47.6229,-122.315,1310,10200
"109531",0,266000,3,2,2010,9608,2,0,2,3,8,2120,0,1989,0,98133,47.6903,-122.033,1450,4500
"10954",0,310000,3,2.5,2390,7201,2,0,0,3,8,1580,380,1948,0,98038,47.6753,-121.916,1750,7528
"109551",0,427005,4,2,1110,8556,1,1,0,3,7,1580,0,1966,0,98028,47.6706,-122.206,2380,8062
"10956",0,780000,4,1.75,2460,5500,1,0,0,3,6,2870,0,1978,0,98125,47.5891,-122.328,1440,9429
"109571",0,275000,3,1.75,1730,9135,2,0,3,3,9,2130,0,1991,0,98006,47.5837,-122.117,1330,9625
"10958",0,750500,4,2.5,1790,2614,2,0,0,4,7,4300,720,1975,0,98106,47.5432,-122.298,990,67415
"109591",0,407000,4,2.5,1500,8250,1,0,0,4,6,2000,0,1990,0,98056,47.5351,-122.153,2450,5240
"109601",0,1680000,3,3.5,2130,844,1,0,0,4,9,2130,0,2008,0,98045,47.7341,-122.28,2650,7128
"109611",0,1085000,3,2,3010,10500,1,0,0,4,7,1490,0,1907,0,98126,47.6557,-122.189,1720,11550
"109621",0,557500,4,1,2450,8012,2,0,0,3,7,1990,440,1909,0,98074,47.2649,-122.215,2930,5099
"109631",0,575000,3,2.5,2270,5349,1,0,3,3,8,1180,0,2011,0,98072,47.3658,-122.279,1850,5500
"109641",0,240000,2,1.5,1550,5761,3,0,0,3,7,2340,0,1962,0,98005,47.5631,-122.321,1500,3576
"109651",0,352500,3,2.5,2060,13477,2,0,2,3,6,1620,0,2004,0,98106,47.5818,-122.08,1880,4050
"109661",0,225000,2,1,1170,4290,1,0,0,3,10,1560,0,1972,0,98144,47.5413,-122.031,2500,10004
"109671",0,275000,3,1,840,1146,3,0,0,3,10,1160,460,1997,0,98125,47.459,-122.181,3510,5475
"109681",0,417000,3,1.75,2010,1153,1,0,0,3,7,840,0,1978,0,98178,47.5491,-122.242,960,9803
"10969",0,195000,3,2.5,1370,8398,1,0,2,3,7,2760,0,1978,0,98148,47.7223,-122.389,1480,12920
"109701",0,190000,3,1.5,2620,5100,2,0,0,4,7,1960,0,1924,0,98005,47.7726,-122.174,1800,7405
"109711",0,619000,5,2.5,1410,6265,1,0,2,1,7,1640,0,1969,0,98007,47.3609,-122.356,1420,8100
"109721",0,409000,2,2.5,1340,7200,2,0,0,3,8,1310,280,2014,0,98106,47.6696,-122.175,1540,7984
"109731",0,430000,3,2.25,2160,19850,1,0,0,3,9,1750,0,2007,0,98146,47.4974,-122.152,1400,9823
"109741",0,485000,2,3.5,1960,9898,2,0,0,3,9,900,0,2002,0,98033,47.3463,-122.134,1690,4000
"109751",0,780000,3,3.25,1160,12682,1,0,0,3,7,1740,0,1919,0,98027,47.7498,-122.279,2340,8404
"10976",0,1195000,4,2.5,1750,40139,1,0,0,3,8,920,0,1943,0,98117,47.3081,-122.174,1970,8192
"109771",0,595000,4,2,1360,9748,1,0,0,4,10,1160,750,1938,0,98028,47.5128,-122.334,1530,111078
"109781",0,246900,3,2.5,1840,4501,2,0,2,4,8,1160,0,2005,0,98001,47.5557,-122.154,2260,8000
"10979",0,203000,4,2.25,700,2114,1,0,0,3,7,2650,880,1918,0,98177,47.6728,-121.971,3000,213444
"109801",0,272000,4,4,1790,4590,1,0,0,3,7,1390,0,1981,0,98055,47.7648,-122.113,1650,11129
"109811",0,214000,5,1.75,1360,5444,2,0,0,3,7,2250,0,1981,0,98072,47.6957,-122.129,1660,5100
"10982",0,294350,3,2.5,910,8775,2,0,0,3,7,3720,380,1996,0,98065,47.3076,-122.197,1460,3799
"109831",0,801000,2,1.75,1050,19168,1,0,0,3,7,3740,0,2009,0,98029,47.698,-122.017,3500,3060
"109841",0,445000,5,2.5,2080,1196,1,0,3,3,7,1720,860,1988,0,98144,47.7258,-122.132,1120,7400
"109851",0,1288000,3,1.75,2460,6224,1,0,0,3,9,1100,0,2014,0,98166,47.6098,-122.342,2290,6800
"109861",0,495000,3,2.5,2190,10949,1,0,0,3,9,1060,0,2006,0,98006,47.6371,-122.329,2570,7515
"109871",0,852500,3,3.25,1570,7140,1,0,3,3,9,1270,1540,2013,0,98198,47.754,-122.04,1670,3920
"109881",0,426000,3,1,1140,7210,2,0,1,3,7,1910,0,1981,0,98112,47.4258,-122.315,1680,7679
"109891",0,975000,3,2.5,2160,8868,2,0,0,3,9,1810,660,1980,0,98006,47.5459,-122.162,2760,3505
"109901",0,587000,4,3.5,2590,7650,2,0,1,4,7,1570,0,1927,0,98072,47.594,-122.047,1510,52707
"10991",0,760000,3,2.25,2480,14400,2,0,0,5,6,1870,0,2012,0,98004,47.6819,-122.268,3320,8581
"109921",0,525000,4,1,1680,5100,1,0,0,3,7,3320,0,2001,0,98198,47.5533,-122.359,4050,7200
"10993",0,685000,3,5,1790,3757,2,0,0,4,7,4620,0,1925,0,98005,47.6526,-122.358,2000,11100
"109941",0,985000,3,2.5,1410,7400,1,0,0,1,10,2960,150,1960,0,98008,47.5001,-122.384,1890,1062
"109951",0,730000,4,2,1730,10200,1,0,0,4,7,2641,0,1941,0,98146,47.5974,-122.218,1510,7500
"109961",0,380000,4,2.75,1640,13586,3,0,0,4,6,1520,0,2014,0,98034,47.7211,-122.213,1270,5690
"109971",0,820000,2,3,1560,9354,1,0,0,3,6,1910,0,2013,0,98045,47.3582,-122.072,720,3402
"109981",0,955000,4,2.5,580,7300,1,0,0,3,10,1640,180,1942,0,98056,47.5786,-122.464,1350,27442
"109991",0,306500,4,3.5,2820,8114,2,0,0,5,8,770,0,1957,0,98077,47.4721,-122.338,1845,6910
"110001",0,675000,3,2.5,2050,7080,2,0,0,5,5,2490,0,1966,0,98045,47.5119,-122.354,2130,18841
"110011",0,521000,4,1.5,910,4217,1.5,0,0,3,7,1190,500,1945,2014,98106,47.346,-122.354,2110,9676
"110021",0,275500,3,2,2070,8308,1.5,0,0,4,6,1680,1220,1987,0,98030,47.3017,-121.879,1820,3774
"110031",0,269900,3,1.75,3120,11650,1,0,0,3,10,1970,0,1990,0,98198,47.3257,-122.052,1890,3201
"110041",0,2408000,3,2.5,850,102366,1,0,0,4,8,2718,0,1944,0,98034,47.7289,-122.203,1640,5297
"110051",0,445000,3,2.5,2150,10465,1,0,0,4,8,970,0,2005,0,98028,47.3001,-122.069,1270,8286
"110061",0,427500,3,1,3190,6332,1,0,1,4,8,1220,0,2005,0,98022,47.6882,-122.304,2150,5449
"110071",0,210000,2,3,1800,30480,2,0,0,5,8,1650,0,1957,0,98031,47.5838,-122.114,2880,7255
"110081",0,449990,4,2.5,3300,5850,2,0,0,3,8,1070,0,1987,0,98144,47.5572,-122.28,1660,9000
"110091",0,399000,3,2.5,960,17390,2,0,0,4,6,2110,690,1916,0,98055,47.3789,-122.278,2700,9794
"11010",0,760000,2,3,2240,7400,1.5,0,0,3,7,1080,0,1945,0,98006,47.6853,-122.156,2670,16100
"110111",0,740000,3,2.25,2310,8185,2,0,0,3,7,1440,0,1924,0,98033,47.302,-122.038,1580,6708
"110121",0,330000,4,1,2990,8475,2,0,0,3,9,1100,0,2011,0,98119,47.6326,-121.875,1700,11385
"110131",0,169000,2,1.5,1990,8000,1,0,2,5,7,3180,0,1991,0,98116,47.7196,-122.036,1880,9750
"110141",0,835000,3,2.5,1400,4080,2,0,0,3,7,4740,0,2002,0,98006,47.2626,-122.36,2550,8000
"110151",0,465000,4,2.5,1470,3916,1,0,0,4,9,4170,600,2002,0,98105,47.3116,-122.359,1280,3900
"11016",0,260000,3,2.25,1800,2765,2,0,0,3,9,1480,0,1988,0,98042,47.6774,-122.244,2080,2462
"110171",0,465000,5,2.5,2980,902,1,0,0,3,9,1960,0,1994,0,98038,47.6729,-122.35,3000,25211
"110181",0,440000,4,3.25,4250,179419,2,0,0,3,7,2820,0,1973,0,98056,47.6951,-122.21,2220,7875
"11019",0,278000,4,3,1550,3300,1,0,0,3,8,1010,1080,1963,0,98001,47.6666,-122.328,2580,10341
"11020",0,372000,4,2.5,1480,219542,1,0,0,4,9,2610,0,1942,0,98059,47.5076,-122.197,1860,3828
"110211",0,398950,4,2.5,1190,3600,2,0,2,3,7,2420,0,2012,0,98001,47.3986,-122.123,2860,5985
"11022",0,372000,4,1.5,2340,8664,2,0,0,4,11,1210,360,1989,0,98042,47.7144,-122.153,1440,5795
"110231",0,885000,3,2.5,880,7600,2,0,0,3,8,860,910,1988,0,98033,47.359,-122.126,1860,13462
"110241",0,1595000,3,1,2340,13860,1.5,0,0,3,10,1870,850,1940,0,98059,47.7757,-122.303,2090,4800
"110251",0,665000,3,2.5,2250,7797,1,0,0,3,8,1220,1160,2004,0,98022,47.7492,-122.29,1320,7700
"110261",0,350000,3,1,4390,4622,1,0,0,3,8,1670,0,1920,0,98006,47.6914,-122.042,2720,5400
"110271",0,351000,2,1,970,23623,1,0,0,3,6,2230,1800,1977,0,98103,47.5303,-122.053,1940,4838
"11028",0,174500,4,1,3950,6300,1,0,0,3,7,2990,0,1979,0,98006,47.6666,-122.397,1380,9390
"110291",0,355300,4,2.5,1100,10133,1,0,4,3,6,1560,0,2014,0,98053,47.6638,-122.392,1020,35060
"11030",0,432100,2,2.5,1845,8570,1,0,0,3,8,2040,750,1989,0,98004,47.5087,-122.219,1140,15996
"110311",0,982218,4,2.25,2020,34947,1,0,0,4,7,880,0,2004,0,98115,47.4951,-122.094,2070,7680
"11032",0,546000,4,2,1560,5000,2,0,0,3,7,2890,0,2011,0,98059,47.7032,-122.211,1840,8500
"110331",0,650000,3,3.5,1290,8540,1,0,0,4,7,1590,0,1909,0,98006,47.3604,-122.356,1060,3025
"11034",0,994000,2,2.5,1080,4213,1,0,0,5,8,2690,0,1905,0,98030,47.2582,-122.324,2190,1334
"11035",0,1265000,3,1,2100,1517,3,0,0,3,8,840,0,1968,0,98027,47.4915,-122.313,1710,37834
"110361",0,390000,5,2,1400,30605,2,0,3,3,8,1590,0,1957,0,98001,47.3126,-122.192,1630,7200
"11037",0,270000,4,1,1360,7777,1.5,0,0,3,7,1520,280,1951,0,98023,47.6818,-122.387,1990,4830
"110381",0,340000,5,1.75,2860,7277,3,0,0,3,7,2440,500,1956,0,98106,47.7416,-122.067,3170,21000
"110391",0,614000,2,2.5,3310,15260,1,0,0,3,8,1260,172,1919,0,98168,47.6981,-122.117,2200,7425
"11040",0,759990,4,2.5,3420,98445,2,0,0,5,10,790,860,1908,0,98188,47.3499,-122.036,1190,4400
"110411",0,1789950,4,1.75,2600,5619,2,0,2,3,7,1110,0,1938,0,98038,47.5409,-122.13,2560,15000
"110421",0,188000,3,2.5,520,10123,1,0,0,3,7,1240,145,1965,0,98056,47.5078,-122.169,3440,5540
"110431",0,680000,4,1.75,960,6802,1,0,0,3,7,2270,0,1985,0,98108,47.5834,-122.11,2000,8114
"110441",0,355000,3,2.75,1570,6273,1,0,0,4,7,2710,0,1990,0,98115,47.4208,-122.335,4170,9583
"110451",0,150000,2,2.5,1900,7966,2,0,0,4,7,720,180,1946,0,98102,47.5655,-122.275,1070,34983
"110461",0,687500,3,2,1200,10403,2,0,0,4,5,1800,0,1924,0,98058,47.5367,-122.116,1720,8037
"110471",0,715000,3,1.75,1530,10018,2,0,0,5,7,750,1900,2002,0,98052,47.3515,-122.393,1170,6307
"110481",0,359800,4,2,1570,4473,2,0,0,3,5,900,230,1993,2013,98077,47.4105,-122.133,1680,6581
"110491",0,6e+05,3,1.75,3590,7700,1,0,0,3,7,2030,0,1932,0,98010,47.4243,-122.327,2550,9200
"110501",0,470000,4,2,3740,11171,2,0,4,3,8,1740,1250,1970,0,98019,47.7604,-122.3,2240,2594
"110511",0,990000,4,2.25,1700,6233,1,0,0,3,10,890,590,1942,0,98011,47.447,-122.052,1780,2400
"110521",0,890000,3,2.5,1660,22040,1,0,0,4,7,2100,710,2015,0,98199,47.6956,-122.292,1490,4400
"110531",0,575000,3,2.5,1700,4322,2,0,4,4,7,1530,0,1973,0,98072,47.7363,-122.061,1970,7050
"11054",0,585000,2,4.25,2910,15400,1,0,0,3,6,2150,0,1929,0,98116,47.4219,-122.348,1840,8212
"110551",0,299000,4,2.25,2000,9450,1,0,2,3,6,1380,0,1967,2014,98072,47.639,-122.372,1930,8025
"110561",0,685000,2,2.5,960,2048,1,0,4,3,7,1460,0,1989,0,98112,47.5924,-122.332,1030,7561
"110571",0,249950,3,2.5,1830,11317,1.5,0,0,4,8,1580,0,1902,0,98103,47.4331,-122.194,2020,8865
"110581",0,278800,3,2.5,1650,6900,1,0,0,3,7,2870,680,1979,0,98038,47.7011,-122.337,1840,9681
"110591",0,375000,4,1,3350,21514,2,0,0,3,6,1670,640,1962,0,98155,47.6078,-122.288,1970,4501
"110601",0,606000,4,2.5,1650,8474,1,0,4,4,6,2400,1275,1941,0,98002,47.6801,-122.306,1900,8484
"110611",0,1225000,3,2.25,1560,3073,2.5,0,1,3,9,4020,1040,1969,0,98031,47.6741,-122.148,1790,6920
"110621",0,659000,3,2.5,1360,7811,1,0,0,3,7,1730,0,1987,0,98144,47.5723,-122.078,1790,9697
"110631",0,380000,4,1.75,2600,7620,2,0,0,3,7,1740,0,1940,1990,98155,47.6774,-122.133,1900,16215
"110641",0,508300,3,1,1020,1173,2,0,0,3,10,520,0,2015,0,98032,47.4939,-122.197,2470,1581
"110651",0,735000,2,2.5,1600,17400,1,0,0,3,8,3100,500,1961,0,98122,47.3817,-122.203,2990,6900
"110661",0,629000,3,2.5,1580,4000,1,0,2,3,8,960,0,1959,0,98117,47.3979,-122.337,2090,39630
"110671",0,269000,3,2.5,2320,19783,1,0,3,3,7,2270,0,1960,0,98053,47.7244,-122.199,1440,8504
"110681",0,997950,5,2.5,4310,10157,2,0,0,3,7,2350,0,1986,0,98199,47.7434,-122.033,1550,6240
"110691",0,262000,4,1,2100,5000,1,0,0,3,7,2550,520,1915,0,98045,47.5836,-122.103,1280,6847
"110701",0,870300,3,2.25,1570,6660,1.5,0,0,3,6,1360,0,1970,1993,98105,47.4662,-122.289,1810,5085
"110711",0,505000,3,1.5,1870,10200,1.5,0,0,3,6,1990,0,1977,0,98004,47.5352,-122.126,1400,6000
"110721",0,630000,4,2.75,1250,9000,1,0,0,3,9,2714,0,1974,0,98058,47.528,-122.002,1440,7627
"110731",0,630000,2,2.25,2610,36183,1.5,0,0,4,9,2100,1570,1954,0,98030,47.5273,-122.219,2400,9264
"11074",0,242500,4,2,2430,13362,1,0,0,3,7,990,0,1911,0,98177,47.7128,-122.077,1370,13500
"11075",0,360000,6,2.5,2060,9032,1,0,0,3,7,1010,0,1908,0,98052,47.511,-122.37,1880,7200
"110761",0,1112750,4,2.5,2060,4800,2,0,2,4,8,840,0,2007,0,98125,47.5199,-122.173,1390,8304
"110771",0,239900,3,1,2040,9000,2,0,0,3,8,3050,0,1969,0,98027,47.4969,-122.077,990,6561
"110781",0,548000,3,2.75,1950,6480,1,0,0,4,7,1410,0,1998,0,98166,47.528,-122.35,1480,9834
"110791",0,223000,4,2.5,1020,9834,2,0,0,3,7,1560,600,2013,0,98188,47.6491,-122.391,1860,11538
"110801",0,619000,3,1.75,1070,13791,1,0,0,4,9,2720,0,2009,0,98029,47.735,-122.297,1570,7682
"110811",0,280000,3,1,1520,4000,1,0,0,3,7,1760,0,1923,0,98198,47.5418,-122.387,2090,6000
"11082",0,365000,3,1,2120,7283,1.5,0,0,3,7,1280,1360,2014,0,98056,47.7098,-122.291,1410,4335
"110831",0,805000,3,2,1400,5110,2,0,2,4,9,990,0,1947,0,98166,47.2977,-122.334,2650,8925
"110841",0,860000,4,2.5,1860,4000,2,0,2,4,7,1520,400,1956,0,98022,47.7572,-122.135,2070,9600
"11085",0,1680000,5,1,3340,8149,1.5,0,0,3,7,1220,0,1943,2005,98004,47.4856,-122.339,1600,3640
"110861",0,1093000,2,3.5,3410,2600,1,0,0,3,10,2690,990,1989,0,98075,47.5266,-122.186,1820,6550
"110871",0,329922,3,2.5,2350,4800,2,0,0,3,8,1020,0,1941,0,98125,47.574,-122.251,1030,7680
"110881",0,379950,2,2.5,1370,8497,1,0,0,4,7,1540,200,2005,0,98056,47.2576,-122.15,1570,6816
"110891",0,681000,2,1.75,2080,6924,2,0,0,3,5,1820,480,2003,0,98027,47.7099,-122.148,1920,7806
"110901",0,330675,2,2.5,1840,35124,1,0,0,3,7,760,960,1951,0,98199,47.3698,-122.37,1610,18336
"110911",0,420000,2,1,1610,9966,2,0,0,3,7,3120,400,1906,0,98008,47.698,-122.185,4050,5700
"110921",0,386950,3,1.75,1100,16300,2,0,0,5,7,1020,0,1987,0,98056,47.3516,-122.315,1398,3760
"110931",0,330000,4,1,1390,7362,1,0,0,3,7,1060,0,1927,0,98005,47.5123,-122.322,1140,15183
"110941",0,833450,3,2,4590,8180,1,0,2,4,7,2030,0,1907,0,98072,47.6308,-122.173,2760,9720
"110951",0,135000,3,2.75,2270,8282,2,0,0,4,6,4750,0,1942,0,98042,47.481,-121.87,990,21886
"11096",0,1052000,3,1,2980,10948,2,0,0,4,9,1090,420,1946,0,98023,47.2576,-121.779,1940,8996
"110971",0,378750,4,1,970,6897,1.5,0,0,3,8,1170,0,1977,0,98028,47.6318,-122.107,1320,7348
"110981",0,389700,3,1,2110,21904,1,0,0,3,7,2020,490,1977,0,98092,47.4876,-122.048,1360,11385
"110991",0,436500,3,2.75,1090,9600,2,0,0,3,7,1550,0,1978,0,98014,47.6978,-122.347,1690,9458
"11100",0,310000,5,1.75,800,7250,1.5,0,0,3,7,2430,0,1952,1940,98034,47.5691,-122.188,1360,9620
"111011",0,749950,2,1,1580,6360,2,0,0,4,8,920,800,1955,0,98023,47.7443,-122.351,1360,10080
"111021",0,610000,3,1,2510,4000,1,0,0,4,8,1560,0,1910,0,98002,47.6769,-122.277,3540,5500
"111031",0,375000,4,2.5,2000,1289,2,0,0,3,7,1850,340,2009,0,98199,47.56,-122.033,2430,8178
"111041",0,414950,4,2.5,1930,7350,1.5,0,0,3,8,4010,0,1962,0,98155,47.4142,-122.215,1430,35350
"111051",0,290000,4,1.5,2120,12275,2,0,0,3,8,2660,0,1978,0,98023,47.5994,-122.364,2160,24967
"111061",0,175000,3,1,3560,1827,2,0,2,4,8,1130,240,1960,0,98052,47.6872,-122.299,1480,7336
"111071",0,430000,4,2.25,2980,10292,1,0,0,3,7,3330,0,1983,0,98136,47.3174,-122.205,2460,8530
"111081",0,650000,2,1.75,2290,4420,1.5,0,0,3,5,1960,820,1939,0,98133,47.6364,-122.316,1700,7200
"111091",0,420000,2,1,1090,8357,2,0,0,3,7,1220,530,1957,0,98092,47.4358,-122.311,1900,8160
"111101",0,439000,4,2.5,2470,9100,1,0,0,3,6,1940,480,1994,0,98115,47.6232,-122.193,1813,5100
"111111",0,350000,3,3,2010,37843,2,0,0,3,8,2380,0,2006,0,98125,47.3979,-122.202,1810,5053
"111121",0,655000,3,3,2120,750,1,0,0,4,9,1740,440,2001,0,98027,47.3553,-122.106,1200,8699
"11113",0,635000,3,1,2720,10460,1,0,0,3,8,1130,1440,2003,0,98136,47.7194,-122.386,1320,4242
"111141",0,350000,3,2.75,2390,7000,1.5,0,0,3,6,1650,0,2002,0,98133,47.449,-122.213,920,7700
"111151",0,1505000,4,3.25,1780,1381,1,0,0,3,7,1200,0,2007,0,98133,47.5622,-122.176,1550,108900
"111161",0,234950,3,1,2150,266587,2,0,0,3,7,2220,0,2001,0,98146,47.5885,-122.158,1170,4000
"111171",0,475000,4,2.5,2570,10281,1,0,0,3,9,2910,0,1974,0,98004,47.7565,-122.359,2300,125452
"111181",0,420000,3,2.5,2900,87213,2,0,0,3,7,1230,0,1959,0,98029,47.3516,-122.136,1350,6678
"11119",0,685000,3,2.5,1570,10125,2,0,3,3,5,2370,0,1966,0,98003,47.3875,-122.136,1520,7505
"111201",0,940000,6,3,2980,12042,1,0,0,3,8,2750,0,1987,0,98103,47.551,-122.365,1090,4240
"111211",0,370000,3,1,2350,6000,2,0,0,3,7,1040,0,1994,0,98115,47.3928,-122.344,1560,7600
"111221",0,915000,5,1.5,3010,6249,2,0,0,3,9,1110,0,1950,0,98001,47.3386,-122.374,1260,7906
"11123",0,308000,3,1,2840,17313,1,0,0,3,7,1820,620,1917,0,98052,47.6722,-122.358,2410,10050
"11124",0,570000,4,2.75,1190,4276,1,0,0,4,9,910,540,1972,0,98122,47.4777,-122.395,1510,4621
"111251",0,450000,2,3,930,1561,1,0,0,3,7,4930,0,2014,0,98103,47.3803,-122.359,1570,4800
"111261",0,286000,3,2.5,1280,9629,2,0,0,3,8,960,1200,2003,0,98042,47.2016,-122.262,2110,8013
"11127",0,675000,3,1.75,2448,3982,2,0,0,3,8,1220,620,1953,0,98038,47.6875,-122.186,2730,15810
"111281",0,455000,3,2,2240,4220,2,0,0,3,9,1480,0,1928,0,98117,47.7426,-122.377,1440,59677
"111291",0,350000,3,1.75,1720,4074,2,0,0,3,7,1200,0,2007,0,98024,47.5384,-122.04,1590,6800
"111301",0,405000,3,2.25,1640,7525,1,0,0,3,8,1400,0,1962,0,98065,47.4536,-122.247,1820,11570
"111311",0,649950,4,2,910,10630,1.5,0,0,3,9,3100,0,1919,0,98029,47.3538,-122.364,1270,4275
"111321",0,275000,3,1.75,1190,12030,1,0,0,3,9,1080,0,1978,0,98029,47.5611,-122.019,2240,8582
"11133",0,399000,2,0.75,1900,8320,2,0,2,5,9,1180,0,2006,0,98115,47.5849,-122.205,1390,9607
"111341",0,550000,2,2.5,1340,12793,2,0,0,4,7,990,0,1970,0,98072,47.774,-122.377,1460,42253
"111351",0,340000,2,2,2100,5000,1,0,0,3,7,2780,440,1969,0,98177,47.5427,-121.403,1000,6987
