"","y","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"33251",0,"e","f","y","n","f","n","f","c","b","n","e","c","s","s","w","w","p","w","o","e","w","s","g"
"33261",0,"e","f","y","b","f","f","f","c","b","g","e","b","k","k","w","b","p","w","o","p","w","s","l"
"33271",0,"e","x","y","e","t","n","f","c","b","h","t","b","s","k","g","p","p","w","o","p","n","s","d"
"33281",0,"p","x","y","y","f","n","f","w","n","b","e","e","k","s","n","w","p","w","o","e","w","y","g"
"33291",0,"p","f","f","n","t","n","f","c","b","p","t","b","s","k","n","g","p","w","o","e","k","v","p"
"33301",0,"e","f","s","n","f","y","f","w","b","g","t","b","s","k","w","w","p","w","o","e","n","v","d"
"33311",0,"p","x","y","e","f","a","f","c","b","k","e","b","s","s","p","w","p","w","o","p","k","s","d"
"33321",0,"e","x","s","y","f","n","f","c","b","k","t","?","s","s","p","w","p","w","o","e","k","n","w"
"33331",0,"p","x","f","w","f","f","f","c","n","p","t","b","f","k","g","w","p","o","o","p","h","v","d"
"33341",0,"p","f","f","e","f","n","f","c","n","h","t","?","s","k","w","p","p","w","o","e","n","v","d"
"33351",0,"p","x","y","y","f","f","f","c","b","b","e","?","s","k","w","b","p","w","o","e","b","v","l"
"33361",0,"e","x","s","w","f","n","f","c","n","n","e","c","k","s","w","w","p","w","o","p","w","v","d"
"33371",0,"e","k","s","n","t","n","f","w","b","p","e","b","s","y","e","w","p","w","o","p","h","v","m"
"33381",0,"e","k","y","g","f","n","f","c","b","b","e","b","f","s","b","p","p","w","o","l","n","v","p"
"3339",0,"p","x","y","n","f","n","f","c","b","u","t","b","k","s","o","p","p","w","o","p","h","s","g"
"33401",0,"e","f","y","n","f","f","f","c","b","u","e","b","k","k","w","w","p","w","t","e","n","v","p"
"33411",0,"p","k","f","b","f","n","f","c","n","b","t","e","k","k","w","n","p","w","o","p","h","v","d"
"33421",0,"p","f","s","n","t","f","a","w","b","n","e","e","s","k","p","n","p","w","o","p","h","y","g"
"33431",0,"e","x","y","g","f","n","f","w","b","p","t","e","k","s","p","p","p","w","o","p","h","v","m"
"33441",0,"p","k","s","w","t","f","f","c","b","b","e","b","s","s","p","g","p","w","o","e","w","v","g"
"33451",0,"p","k","y","w","f","s","f","c","b","p","e","b","k","s","w","w","p","w","o","e","n","v","l"
"33461",0,"p","f","y","y","f","n","f","c","n","g","t","b","f","k","w","w","p","o","o","p","h","v","d"
"33471",0,"e","f","y","e","t","s","f","c","n","n","t","b","s","s","w","p","p","w","o","p","n","v","d"
"3348",0,"p","x","s","w","f","f","f","c","n","p","e","b","k","s","g","g","p","w","o","e","w","y","d"
"3349",0,"e","x","s","n","f","n","f","c","b","b","t","?","k","k","w","p","p","w","t","p","k","v","l"
"3350",0,"p","f","f","p","t","n","f","c","n","p","t","b","s","s","w","n","p","w","o","e","w","v","d"
"33511",0,"e","f","y","y","f","s","f","c","b","p","t","?","s","s","p","w","p","w","t","l","h","y","l"
"33521",0,"p","f","f","g","f","n","f","c","b","h","e","b","s","s","b","w","p","w","o","p","w","y","g"
"33531",0,"e","x","f","g","f","f","f","c","b","n","t","b","f","s","w","n","p","w","o","e","n","a","l"
"3354",0,"e","f","f","g","f","y","f","c","b","p","t","b","s","s","w","w","p","w","o","p","w","v","g"
"33551",0,"p","b","y","n","t","n","f","c","b","b","e","?","s","s","p","w","p","w","o","e","h","y","g"
"3356",0,"e","b","f","w","f","f","f","c","b","p","t","b","s","k","w","b","p","w","o","e","w","y","d"
"33571",0,"e","x","y","n","f","y","f","c","b","n","t","?","s","s","w","w","p","w","o","e","w","v","g"
"3358",0,"p","x","s","n","t","n","f","c","b","w","e","b","s","k","n","w","p","w","o","p","n","v","g"
"33591",0,"p","x","f","e","t","f","f","c","n","h","e","?","s","s","p","p","p","w","o","p","n","y","d"
"3360",0,"e","x","y","w","f","f","f","w","b","k","e","?","s","f","w","p","p","w","o","l","n","y","w"
"3361",0,"e","f","f","e","t","l","f","c","n","w","e","b","s","s","n","w","p","w","o","p","w","v","p"
"33621",0,"e","f","f","w","f","n","f","c","b","w","e","?","f","k","w","w","p","w","o","e","w","a","l"
"3363",0,"e","x","s","y","t","f","f","c","b","h","t","b","s","k","w","w","p","w","o","e","w","y","g"
"3364",0,"e","f","y","g","f","a","f","c","b","p","e","?","k","s","w","o","p","w","o","p","n","n","l"
"33651",0,"p","f","y","w","t","c","f","c","b","h","e","c","k","s","p","w","p","w","o","e","h","v","l"
"33661",0,"p","f","s","e","f","a","f","c","n","n","t","?","k","s","w","w","p","w","o","p","w","y","g"
"33671",0,"e","f","f","b","t","s","f","c","b","k","t","b","k","f","w","b","p","y","o","l","n","a","g"
"3368",0,"e","x","f","n","f","n","f","c","n","p","t","?","s","y","w","b","p","w","o","p","w","c","p"
"3369",0,"e","x","s","y","t","n","f","c","n","n","t","b","s","s","w","w","p","w","o","e","k","c","l"
"3370",0,"e","f","y","g","t","n","f","c","b","p","e","b","k","s","p","g","p","w","o","p","n","v","d"
"33711",0,"p","f","s","y","t","f","f","c","b","w","e","?","s","s","n","w","p","w","o","l","w","v","d"
"33721",0,"e","x","y","e","f","n","f","c","b","u","t","b","s","s","w","w","p","w","o","e","k","v","d"
"33731",0,"p","x","f","g","f","f","f","c","b","g","t","b","s","s","w","w","p","w","o","p","n","v","p"
"33741",0,"p","f","y","e","f","n","f","c","b","p","e","b","k","s","o","p","p","w","o","p","n","s","d"
"3375",0,"p","x","y","n","t","f","f","c","b","w","e","?","s","y","g","w","p","w","o","p","w","y","g"
"33761",0,"p","x","y","n","t","f","f","c","n","w","e","?","s","s","w","b","p","w","o","e","k","v","p"
"3377",0,"p","x","f","g","f","n","f","c","b","g","t","?","k","s","p","w","p","w","o","l","w","y","l"
"3378",0,"e","f","y","n","f","f","f","w","n","n","e","b","s","k","w","w","p","w","o","e","k","s","u"
"3379",0,"p","x","y","e","t","n","f","c","b","n","t","b","s","s","w","c","p","w","o","p","n","v","l"
"33801",0,"p","k","y","w","f","l","f","c","n","b","t","b","s","k","p","n","p","w","o","e","n","v","l"
"33811",0,"p","f","f","y","f","s","f","c","b","b","t","?","s","f","w","w","p","w","t","l","n","v","m"
"33821",0,"e","f","y","w","t","n","f","w","b","p","e","?","s","s","w","p","p","w","o","l","w","v","m"
"33831",0,"p","f","f","y","f","p","f","c","b","b","t","?","s","k","b","w","p","w","o","p","w","y","d"
"33841",0,"p","f","s","e","t","f","f","c","n","g","t","?","s","s","p","w","p","w","o","p","n","s","p"
"33851",0,"p","x","y","b","t","f","f","c","b","b","e","b","s","y","w","w","p","w","o","p","k","y","d"
"33861",0,"p","x","f","n","t","f","f","c","b","w","e","?","k","s","w","w","p","w","o","p","w","v","g"
"33871",0,"p","x","s","w","t","n","f","c","n","n","t","?","s","s","e","w","p","w","o","l","h","v","p"
"33881",0,"e","x","f","g","f","f","f","c","b","b","t","?","f","s","w","w","p","w","o","p","n","s","d"
"33891",0,"e","x","s","b","f","n","f","c","b","u","t","b","k","k","w","w","p","w","o","p","r","s","g"
"33901",0,"p","x","f","w","t","f","f","c","b","b","t","b","s","k","w","o","p","w","o","p","h","y","g"
"33911",0,"e","f","f","y","f","f","f","c","b","w","e","b","s","s","w","w","p","w","o","e","h","s","l"
"3392",0,"e","x","f","n","f","f","f","w","n","b","e","b","k","s","w","w","p","w","t","p","n","v","g"
"33931",0,"e","x","f","e","f","y","f","c","b","p","e","r","s","k","w","b","p","w","o","p","w","s","p"
"33941",0,"e","x","s","w","t","a","f","c","b","g","t","?","s","y","w","w","p","w","o","p","w","a","g"
"3395",0,"e","x","s","y","f","s","f","c","b","u","e","?","s","s","w","w","p","w","o","l","n","y","d"
"3396",0,"p","x","s","y","t","l","f","c","b","u","e","e","k","s","w","w","p","w","o","p","k","s","d"
"33971",0,"p","x","y","w","t","l","f","w","b","p","t","e","s","s","w","n","p","w","o","e","k","v","p"
"3398",0,"p","f","f","n","t","n","f","c","b","n","e","?","s","f","p","n","p","w","t","p","b","y","p"
"33991",0,"e","x","f","g","t","n","f","c","n","k","e","?","k","s","w","w","p","w","o","l","h","v","p"
"3400",0,"p","x","s","e","f","n","f","c","n","p","e","b","k","y","w","n","p","w","t","e","n","y","p"
"34011",0,"p","x","f","y","t","n","f","c","n","g","e","b","s","s","w","c","p","w","o","p","w","s","d"
"34021",0,"p","f","f","g","t","f","f","c","b","g","t","?","s","k","p","w","p","w","o","p","k","v","d"
"34031",0,"e","x","f","g","f","n","a","c","n","p","t","b","s","f","w","p","p","w","t","e","n","y","g"
"34041",0,"p","f","s","g","f","n","f","c","b","p","t","b","s","k","g","w","p","w","o","p","k","y","g"
"3405",0,"p","k","s","n","f","y","f","c","b","p","t","b","s","s","w","p","p","w","o","p","h","y","p"
"34061",0,"p","x","s","g","f","n","f","c","b","n","e","b","s","s","b","w","p","w","t","l","w","v","d"
"34071",0,"e","x","y","e","f","n","f","c","b","h","e","r","s","s","w","p","p","w","o","p","w","c","d"
"34081",0,"p","x","y","y","f","f","f","c","n","b","e","r","s","s","w","p","p","w","o","e","w","v","p"
"34091",0,"e","x","y","n","f","n","f","c","b","w","t","?","s","k","w","w","p","w","o","p","n","y","d"
"34101",0,"p","x","y","w","t","n","f","c","b","b","e","c","k","f","w","p","p","w","o","e","h","v","p"
"34111",0,"p","k","s","n","f","y","f","c","b","w","e","c","s","k","w","w","p","w","o","p","h","v","u"
"34121",0,"p","f","s","y","f","l","f","c","b","k","e","b","s","y","w","w","p","w","o","e","n","n","g"
"34131",0,"p","x","y","e","f","s","f","w","b","n","e","e","s","k","w","n","p","w","o","l","k","s","l"
"34141",0,"p","f","f","y","t","f","a","c","n","p","t","?","s","k","p","p","p","w","o","l","h","s","d"
"34151",0,"e","k","f","g","t","n","f","w","b","b","e","c","k","s","w","g","p","w","o","p","h","v","u"
"3416",0,"p","f","y","y","f","y","f","c","b","h","t","b","k","k","p","w","p","w","o","p","n","v","p"
"34171",0,"p","b","y","y","f","n","f","w","n","p","e","?","s","s","p","p","p","w","o","l","k","y","g"
"34181",0,"e","f","s","g","f","l","f","c","b","w","t","e","k","k","g","w","p","w","o","e","n","n","g"
"34191",0,"p","x","f","g","f","f","a","c","b","g","t","b","k","s","w","w","p","w","t","p","n","v","l"
"34201",0,"e","k","s","n","f","y","f","c","b","p","e","b","k","f","p","w","p","w","o","p","w","v","g"
"34211",0,"e","f","s","g","f","l","f","w","n","n","e","b","s","s","w","o","p","w","o","e","n","s","d"
"34221",0,"p","k","s","g","f","f","f","c","n","w","t","b","k","s","o","w","p","w","o","p","k","v","d"
"34231",0,"e","f","y","w","t","p","f","c","b","w","t","?","k","s","c","b","p","w","o","e","w","v","d"
"34241",0,"e","f","y","n","t","l","f","c","n","p","t","c","k","s","b","b","p","w","o","p","w","y","l"
"3425",0,"p","k","s","y","f","n","f","c","b","n","t","b","s","k","o","g","p","w","o","p","n","v","d"
"34261",0,"p","x","f","n","f","a","f","w","b","b","t","b","s","s","b","w","p","w","o","p","w","v","g"
"34271",0,"e","x","f","y","f","f","f","w","b","b","t","?","s","s","p","b","p","w","o","p","h","n","d"
"34281",0,"p","f","f","y","f","n","f","c","n","n","t","e","s","k","p","w","p","w","o","n","w","a","g"
"3429",0,"p","x","y","w","t","n","f","c","b","h","t","e","s","s","w","n","p","w","o","e","k","c","w"
"34301",0,"e","x","f","p","t","n","f","c","b","w","t","b","k","s","w","n","p","w","o","e","w","v","g"
"34311",0,"e","b","s","n","f","p","f","c","n","p","e","?","s","s","g","w","p","w","o","p","h","v","d"
"34321",0,"p","f","s","y","t","c","f","c","b","b","e","b","k","s","o","p","p","w","o","p","k","y","d"
"3433",0,"e","f","y","w","t","n","f","w","b","w","e","b","f","k","p","w","p","w","o","e","k","y","g"
"34341",0,"p","x","s","n","f","s","f","c","n","g","e","b","s","k","n","n","p","w","o","e","h","v","d"
"34351",0,"p","f","y","p","f","y","f","c","n","u","e","?","s","s","w","p","p","w","o","e","n","s","u"
"34361",0,"p","b","f","w","t","n","f","c","b","w","e","e","s","s","w","w","p","w","o","e","n","y","d"
"34371",0,"e","f","s","g","f","f","f","c","n","p","t","b","s","s","p","w","p","w","o","e","n","n","g"
"3438",0,"p","k","s","g","t","n","f","c","b","g","t","b","s","y","p","w","p","w","o","p","h","v","g"
"34391",0,"e","f","y","w","f","n","f","w","n","k","t","?","s","k","w","p","p","w","o","e","n","v","g"
"34401",0,"e","f","y","n","t","n","f","c","b","o","e","e","s","s","w","w","p","w","o","p","w","v","u"
"3441",0,"e","x","f","e","f","y","f","c","b","u","t","b","s","s","w","w","p","w","o","e","w","v","l"
"34421",0,"p","x","f","n","t","f","f","w","b","k","e","b","k","s","w","w","p","w","o","p","k","v","d"
"34431",0,"p","k","y","y","f","n","f","w","b","u","t","?","s","k","w","p","p","w","o","e","k","s","d"
"34441",0,"p","x","y","n","f","n","f","c","b","p","t","?","s","k","g","w","p","w","o","p","w","a","g"
"3445",0,"e","x","y","n","f","f","f","w","b","g","t","c","k","s","p","w","p","w","t","e","w","s","u"
"34461",0,"e","f","s","n","t","f","f","c","n","p","t","b","s","f","w","w","p","w","t","e","h","s","d"
"34471",0,"e","x","s","y","f","a","f","w","b","h","e","?","s","s","w","w","p","w","o","e","h","v","g"
"34481",0,"e","x","f","e","t","n","f","c","b","b","t","b","k","s","w","w","p","w","o","e","w","v","g"
"34491",0,"p","x","f","n","f","f","f","c","b","b","e","?","k","s","n","w","p","w","o","l","w","y","p"
"3450",0,"e","b","s","e","f","n","f","c","n","p","t","?","f","s","w","w","p","w","o","l","n","v","p"
"34511",0,"p","k","f","n","f","f","f","c","b","h","t","b","s","s","p","n","p","w","o","e","w","v","p"
"34521",0,"p","x","s","w","t","l","f","c","b","n","e","b","s","s","p","w","p","w","o","p","h","v","p"
"34531",0,"e","f","s","g","t","s","f","c","b","n","t","e","s","k","b","p","p","w","o","e","w","v","l"
"34541",0,"e","x","f","w","t","s","f","c","n","p","t","b","s","k","w","g","p","w","o","l","n","v","d"
"34551",0,"e","f","y","g","f","n","f","c","n","b","t","b","s","s","p","w","p","w","o","e","k","s","p"
"34561",0,"p","x","s","n","f","f","f","c","b","b","e","?","s","k","w","p","p","w","o","l","k","y","d"
"34571",0,"e","f","f","g","f","f","f","c","n","w","t","b","s","s","w","p","p","w","o","e","w","a","d"
"3458",0,"e","k","y","w","f","f","f","w","b","p","e","b","s","s","w","w","p","w","o","l","w","v","u"
"34591",0,"p","f","s","e","t","y","f","c","b","n","t","b","k","k","w","b","p","w","o","p","w","v","d"
"34601",0,"e","x","f","g","f","f","f","c","b","b","t","b","f","s","w","w","p","w","o","p","k","v","u"
"34611",0,"e","f","y","g","f","n","f","c","b","p","e","?","s","s","n","w","p","w","o","f","n","v","d"
"3462",0,"p","b","f","n","f","f","f","w","n","n","t","r","s","k","p","b","p","w","o","e","n","v","g"
"34631",0,"e","x","f","n","f","n","f","c","b","u","e","?","f","s","p","w","p","w","o","l","n","v","g"
"34641",0,"p","x","y","g","f","n","f","c","b","b","e","r","f","s","o","w","p","w","o","p","h","v","d"
"34651",0,"p","f","y","e","t","f","f","c","n","u","e","b","s","k","w","w","p","w","o","e","h","v","g"
"34661",0,"p","x","s","e","t","f","f","c","b","p","t","b","s","s","w","n","p","w","o","p","n","a","p"
"34671",0,"e","f","s","w","t","l","f","c","n","n","t","b","s","s","w","n","p","w","o","p","h","v","l"
"34681",0,"e","x","f","e","f","y","f","c","n","b","e","b","s","s","b","w","p","w","o","l","n","v","d"
"34691",0,"e","f","y","g","t","f","f","c","b","u","t","b","s","s","n","w","p","w","o","e","k","y","g"
"34701",0,"p","x","y","w","f","n","f","c","b","k","t","?","s","k","c","w","p","w","o","p","n","a","p"
"3471",0,"e","x","f","e","t","a","f","c","n","w","t","b","s","s","w","w","p","w","o","p","h","s","d"
"34721",0,"p","f","s","p","t","y","f","c","n","p","t","?","s","k","w","g","p","w","o","e","w","v","g"
"34731",0,"e","x","y","e","f","n","f","c","b","e","t","?","s","s","w","w","p","w","o","e","w","v","d"
"34741",0,"p","f","y","n","f","n","f","w","n","w","t","b","s","k","g","w","p","w","o","e","h","v","m"
"34751",0,"e","x","y","e","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","e","h","v","d"
"34761",0,"e","x","s","y","t","s","f","c","b","g","e","b","s","s","w","b","p","w","o","l","w","v","d"
"3477",0,"p","f","y","g","t","n","f","c","n","n","t","?","s","s","w","w","p","w","o","e","n","c","l"
"34781",0,"p","x","y","n","t","f","f","c","b","n","t","b","s","s","b","p","p","w","o","p","w","y","d"
"34791",0,"p","s","y","g","f","n","f","w","b","k","e","b","f","s","e","w","p","w","o","p","n","v","m"
"3480",0,"e","k","s","g","t","s","f","c","n","h","t","b","s","k","w","p","p","o","o","p","w","v","g"
"34811",0,"p","x","y","n","t","n","f","w","b","p","t","e","s","s","n","w","p","w","o","p","w","s","g"
"34821",0,"p","s","y","w","f","s","f","c","n","p","t","b","s","k","e","w","p","w","o","e","h","v","d"
"34831",0,"e","x","y","n","f","n","f","w","b","b","e","c","f","k","e","w","p","w","o","p","h","v","l"
"34841",0,"e","f","y","n","f","f","f","c","b","w","t","b","k","k","w","w","p","w","o","p","k","a","d"
"3485",0,"e","x","y","y","t","n","f","c","b","h","e","b","k","k","p","c","p","w","o","p","n","v","g"
"34861",0,"p","x","f","n","f","s","f","c","b","n","e","?","s","s","n","w","p","w","t","p","h","v","p"
"3487",0,"e","f","y","g","f","s","f","c","b","u","e","b","f","s","b","p","p","w","o","p","n","v","p"
"34881",0,"e","x","s","n","f","f","a","c","b","p","e","b","k","s","w","w","p","w","o","p","h","v","u"
"34891",0,"e","b","f","n","f","n","f","c","b","k","t","?","f","s","w","p","p","w","o","l","n","v","d"
"3490",0,"e","f","y","e","f","f","f","c","b","b","t","?","s","k","b","o","p","w","o","e","h","v","l"
"3491",0,"p","x","f","n","t","l","f","c","n","b","e","e","f","s","w","w","p","w","o","l","n","n","d"
"34921",0,"p","x","f","g","f","n","f","c","n","b","t","c","s","s","w","w","p","w","t","e","h","v","d"
"34931",0,"p","x","s","y","f","l","f","c","b","k","t","e","s","s","w","w","p","w","o","l","w","v","d"
"34941",0,"e","x","y","g","t","n","f","c","b","w","e","b","s","s","n","p","p","w","o","p","h","v","p"
"34951",0,"e","f","f","b","f","f","f","c","b","p","e","r","s","s","w","o","p","w","o","l","k","v","d"
"3496",0,"e","x","s","g","t","s","f","c","b","g","t","r","k","k","b","n","p","w","o","p","w","v","d"
"34971",0,"e","f","f","g","f","n","f","c","b","g","t","?","k","k","w","w","p","w","t","e","k","s","d"
"3498",0,"p","b","y","g","t","n","f","c","b","k","e","e","f","s","w","p","p","w","o","e","n","n","g"
"34991",0,"p","x","y","e","t","y","f","c","b","h","t","r","s","s","w","g","p","w","o","p","h","v","g"
"35001",0,"e","x","f","y","f","y","f","c","b","p","t","?","s","s","w","w","p","w","t","l","w","v","g"
"35011",0,"p","b","s","n","t","n","f","c","b","k","t","b","k","k","w","w","p","w","o","e","n","y","d"
"35021",0,"p","b","y","w","f","n","f","c","b","n","t","?","k","s","w","n","p","w","o","p","k","v","u"
"35031",0,"p","b","f","g","t","y","f","c","b","b","e","e","s","s","b","w","p","w","o","e","h","v","l"
"3504",0,"p","f","s","w","t","f","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d"
"35051",0,"e","f","y","y","t","c","f","c","b","b","e","b","f","s","w","w","p","o","o","e","w","y","d"
"35061",0,"p","x","s","n","f","n","a","c","b","w","e","b","k","s","w","w","p","w","o","e","w","v","d"
"35071",0,"e","x","y","g","t","l","f","w","b","w","t","b","s","s","w","n","p","w","o","e","n","y","d"
"35081",0,"p","x","s","g","f","f","f","c","b","p","e","b","k","f","w","p","p","w","t","p","w","v","l"
"35091",0,"p","k","y","w","f","n","f","c","n","n","t","b","s","s","p","p","p","w","o","p","h","v","g"
"35101",0,"p","x","s","y","t","f","f","c","n","b","t","e","s","s","p","w","p","w","t","l","k","s","d"
"3511",0,"p","f","f","b","f","f","f","c","b","w","t","b","k","s","g","p","p","w","o","p","w","v","g"
"35121",0,"e","x","f","w","t","n","f","c","b","h","e","c","s","k","p","p","p","w","o","p","n","s","g"
"35131",0,"e","f","f","n","f","f","f","c","b","b","t","?","s","s","w","w","p","w","o","e","u","y","g"
"35141",0,"p","b","s","e","f","l","f","c","n","b","e","?","s","s","w","g","p","w","o","e","n","v","p"
"35151",0,"p","f","y","e","t","s","f","c","b","b","e","b","s","s","w","w","p","w","o","p","k","v","g"
"35161",0,"e","x","s","n","f","n","f","c","b","w","e","?","s","f","w","p","p","w","o","p","w","s","g"
"35171",0,"e","k","s","g","f","n","f","c","n","p","e","?","k","s","g","w","p","w","o","p","k","y","p"
"35181",0,"p","f","y","e","t","n","f","c","n","n","e","?","s","k","p","p","p","w","o","l","h","v","g"
"35191",0,"e","x","y","g","f","f","f","c","b","b","e","b","k","s","w","p","p","w","o","e","w","v","d"
"35201",0,"e","x","y","n","t","n","f","c","b","g","e","?","s","y","w","g","p","w","o","l","w","y","d"
"35211",0,"e","x","s","n","f","f","f","w","n","u","t","b","k","k","p","n","p","w","o","p","n","y","g"
"3522",0,"e","f","s","e","t","n","f","w","n","p","e","b","f","k","p","w","p","w","o","e","h","s","l"
"35231",0,"e","f","s","n","f","n","f","c","b","n","e","e","s","k","w","w","p","w","o","p","k","s","g"
"35241",0,"p","x","s","g","f","l","f","c","b","w","t","?","s","y","o","b","p","n","o","l","h","y","d"
"35251",0,"p","x","s","n","t","n","f","c","n","b","e","?","s","s","w","w","p","w","o","e","h","s","p"
"35261",0,"p","x","f","e","t","c","f","c","b","p","t","e","s","s","g","c","p","w","o","e","n","v","g"
"35271",0,"e","b","s","n","f","n","f","c","n","h","t","e","s","s","w","w","p","w","o","p","w","v","u"
"35281",0,"p","f","f","n","f","n","f","c","n","p","t","e","s","s","w","w","p","w","o","e","w","s","g"
"35291",0,"p","f","s","y","t","f","f","c","b","p","e","e","f","s","p","w","p","w","o","l","k","c","g"
"3530",0,"p","b","y","y","f","n","f","c","b","b","t","b","k","k","w","w","p","w","o","p","w","y","d"
"35311",0,"p","f","f","n","f","n","f","c","b","p","t","c","s","k","w","w","p","w","o","p","w","n","g"
"35321",0,"e","x","f","g","t","a","f","c","b","b","e","b","k","f","w","g","p","w","o","p","k","y","g"
"35331",0,"e","x","f","g","f","n","f","w","n","w","t","b","k","s","e","w","p","w","o","p","w","c","g"
"3534",0,"p","f","f","n","t","n","a","c","b","p","t","?","k","s","w","p","p","w","o","l","n","v","d"
"35351",0,"p","f","s","e","f","f","f","c","b","h","t","b","k","k","w","w","p","w","o","e","n","c","p"
"35361",0,"e","x","y","e","f","p","f","c","b","p","e","e","k","k","p","o","p","w","o","e","h","s","d"
"35371",0,"e","b","s","n","t","c","f","c","b","p","e","b","s","s","b","w","p","w","o","p","n","v","g"
"35381",0,"p","x","s","g","t","n","f","c","b","b","e","?","k","k","p","g","p","w","o","l","w","s","m"
"35391",0,"p","f","s","w","f","c","f","c","b","w","t","b","s","s","w","o","p","w","t","p","w","v","l"
"35401",0,"e","f","y","w","f","f","f","c","b","g","e","b","s","k","w","w","p","w","o","e","k","v","l"
"35411",0,"p","x","y","n","f","f","f","w","b","n","e","b","s","k","w","w","p","w","o","p","h","y","g"
"35421",0,"p","b","y","g","t","n","f","c","n","w","t","b","s","f","p","p","p","w","o","p","k","v","g"
"35431",0,"e","f","f","e","f","n","f","c","b","w","e","b","s","y","w","w","p","w","o","p","h","y","d"
"35441",0,"e","f","f","n","f","n","f","c","b","p","t","?","k","s","w","w","p","w","o","e","n","v","l"
"3545",0,"e","x","y","g","t","a","a","c","n","p","t","e","s","s","w","p","p","w","o","p","w","v","g"
"35461",0,"e","k","y","g","f","n","f","c","b","k","t","?","s","k","e","p","p","w","o","e","n","n","d"
"35471",0,"p","x","s","y","f","n","f","c","n","b","t","c","k","k","p","w","p","w","o","e","h","s","l"
"35481",0,"p","x","s","n","f","c","f","c","n","w","t","e","f","s","w","g","p","w","o","e","w","s","d"
"3549",0,"e","f","s","y","t","s","f","c","n","h","t","b","k","s","w","w","p","w","o","e","n","v","l"
"35501",0,"e","f","s","e","f","n","f","c","b","b","t","b","s","f","n","p","p","w","o","p","n","v","d"
"3551",0,"e","f","f","g","f","a","f","c","b","n","t","c","s","k","w","b","p","w","o","p","k","v","u"
"35521",0,"e","x","f","e","f","y","f","w","n","p","e","b","s","k","w","w","p","w","o","p","n","v","l"
"35531",0,"e","f","y","g","f","l","f","c","n","b","t","e","s","s","w","y","p","w","t","p","n","s","g"
"35541",0,"e","k","s","g","f","f","f","c","b","p","t","?","k","s","w","g","p","w","t","l","k","c","d"
"35551",0,"e","f","y","n","t","f","f","w","b","k","e","b","s","y","w","p","p","w","o","l","n","y","d"
"3556",0,"e","f","y","n","f","f","f","c","b","h","t","b","s","s","w","p","p","w","o","e","n","v","m"
"3557",0,"e","x","s","g","t","a","f","c","b","b","e","?","s","k","w","e","p","w","o","e","w","s","d"
"35581",0,"p","f","f","e","f","n","f","c","n","h","e","c","s","k","g","b","p","w","o","e","h","v","g"
"35591",0,"e","k","y","n","f","n","f","c","b","g","e","b","s","s","w","p","p","w","o","e","h","s","g"
"35601",0,"e","f","f","e","f","s","f","c","n","w","t","b","s","k","p","w","p","w","o","e","h","v","m"
"35611",0,"p","x","f","e","f","f","f","w","b","n","e","?","f","s","w","g","p","w","t","e","n","v","g"
"35621",0,"e","f","y","g","t","n","f","c","n","b","t","c","k","s","w","w","p","w","o","l","n","y","g"
"35631",0,"p","f","y","e","t","n","f","c","b","b","t","b","k","s","w","w","p","w","o","p","w","v","d"
"35641",0,"e","x","f","y","t","f","f","c","b","w","e","c","f","s","w","p","p","w","o","l","n","s","d"
"35651",0,"p","f","s","e","f","a","f","w","b","p","e","b","k","k","w","w","p","w","o","e","r","v","d"
"35661",0,"e","x","y","w","t","p","f","c","n","n","t","?","s","s","w","w","p","w","t","p","h","c","d"
"35671",0,"e","b","y","g","f","n","f","c","n","w","e","e","s","f","p","w","p","w","o","p","w","y","d"
"35681",0,"p","f","s","e","f","n","f","c","n","b","t","b","k","s","g","w","p","w","o","p","k","v","l"
"35691",0,"e","x","s","g","t","f","f","c","b","p","e","?","s","s","p","w","p","w","o","p","k","v","g"
"3570",0,"e","x","y","g","t","p","f","c","b","g","e","b","s","f","p","n","p","w","o","p","k","v","d"
"35711",0,"p","f","f","g","f","y","f","c","n","k","e","b","k","k","w","w","p","w","o","e","w","v","d"
"35721",0,"e","x","y","w","t","n","f","w","b","g","t","c","s","k","n","o","p","w","o","e","o","s","g"
"35731",0,"e","x","s","y","t","a","f","c","b","p","e","b","s","s","w","w","p","w","o","p","h","v","l"
"3574",0,"e","s","y","n","f","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","g"
"35751",0,"p","x","s","g","f","n","f","c","b","w","t","b","s","s","p","p","p","w","n","p","n","v","l"
"35761",0,"e","x","f","g","f","f","f","c","n","w","e","c","s","s","w","p","p","w","o","p","h","y","m"
"3577",0,"e","x","f","y","f","f","f","c","b","b","t","e","s","k","w","p","p","w","o","l","w","v","d"
"35781",0,"e","x","y","n","f","n","f","c","b","n","t","b","k","k","w","w","p","w","o","p","u","s","p"
"35791",0,"e","b","f","y","f","n","f","c","n","p","t","e","k","s","w","w","p","w","o","l","n","v","p"
"35801",0,"e","f","y","g","t","l","f","c","b","k","t","b","s","s","w","w","p","w","o","e","h","a","g"
