"","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"6030",0.603688684,38,0,0.112531969,4300,7,0,0,0,0,0
"6031",0.9999999,83,0,0,3000,2,1,0,0,0,0
"6032",0.743782027,41,0,0.348830234,3333,5,0,0,0,1,0
"6044",0.000198669,34,0,0,7000,2,0,0,0,2,0
"6050",0.030838766,82,0,0.0074985,3333,6,0,0,0,0,0
"6052",0.710013488,43,0,0.516216953,3668,4,0,2,0,1,0
"6054",0.912653718,30,1,0.554893194,2012,5,0,1,0,0,0
"6075",0.036947601,64,0,0.717440213,12000,14,0,4,0,2,0
"6081",0.166899708,43,0,0.370684881,5416,7,0,1,0,2,0
"6084",0.663733501,34,0,0.463445116,4800,8,0,1,0,2,0
"6094",0.25462467,78,0,0.18568083,2988,5,0,0,0,0,0
"6097",0.033079559,58,0,0.014928425,4889,5,0,0,0,0,0
"6098",0.566411013,63,0,0.583003541,4800,12,0,1,0,0,0
"6099",0.67456717,34,0,0.146894162,3750,7,0,0,0,0,0
"6108",0.400335992,63,0,0.576792772,7083,17,0,2,0,0,0
"6110",0.002091558,79,0,0.000607903,6579,8,0,0,0,0,0
"6118",0.086284382,72,2,0.252499576,5900,20,0,1,0,0,0
"6120",0.067678195,66,0,0.029548989,2571,2,0,0,0,0,0
"6121",0.169349509,37,0,0.344469191,6734,11,0,2,0,2,0
"6124",0.770012568,52,0,0.513340544,11093,19,0,2,0,2,0
"6126",0,38,0,0.172315284,7700,9,0,2,0,3,0
"6131",0.035586491,41,1,0.419784881,6600,8,0,1,0,4,0
"6134",0.157832491,33,1,0.200558075,8600,9,0,0,2,0,0
"6138",0.258580473,39,0,0.575395723,3600,10,0,1,0,0,0
"6139",0.015136964,43,0,0.307692308,4250,15,0,2,0,0,0
"6144",0.29263885,54,0,1.139960011,3500,10,0,1,0,0,0
"6145",0.02456455,41,0,0.304847576,8003,6,0,2,0,3,0
"6146",0.03479913,62,0,0.353164684,10000,9,0,1,0,0,0
"6151",0.71761177,38,0,0.148313936,3350,5,0,0,0,2,0
"6152",0.810891191,43,1,0.17953152,6360,4,0,1,1,0,0
"6153",0.028564627,42,0,0.691225472,2700,8,0,1,0,2,0
"6157",0.149137734,48,0,0.313426655,12072,14,0,1,0,1,0
"6166",0.011210208,67,1,0.153012248,12083,18,0,2,0,1,0
"6168",0.038969202,57,0,0.233784747,5611,4,0,1,0,0,0
"6174",0.098959152,53,0,0.136839182,10800,8,0,2,0,2,0
"6180",0.044997857,48,0,0.430379747,4186,4,0,1,0,1,0
"6182",0.101323683,28,0,0.051344304,11120,4,0,0,0,0,0
"6184",0,47,0,0.433990281,7407,9,0,1,0,2,0
"6187",0.003554418,72,0,0.438219204,5300,9,0,1,0,0,0
"6190",0.01804768,32,1,0.056100982,4990,8,0,0,0,3,0
"6205",0.067963574,53,0,0.528122656,12000,11,0,3,0,0,0
"6207",0.9999999,32,0,0.424541222,3650,8,0,0,0,1,0
"6209",0.738791606,56,0,0.540807914,3638,6,0,2,0,0,0
"6212",0.929535232,62,0,0.318636023,8005,10,0,1,0,0,0
"6213",0.401146514,40,0,0.406332454,1515,9,0,1,0,1,0
"6217",0.206576229,66,1,0.386625094,9300,17,0,2,0,1,0
"6218",0.349484014,59,2,0.317526068,7000,12,0,2,1,0,0
"6233",0.000879386,37,0,0.400859914,10000,11,0,2,0,3,0
"6249",0.018622672,46,0,0.439218284,9056,4,0,2,0,3,0
"6251",0.073528431,45,0,0.203493326,7041,3,0,1,0,3,0
"6253",0.015316115,49,0,0.19060158,4936,11,0,0,0,0,0
"6261",0.582834331,45,0,0.29830272,4300,5,0,1,0,0,0
"6268",0.221599432,59,0,0.19079046,6666,8,0,1,0,0,0
"6275",1.159885796,47,0,0.075974675,3000,2,0,0,1,1,0
"6276",0,53,0,0.10480665,8300,13,0,0,0,0,0
"6278",0,58,0,0.002111932,5681,5,0,0,0,0,0
"6290",0.9999999,50,0,0.270573758,6500,2,0,1,0,0,0
"6295",0.201260231,91,0,0.038318371,4566,3,0,0,0,0,0
"6299",0.063837861,68,0,0.427714687,7836,11,0,1,0,0,0
"6304",0.592975293,35,0,2.274362819,2000,12,0,2,0,0,0
"6305",0.474733815,63,0,0.475824528,6245,13,0,2,0,0,0
"6317",0.677690082,64,0,0.55416042,5335,9,0,1,0,1,0
"6319",0.568106312,48,0,0.272070485,5674,5,0,2,0,0,0
"6320",0.246169826,35,1,0.697417616,11500,10,0,4,0,0,0
"6322",0.059837606,61,0,0.215317994,19166,4,0,3,0,1,0
"6323",0.522444325,48,0,0.526182965,9509,10,0,1,0,0,0
"6325",0.9999999,53,0,0.096390361,10000,3,0,1,0,3,0
"6328",0.011980805,59,0,0.112588652,3383,18,0,0,0,0,0
"6331",0.270450642,60,1,0.484023999,14333,14,0,3,0,0,0
"6333",0.342444266,66,0,0.469468307,8613,13,0,2,0,0,0
"6336",0,40,0,0,12800,1,0,0,0,0,0
"6341",0.000939169,54,0,0.345183868,9000,21,0,3,0,0,0
"6347",0.002229654,65,0,0.006973644,9750,4,0,0,0,0,0
"6348",0.078755189,42,0,0.689517281,3500,6,0,1,0,0,0
"6352",0.058798738,66,0,0.036043147,3800,8,0,0,0,0,0
"6353",0.511774928,68,0,2.091954023,2000,17,0,2,0,0,0
"6358",0.072690911,47,0,0.271189048,6500,11,0,2,0,0,0
"6361",0.148514059,50,0,0.417429675,9064,8,0,2,0,3,0
"6365",0.170397851,41,0,0.124101997,12666,10,0,2,0,0,0
"6366",0.003707729,83,0,0.272034302,2098,16,0,1,0,0,0
"6367",0.686204699,48,1,0.614950022,2300,8,1,0,2,1,0
"6372",0.945635578,59,0,0.534717541,7416,9,0,3,0,2,0
"6373",0.125222529,58,1,0.245853429,8500,5,0,1,0,0,0
"6374",0.113044513,71,0,0.111635535,25000,15,0,2,0,1,0
"6375",0.015947057,44,0,0.065555556,4499,9,0,1,0,0,0
"6386",0.24485423,47,0,0.352941176,6952,6,0,2,0,2,0
"6390",0.9999999,54,0,0.066891892,1479,0,1,0,0,0,0
"6391",0.9999999,36,0,345,0,4,1,0,0,0,0
"6410",0.9999999,41,0,0.361925249,3718,4,0,1,0,1,0
"6411",0.033268555,46,0,0.437767634,21250,15,0,2,0,0,0
"6412",0.023026814,35,0,0.000666556,6000,4,0,0,0,0,0
"6414",0.299769583,60,2,0.740831296,4907,12,0,1,0,1,0
"6417",0.98876045,46,0,0.438056554,6400,8,0,1,0,1,0
"6427",0.709129087,48,0,0.06632228,6000,3,0,0,0,2,0
"6429",0.103830338,69,0,0.506802721,2351,19,0,2,0,0,0
"6436",0.130134298,62,1,0.216294382,16250,7,0,2,0,0,0
"6452",0.000399973,65,0,0,2040,2,0,0,0,2,0
"6456",0.408649462,44,0,0.531997963,5890,11,0,2,0,2,0
"6460",0,56,2,0.382423515,3333,6,0,1,0,2,0
"6462",0.953139552,69,0,0.510677809,14000,10,0,2,0,0,0
"6463",0.105368063,61,0,0.218321204,18000,11,0,1,0,2,0
"6465",0,58,0,0.218361095,10445,13,0,1,0,1,0
"6471",0.022219292,64,0,0.492802303,2083,8,0,1,0,0,0
"6481",0.026263159,83,0,0.079650164,6402,8,0,0,0,0,0
"6489",0.075530816,51,0,1.81479014,1500,6,0,1,0,0,0
"6492",0.939722897,68,2,0.098220171,4550,3,0,0,0,0,0
"6500",0.577474175,22,0,0.062365591,929,4,0,0,0,0,0
"6505",0,30,0,0,2500,2,0,0,0,0,0
"6506",0.174032785,50,0,0.213750985,10151,13,0,1,0,1,0
"6507",0.011784253,88,0,0.001833028,6000,5,0,0,0,1,0
"6508",0.012998887,53,0,0.450283302,9000,23,0,2,0,2,0
"6519",0.194585448,46,0,0.461680859,2700,8,0,1,0,3,0
"6526",0.417018591,37,0,0.547445255,10000,15,0,3,0,1,0
"6531",0.045641689,65,0,0.135063403,3390,4,0,0,0,0,0
"6537",0.129277894,57,0,0.267659412,5237,6,0,1,0,3,0
"6547",0.018808964,61,0,0.00359928,5000,3,0,0,0,1,0
"6549",0.003106721,59,0,0.3113293,27600,9,0,2,0,0,0
"6562",0.0019999,58,0,0.416791604,2000,4,0,2,0,0,0
"6576",0.607478504,33,0,0.650161874,5250,3,0,1,0,1,0
"6583",0.239101068,50,0,0.229295117,6000,7,0,0,0,0,0
"6586",0.9999999,69,0,0.254509889,4600,1,0,1,0,1,0
"6587",0.282537706,37,0,0.4252386,6600,12,0,1,0,0,0
"6596",0.261883504,50,0,0.503073286,16919,5,0,1,0,2,0
"6600",0.141217111,43,0,0.445477003,8500,10,0,2,0,0,0
"6608",0.031936128,21,0,0,0,1,0,0,0,0,0
"6620",0.028082183,72,0,0.088782244,5000,9,0,1,0,1,0
"6621",0.46403912,51,0,0.562397373,15833,10,0,2,0,1,0
"6622",0.138416658,38,0,0.215503285,10500,10,0,2,0,0,0
"6635",0.184694345,61,2,0.113153098,6583,8,0,0,0,0,0
"6636",2120,56,2,0.723538231,3334,3,0,1,0,1,0
"6638",0.72760531,73,2,0.15713196,14420,15,0,1,0,0,0
"6643",0,35,0,0.203996669,1200,5,0,0,0,0,0
"6644",0.378257632,55,2,0.4,5699,7,0,1,0,0,0
"6648",0.352010842,73,0,0.20723589,10364,13,0,1,0,0,0
"6656",0.016023152,68,0,0.298304246,8078,3,0,1,0,0,0
"6662",0.300801546,57,0,0.764812713,4404,11,0,1,0,0,0
"6664",0.080716771,64,0,0.290235081,9953,11,0,3,0,1,0
"6666",0.287203698,39,0,0.502336744,7916,7,0,1,0,5,0
"6669",0.143561514,48,0,0.488394239,8400,10,0,1,0,2,0
"6674",0.087792864,70,0,0.236822146,5273,16,0,1,0,0,0
"6676",0.002265063,48,0,0.001624797,8000,9,0,0,0,2,0
"6680",0,49,0,1.701608971,2050,8,2,2,1,0,0
"6684",0.304794215,26,0,0.082296849,4823,11,0,0,0,0,0
"6686",0.001631536,38,0,0.068155307,6000,4,0,0,0,1,0
"6693",0.004949753,47,0,0.275516403,3291,8,0,0,0,0,0
"6697",0.9999999,66,0,3610,0,5,0,1,0,0,0
"6701",0.873607222,34,0,0.127204555,7200,4,0,0,0,2,0
"6705",0.088432877,58,1,0.644974566,5700,19,0,1,0,2,0
"6707",0.181054055,60,0,0.399379794,6126,13,0,3,0,0,0
"6714",0.231766613,58,0,0.090909091,3750,3,0,0,0,2,0
"6717",0.870283962,45,0,0.463192101,8000,8,0,2,0,0,0
"6718",0.910348275,39,0,0.226151787,5230,7,0,0,0,3,0
"6723",0.151491444,31,0,0.25901242,3300,9,0,0,0,0,0
"6728",0.128092642,35,0,0.507295174,9800,9,0,2,0,0,0
"6730",0.299469508,41,0,1.495003331,1500,7,0,2,0,2,0
"6752",0.381407747,55,0,0.514979196,14419,24,0,3,0,0,0
"6753",0.070728618,48,0,0.220062395,4166,8,0,2,0,4,0
"6754",0.279608574,53,0,0.373369101,8200,9,1,2,0,0,0
"6758",0.043014507,36,0,0.003809161,10500,9,0,0,0,0,0
"6777",0.418261814,41,0,0.351960984,4920,10,0,2,0,0,0
"6779",0.80860233,44,0,0.842233602,4100,10,0,1,0,0,0
"6790",0.53216469,44,0,0.314152411,4500,4,0,1,0,1,0
"6798",0.208400868,50,0,0.31342997,10416,10,0,1,0,2,0
"6800",0.449829873,47,1,0.220602613,11250,8,0,1,1,4,0
"6805",0,58,0,0.142112125,2300,7,0,0,0,0,0
"6806",0.338183824,58,0,0.187921431,10232,13,0,2,0,0,0
"6807",0.955505562,58,0,0.070321656,7678,2,0,0,0,6,0
"6808",0.053353566,45,0,0.159034715,10110,11,0,1,0,3,0
"6810",0.295253552,75,1,0.175564887,5000,7,0,0,0,1,0
"6814",0.545718211,45,0,0.772041447,5500,7,0,2,0,1,0
"6819",0.057929097,37,0,0.541393916,2596,5,0,1,0,3,0
"6821",0,63,0,0.290051795,5598,12,0,1,0,0,0
"6836",0.090767177,65,0,0.377803171,7000,13,0,3,0,0,0
"6837",0.9999999,48,0,0.466680951,4666,4,0,1,0,1,0
"6838",0.281749977,60,0,0.25734853,5000,8,1,0,0,1,0
"6843",0,52,1,0.219392567,5300,9,0,1,1,5,0
"6847",0.477565253,57,0,0.45188195,4675,5,0,1,0,0,0
"6857",0.270500713,46,0,0.421957804,10000,11,0,3,0,0,0
"6859",0.31181921,52,0,0.295672431,11160,6,0,2,0,2,0
"6869",0.790895535,33,0,0.144106622,2400,6,0,0,0,0,0
"6889",0.009888614,63,1,0.271748879,3344,6,0,1,0,0,0
"6893",0.397633531,39,0,0.23673687,3750,4,0,0,0,0,0
"6896",0.244403853,58,0,0.556555431,8000,17,0,3,0,0,0
"6910",0.413721961,58,1,0.384524559,12703,17,0,2,0,0,0
"6916",0.012199756,78,0,0.011242973,1600,9,0,0,0,0,0
"6917",0.115395384,39,0,0.341965803,10000,12,0,1,0,0,0
"6921",0.048920691,42,1,0.527748933,8666,10,0,3,0,2,0
"6924",0.026996625,23,0,0.007308161,820,4,0,0,0,0,0
"6927",0.078052656,64,0,0.278248513,19000,7,0,2,0,2,0
"6937",0.19612518,54,0,0.480580296,10890,26,0,3,0,0,0
"6941",0.035964036,23,0,0.001218027,820,3,0,0,0,0,0
"6953",0,52,0,0.042591482,5000,6,0,1,0,2,0
"6966",0,48,1,0.560394784,11043,7,0,3,0,3,0
"6968",0.011093038,34,0,0.164753795,2700,5,0,0,0,2,0
"6970",0.125340897,31,0,0.117005662,4768,5,0,0,0,2,0
"6972",0.566286743,26,0,0.215776441,2826,6,0,0,0,0,0
"6987",0.132492297,31,0,0.146778435,6083,6,0,0,0,2,0
"7001",0.9999999,22,0,0,820,1,0,0,0,0,0
"7003",0.920041005,29,1,0.147865325,2880,3,0,0,0,0,0
"7006",0.177974575,28,0,0.225387306,2000,4,0,0,0,0,0
"7015",0.017076898,72,0,16.5,1,7,0,1,0,0,0
"7021",0.019685216,87,0,0.002147363,7450,5,0,0,0,0,0
"7025",0.009256444,67,0,0.310250257,8750,5,0,2,0,0,0
"7032",0.033607,51,0,0.106647956,5700,11,0,1,0,0,0
"7035",0.032300193,79,0,0.026789284,2500,7,0,0,0,0,0
"7037",0.029995455,30,0,0.052232336,4613,6,1,0,0,0,0
"7042",0.189169052,57,0,0.606290901,23684,9,0,4,0,2,0
"7049",0.816323739,73,4,0.430905378,2937,12,0,1,0,0,0
"7057",0.256761056,53,0,0.121049813,5600,8,0,0,0,0,0
"7063",0.967536684,30,0,0.808282756,2800,6,0,1,0,0,0
"7070",0.167542586,39,1,0.041406118,5916,3,0,0,0,0,0
"7075",0.542636461,47,0,0.233916895,9481,10,0,1,0,1,0
"7076",0.01279488,65,0,0.324656393,4801,14,0,1,0,0,0
"7093",0,58,0,0.291902699,3000,5,0,0,0,0,0
"7099",0.600296687,35,0,1.988579586,1400,8,0,2,0,2,0
"7100",0.111743058,58,0,0.358269256,7672,6,0,1,0,0,0
"7109",0.16661467,64,0,0.427070135,13416,13,0,3,0,0,0
"7116",0.300674831,27,0,0.100807331,4582,7,0,0,0,0,0
"7119",0.9999999,32,0,0,2600,0,0,0,0,0,0
"7122",0.944407412,31,0,0.43171047,2320,6,0,0,0,1,0
"7123",0.214947849,45,0,0.34085213,5585,10,0,1,0,2,0
"7125",0.087575832,60,0,0.066284977,12400,4,0,1,0,0,0
"7133",0,47,0,0.355233853,8979,15,0,2,0,0,0
"7136",0.677426451,43,0,0.58930603,5273,7,0,1,0,3,0
"7137",0.735712637,48,0,0.584773604,7000,13,0,2,0,0,0
"7138",0.535676023,35,0,0.806064645,3000,14,0,1,0,0,0
"7151",0.388500389,38,1,0.500374813,2667,12,0,3,0,0,0
"7165",0.080200618,60,0,0.26387026,8200,12,0,1,0,2,0
"7177",0.014146198,68,1,990,0,15,0,0,0,0,0
"7183",0.05604885,57,1,0.500394633,3800,7,0,1,0,0,0
"7185",0.427593589,66,0,1.11692726,1470,8,0,2,0,0,0
"7187",0.004810627,91,0,0.003700962,1350,7,0,0,0,0,0
"7190",0.079730067,22,0,9,0,1,0,0,0,0,0
"7191",0.31412868,43,0,0.365912941,13576,15,0,3,0,0,0
"7192",0.330546551,38,0,0.074011775,10700,3,0,0,0,0,0
"7196",0.155418326,65,0,0.409491194,4087,11,0,1,0,0,0
"7199",0.019608745,34,0,0.052139623,6846,7,0,0,0,0,0
"7201",0.086480643,41,0,0.160488798,9819,5,0,1,0,3,0
"7206",0.198611231,60,0,0.483939326,8965,21,0,3,0,2,0
"7214",0.122500061,42,0,0.506412605,2728,7,0,1,0,1,0
"7218",0.118076116,64,0,0.05876471,13000,3,0,1,0,0,0
"7221",0,53,0,0.470652935,10000,6,0,2,0,3,0
"7223",0.086972826,41,0,0.037667512,2760,2,0,0,0,0,0
"7224",0.955022489,53,1,0.520422736,3500,7,0,1,2,0,0
"7230",0.348448647,55,0,0.538692262,5000,11,0,1,0,0,0
"7231",0.124721351,65,0,0.221459982,5684,12,0,1,0,0,0
"7233",0.007139369,54,0,0.121536004,18150,5,0,2,0,4,0
"7234",0.193097053,69,0,0.029177719,4900,2,0,0,0,0,0
"7240",0.067499294,53,0,0.51946651,10196,18,0,2,0,0,0
"7246",0.9999999,45,0,0.550907978,4900,4,3,2,1,0,0
"7254",0.171160961,43,0,0.371183299,10250,7,0,4,0,2,0
"7256",0.054473214,56,0,0.227383592,9019,9,0,2,0,3,0
"7257",0.858880779,25,1,0.067983004,4000,4,0,0,0,0,0
"7259",1.368871966,60,0,0.039417309,3500,5,3,0,1,0,0
"7263",0.24865096,89,0,0.200609963,2950,6,0,0,0,0,0
"7276",0.9999999,75,0,0.069489894,5194,2,0,0,0,0,0
"7280",0.597194285,31,0,0.454273411,13700,19,0,4,0,2,0
"7281",0.005281157,43,0,0.215544265,9250,7,0,2,0,2,0
"7287",0.200605679,54,0,0.781983346,5283,9,0,2,0,1,0
"7288",0.019018063,41,0,0.215447154,1475,7,0,0,0,0,0
"7289",0.52711822,34,0,693,1,4,0,1,0,1,0
"7290",0.133445472,50,0,0.333333333,1463,7,0,0,0,2,0
"7298",0.14383509,37,0,0.303559525,7500,6,0,2,0,2,0
"7300",0.199963643,33,0,0.185583899,4272,4,0,0,0,0,0
"7306",0,53,0,0,5200,2,0,0,0,0,0
"7311",0.008986875,77,0,0.001636661,9775,8,0,0,0,1,0
"7318",0.996618144,38,0,0.310593075,2916,4,0,0,0,3,0
"7319",1.032845412,43,5,0.433713257,5000,6,0,1,1,2,0
"7328",2.21e-05,73,0,0.576474508,3000,9,0,1,0,0,0
"7332",0.069968281,55,0,0.205873066,9500,11,0,2,0,1,0
"7334",0.564604368,66,0,0.433522159,3000,9,0,0,0,1,0
"7336",0.8090256,38,0,1.198488174,4100,10,0,1,0,2,0
"7337",0.9999999,36,1,0.039284325,2570,0,1,0,1,0,0
"7351",0.074968264,37,1,0.506143407,5452,10,0,2,0,0,0
"7362",0.02453072,73,0,0.25760974,3120,14,0,0,0,1,0
"7368",0.004185276,55,0,0.00119976,3333,9,0,0,0,0,0
"7373",0.060632463,47,0,0.511165426,9000,9,0,3,0,3,0
"7389",0.06253873,59,1,0.235650957,15000,10,0,2,0,0,0
"7392",0.047140042,56,0,0.339808519,7206,8,0,1,0,0,0
"7395",0.162921774,67,2,0.727963526,3289,23,0,1,0,0,0
"7404",0.2052445,63,0,0.700218084,5960,24,0,4,0,2,0
"7407",0,55,0,0.467616852,4770,8,0,2,0,0,0
"7419",0,75,0,0.048991835,6000,8,0,0,0,0,0
"7424",0.007858454,79,0,0.001071352,4666,2,0,0,0,1,0
"7426",0.369226187,42,0,1063,0,17,0,0,0,3,0
"7431",0.46478923,32,0,0.057155323,6875,5,0,0,0,2,0
"7433",0.117033655,63,0,0.017344824,9166,7,0,0,0,1,0
"7441",0.336666592,61,1,0.284350721,13514,20,0,2,0,0,0
"7445",0,76,0,0,4000,8,0,0,0,0,0
"7465",0.069921459,59,1,0.333970129,5757,15,0,1,0,0,0
"7466",0.636712421,51,0,0.432709716,6627,11,0,2,0,0,0
"7467",0.9999999,30,0,0.019396121,5000,1,1,0,0,1,0
"7468",0,52,0,0.142197049,6708,6,0,1,0,1,0
"7470",0.001516914,39,0,0.473136193,2400,12,0,1,0,2,0
"7472",0.9999999,39,0,0.177075855,4178,1,0,0,0,4,0
"7475",0.292150436,50,0,0.401047828,5916,9,0,1,0,1,0
"7476",0.072656388,28,0,0.270560191,7550,7,0,1,0,2,0
"7477",0.002714253,72,1,0.097457176,9398,11,0,1,0,0,0
"7478",0.185922483,34,0,0.284662294,8690,9,0,2,0,1,0
"7484",0.30582654,75,1,0.851599728,1468,11,0,0,0,0,0
"7486",0.976404719,39,0,0.236906077,4524,4,1,0,0,3,0
"7491",0.243517099,43,0,0.259806227,10630,6,0,3,0,2,0
"7498",0.9999999,46,1,0.030742314,4000,1,0,0,0,0,0
"7504",0.46257535,62,1,0.433326499,14630,18,0,1,0,0,0
"7505",0.583897392,70,0,0.927768058,4000,8,0,1,0,0,0
"7520",0.039285313,62,0,0.17820882,6598,8,0,1,0,1,0
"7522",0.288225226,66,0,0.128313892,6600,8,0,0,0,0,0
"7523",0.007472898,35,0,0.241146319,4291,6,0,1,0,0,0
"7527",0.432858869,49,0,0.772371271,6000,15,0,2,0,2,0
"7529",0.061446157,46,0,0.229518449,6395,7,0,1,0,2,0
"7536",0.025927356,58,0,0.406790252,4800,9,0,1,0,0,0
"7546",0.650716948,45,1,0.306942432,7590,8,0,0,0,4,0
"7550",0.143642726,55,1,0.402053499,3700,7,0,1,0,0,0
"7556",0.078873028,60,0,0.678292556,1920,6,0,1,0,1,0
"7559",0.210569377,43,1,0.536178905,9300,9,0,2,0,0,0
"7565",0.019921544,29,0,0.217223358,4400,7,0,0,0,3,0
"7566",0.011923851,86,0,0.005258545,2281,4,0,0,0,0,0
"7574",0.626573764,35,0,0.580383923,6667,8,0,3,0,2,0
"7579",0.940884221,26,0,0.198491786,3712,6,0,0,0,0,0
"7581",0.004307582,64,0,0.151569686,5000,8,0,1,0,0,0
"7592",0.379873376,44,0,0.067009426,5834,3,0,0,0,0,0
"7596",0.000913004,30,1,0.169932027,2500,7,0,0,0,0,0
"7601",0.166468263,52,0,0.566370778,9800,7,0,1,0,3,0
"7605",0,61,0,0.475161987,4166,11,0,2,0,2,0
"7607",0.21684705,63,0,0.054393939,6599,4,0,0,0,0,0
"7608",0.011012074,58,0,0.275284401,12833,17,0,2,0,0,0
"7613",0,68,1,0.191634241,7195,10,0,1,0,1,0
"7621",0.303867403,58,0,0.347908745,5259,5,1,1,0,1,0
"7622",0.015899588,79,0,0.006094658,10500,22,0,0,0,0,0
"7623",0.570790073,51,0,0.448246069,11573,17,0,2,0,2,0
"7633",0,48,0,0.166185292,4500,3,0,1,0,0,0
"7639",0.027065376,55,0,0.228706405,7196,17,0,2,0,0,0
"7640",0.01292102,75,0,0.174975004,7000,10,0,1,0,1,0
"7641",0.197750148,30,0,0.031799042,6886,7,0,0,0,0,0
"7647",0.20012058,67,0,0.075723237,7500,9,0,0,0,0,0
"7648",0.260567717,47,0,0.106366658,11732,12,0,2,1,2,0
"7667",0.047579291,51,0,0.444270562,5750,16,0,1,0,4,0
"7668",0.043941604,76,0,0.020350547,8500,8,0,0,0,2,0
"7670",0.231469213,58,0,0.720223821,1250,15,0,1,0,0,0
"7675",0.721171153,45,3,0.42402363,9140,6,0,1,0,3,0
"7679",0.030544066,81,0,0.008643042,2313,2,0,0,0,0,0
"7680",0,45,0,0.266313933,1700,3,0,0,0,0,0
"7704",0.235128412,62,0,0.361637219,7866,15,0,1,0,3,0
"7712",0.230720281,63,0,0.061755146,3691,2,0,0,0,0,0
"7725",0.1031864,75,0,0.136302675,14166,5,0,2,0,0,0
"7733",0.06419786,52,1,0.009331778,6000,4,0,0,0,1,0
"7734",0.002066529,62,0,0.450196358,2800,3,0,1,0,0,0
"7739",0.015661446,31,0,0.184245824,8200,9,0,1,0,0,0
"7742",0.078863318,44,0,0.278786869,6000,8,0,1,0,3,0
"7746",0.239103582,41,0,0.149328335,3200,4,0,0,0,3,0
"7747",0.478718317,51,0,0.434122263,7900,9,0,2,0,0,0
"7749",0.014449278,77,0,0.12417154,5129,6,0,1,0,0,0
"7753",0.9999999,54,0,0.372751401,3390,2,0,1,0,1,0
"7754",0.9999999,57,0,0.172298905,2100,1,0,0,0,0,0
"7758",0.9999999,27,0,0.157138394,3200,4,0,0,0,0,0
"7759",0.055369068,27,0,0.100924918,3675,13,0,0,0,0,0
"7761",0.9999999,50,1,0.636401909,7125,6,0,1,0,0,0
"7764",0.540444698,62,0,0.498572011,4901,8,0,1,0,1,0
"7770",0.254238989,48,0,0.494050452,2100,6,0,0,0,0,0
"7775",0.200168704,69,0,0.334943639,11177,24,0,2,0,1,0
"7776",0.09393331,47,0,0.208066184,9669,7,0,1,0,3,0
"7779",0.223532464,62,0,0.229667338,8446,13,0,1,0,1,0
"7783",0.553172151,31,1,0.399709302,1375,2,0,0,0,1,0
"7787",0.340581649,49,0,0.442926179,6000,18,0,1,0,2,0
"7795",0,64,0,0.727462437,9583,12,0,3,0,0,0
"7799",0.025003454,56,0,0.065337001,8723,14,0,0,0,2,0
"7804",0.269719696,69,2,0.073665298,3895,9,0,0,0,0,0
"7811",0.863713275,30,0,1.33735303,3316,14,0,2,0,0,0
"7812",0.865585425,27,0,0.166089965,2600,6,1,0,1,0,0
"7820",0.024061288,77,0,0.14183688,7000,17,0,1,0,0,0
"7828",0.002666489,45,0,0.155985144,10500,5,0,1,0,2,0
"7829",0.011772162,63,0,0.164052365,8478,13,0,1,0,1,0
"7832",0.613910643,59,0,0.53605155,9000,6,0,1,0,1,0
"7833",0.032171235,36,0,395,1,9,0,0,0,2,0
"7834",0.593139127,67,0,0.30809555,16786,13,0,2,0,1,0
"7839",0.526326211,53,0,0.558743007,8400,21,0,5,0,0,0
"7841",0.512593732,30,0,0.100224944,4000,8,0,0,0,0,0
"7843",0.152350583,59,0,0.564455975,6166,13,0,2,0,0,0
"7845",0.57571155,45,0,1.759160981,3956,16,0,3,0,2,0
"7848",0.001677759,54,0,0.522542978,6165,13,0,2,0,1,0
"7849",0.452795449,40,1,0.57904818,6786,10,0,1,0,4,0
"7851",0.015954103,39,0,0.398830058,6666,10,0,2,0,1,0
"7854",0,34,0,0.350481955,8921,5,0,2,0,0,0
"7857",1.0072782,60,2,0.60689885,6000,14,0,2,0,1,0
"7861",0.17279136,52,0,0.273903328,8502,6,0,1,0,1,0
"7867",0.690683851,55,0,0.432552146,12416,7,0,2,0,2,0
"7869",0.342204446,45,4,0.681688448,6656,9,1,2,0,3,0
"7879",0.018066064,51,0,0.317974562,8333,13,0,1,0,2,0
"7880",0.045662772,47,0,1.020766036,4333,33,0,2,0,0,0
"7881",0.240413014,45,0,0.438159879,9281,10,0,2,0,2,0
"7882",0,81,0,0.339766379,1968,7,0,1,0,0,0
"7885",0.024957725,79,0,0.065818853,10300,16,0,0,0,1,0
"7889",0.259913362,49,0,0.222422332,2220,3,0,0,0,0,0
"7899",0.015181542,59,0,0.311537692,5000,11,0,2,0,0,0
"7902",0,81,0,0,5589,4,0,0,0,0,0
"7904",0.970524302,61,0,0.300232288,3443,3,0,1,0,0,0
"7910",0.999862939,59,6,0.570810691,9016,8,0,2,1,1,0
"7917",0,31,0,0.31142381,5400,9,0,1,0,0,0
"7927",0.163050451,45,0,0.49887778,4900,7,0,3,0,0,0
"7931",0.785131837,59,0,0.824234774,3168,8,0,1,0,0,0
"7935",1.268255188,35,2,0.012239674,37500,5,2,0,3,1,0
