"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","Class"
"40259",32,"services","married","secondary","no",914,"no","no","cellular",15,"jun",372,1,-1,0,"unknown",2
"40264",26,"student","single","tertiary","no",0,"no","no","cellular",15,"jun",41,2,-1,0,"unknown",1
"40268",56,"retired","married","secondary","no",-1206,"yes","no","cellular",15,"jun",382,2,-1,0,"unknown",2
"40274",31,"entrepreneur","single","tertiary","no",206,"no","no","cellular",15,"jun",88,2,-1,0,"unknown",1
"40275",43,"management","married","tertiary","no",3518,"no","no","cellular",15,"jun",181,2,-1,0,"unknown",2
"40278",31,"student","single","secondary","no",1776,"no","no","cellular",15,"jun",220,1,207,1,"other",2
"40289",39,"technician","married","secondary","no",697,"no","no","cellular",15,"jun",108,1,-1,0,"unknown",1
"40307",29,"services","single","secondary","no",2800,"no","no","cellular",16,"jun",202,1,-1,0,"unknown",1
"40310",25,"student","single","secondary","no",548,"no","yes","cellular",16,"jun",281,1,-1,0,"unknown",1
"40317",22,"student","single","tertiary","no",1161,"no","yes","cellular",16,"jun",119,1,-1,0,"unknown",1
"40324",32,"services","married","secondary","no",689,"yes","yes","cellular",16,"jun",162,3,-1,0,"unknown",2
"40332",24,"technician","single","secondary","no",987,"no","yes","cellular",17,"jun",208,4,-1,0,"unknown",1
"40340",34,"management","married","tertiary","no",443,"no","no","cellular",18,"jun",235,3,-1,0,"unknown",2
"40342",60,"retired","married","primary","no",37,"no","no","cellular",18,"jun",754,3,-1,0,"unknown",1
"40346",34,"management","married","tertiary","no",2374,"yes","yes","cellular",18,"jun",270,2,314,2,"failure",2
"40351",28,"self-employed","single","tertiary","no",442,"no","no","cellular",19,"jun",474,3,95,3,"other",2
"40356",57,"management","married","tertiary","no",10583,"no","no","cellular",22,"jun",295,3,-1,0,"unknown",2
"40361",54,"unemployed","married","tertiary","no",6590,"no","no","cellular",22,"jun",160,4,-1,0,"unknown",1
"40374",37,"admin.","married","secondary","no",2061,"yes","yes","cellular",22,"jun",459,1,109,3,"failure",2
"40375",79,"retired","married","secondary","no",723,"no","no","telephone",22,"jun",295,3,-1,0,"unknown",1
"40378",48,"admin.","divorced","secondary","no",0,"yes","yes","cellular",23,"jun",248,1,89,1,"failure",1
"40383",63,"retired","married","secondary","no",2747,"no","no","cellular",23,"jun",206,1,-1,0,"unknown",1
"40394",22,"student","single","unknown","no",466,"no","no","cellular",30,"jun",377,1,-1,0,"unknown",2
"40402",72,"self-employed","married","tertiary","no",132,"no","no","cellular",1,"jul",260,2,65,1,"success",2
"40403",78,"retired","divorced","primary","no",2787,"no","no","telephone",1,"jul",372,1,-1,0,"unknown",2
"40404",26,"services","single","tertiary","no",0,"no","yes","telephone",1,"jul",261,4,-1,0,"unknown",2
"40405",69,"retired","divorced","primary","no",482,"no","no","cellular",2,"jul",260,2,-1,0,"unknown",2
"40407",45,"technician","divorced","unknown","no",1823,"no","no","cellular",2,"jul",97,1,377,2,"failure",1
"40408",51,"management","married","tertiary","no",812,"no","no","telephone",2,"jul",248,3,-1,0,"unknown",1
"40413",79,"retired","married","secondary","no",668,"no","no","telephone",2,"jul",363,1,-1,0,"unknown",2
"40415",45,"management","married","tertiary","no",1309,"no","no","cellular",2,"jul",367,1,-1,0,"unknown",2
"40419",32,"admin.","single","secondary","no",1411,"no","no","cellular",2,"jul",124,1,-1,0,"unknown",1
"40426",37,"management","married","primary","no",22856,"no","no","cellular",2,"jul",154,1,388,1,"failure",1
"40429",56,"admin.","married","primary","no",3562,"no","no","cellular",2,"jul",229,1,-1,0,"unknown",1
"40442",56,"blue-collar","married","primary","no",1137,"no","no","telephone",2,"jul",176,1,-1,0,"unknown",2
"40446",26,"self-employed","single","tertiary","no",1393,"no","no","cellular",3,"jul",194,1,-1,0,"unknown",1
"40447",30,"unemployed","married","tertiary","no",330,"no","no","cellular",3,"jul",264,1,80,1,"success",2
"40451",70,"retired","married","primary","no",7781,"no","no","cellular",3,"jul",222,1,-1,0,"unknown",1
"40452",52,"blue-collar","married","primary","no",1524,"no","no","cellular",3,"jul",1007,6,-1,0,"unknown",2
"40464",33,"student","single","unknown","no",242,"no","no","telephone",3,"jul",320,2,-1,0,"unknown",1
"40466",31,"management","single","tertiary","no",9629,"no","no","cellular",3,"jul",67,2,-1,0,"unknown",1
"40467",69,"services","married","unknown","no",23592,"no","no","cellular",3,"jul",837,3,-1,0,"unknown",1
"40472",71,"self-employed","married","secondary","no",5946,"no","no","cellular",3,"jul",59,7,-1,0,"unknown",1
"40477",21,"student","single","secondary","no",39,"no","no","cellular",6,"jul",207,2,-1,0,"unknown",1
"40485",36,"admin.","married","secondary","no",110,"yes","yes","cellular",7,"jul",94,1,-1,0,"unknown",1
"40487",63,"retired","married","secondary","no",18016,"no","no","cellular",7,"jul",371,1,-1,0,"unknown",2
"40498",40,"technician","single","tertiary","no",431,"no","no","cellular",7,"jul",180,2,-1,0,"unknown",2
"40505",37,"management","married","tertiary","no",3737,"no","no","cellular",7,"jul",224,1,-1,0,"unknown",2
"40506",36,"management","single","tertiary","no",4,"yes","no","cellular",7,"jul",529,1,61,3,"success",1
"40512",28,"services","single","secondary","no",126,"no","no","cellular",7,"jul",321,1,-1,0,"unknown",1
"40516",81,"management","married","tertiary","no",0,"no","no","cellular",7,"jul",170,1,-1,0,"unknown",1
"40524",38,"student","married","unknown","no",0,"no","no","cellular",8,"jul",341,1,385,1,"failure",2
"40530",42,"management","married","secondary","no",406,"yes","no","cellular",8,"jul",194,1,391,2,"success",1
"40531",29,"technician","married","secondary","no",1599,"yes","no","cellular",8,"jul",115,1,61,1,"failure",1
"40534",58,"retired","married","secondary","no",1227,"no","no","cellular",8,"jul",625,1,156,1,"failure",1
"40537",43,"technician","married","secondary","no",0,"no","no","cellular",8,"jul",74,1,-1,0,"unknown",1
"40540",52,"admin.","married","secondary","no",1113,"no","yes","cellular",8,"jul",83,1,-1,0,"unknown",1
"40543",60,"admin.","married","secondary","no",1541,"no","no","cellular",8,"jul",90,3,-1,0,"unknown",1
"40553",24,"blue-collar","single","secondary","no",9883,"no","no","cellular",8,"jul",210,5,-1,0,"unknown",2
"40555",26,"student","single","tertiary","no",10086,"no","no","cellular",8,"jul",475,3,78,2,"success",1
"40557",38,"entrepreneur","divorced","tertiary","no",7929,"no","no","cellular",8,"jul",182,3,-1,0,"unknown",1
"40560",20,"student","single","unknown","no",829,"no","no","cellular",9,"jul",253,2,-1,0,"unknown",2
"40563",40,"management","married","tertiary","no",1700,"yes","no","cellular",9,"jul",359,2,-1,0,"unknown",1
"40566",39,"services","married","secondary","no",972,"yes","no","telephone",10,"jul",123,4,-1,0,"unknown",1
"40575",59,"blue-collar","divorced","primary","no",989,"no","no","cellular",20,"jul",125,2,-1,0,"unknown",2
"40588",63,"retired","single","tertiary","no",70,"no","no","cellular",27,"jul",82,2,-1,0,"unknown",1
"40596",75,"retired","married","primary","no",5491,"no","no","telephone",28,"jul",258,6,-1,0,"unknown",1
"40597",46,"admin.","divorced","secondary","no",2196,"no","no","cellular",28,"jul",573,5,-1,0,"unknown",2
"40604",58,"housemaid","married","primary","no",4605,"no","no","cellular",4,"aug",197,1,-1,0,"unknown",1
"40605",26,"admin.","single","secondary","no",125,"no","no","cellular",4,"aug",92,1,118,6,"other",1
"40617",49,"management","divorced","tertiary","no",914,"no","no","cellular",4,"aug",185,1,-1,0,"unknown",2
"40620",66,"retired","married","primary","no",12767,"no","no","telephone",4,"aug",117,2,-1,0,"unknown",1
"40621",57,"entrepreneur","married","secondary","no",666,"no","no","cellular",4,"aug",138,1,-1,0,"unknown",1
"40627",31,"admin.","single","secondary","no",40,"no","no","cellular",4,"aug",158,1,104,2,"failure",1
"40634",53,"management","married","tertiary","no",1356,"yes","no","cellular",5,"aug",397,2,93,2,"failure",1
"40641",43,"management","married","tertiary","no",1791,"no","no","cellular",5,"aug",254,1,-1,0,"unknown",2
"40644",27,"management","single","tertiary","no",6791,"no","no","cellular",5,"aug",179,2,69,26,"other",2
"40645",39,"admin.","divorced","secondary","no",160,"yes","no","cellular",5,"aug",156,1,-1,0,"unknown",1
"40651",37,"unemployed","single","tertiary","no",1291,"no","no","cellular",5,"aug",150,1,97,2,"success",2
"40653",45,"management","married","tertiary","no",6945,"no","no","cellular",5,"aug",131,5,356,3,"failure",1
"40654",61,"management","married","tertiary","no",175,"no","no","telephone",5,"aug",270,2,-1,0,"unknown",2
"40655",37,"management","divorced","tertiary","no",0,"yes","no","cellular",6,"aug",99,5,-1,0,"unknown",1
"40656",80,"retired","married","primary","no",1548,"no","no","cellular",6,"aug",331,2,-1,0,"unknown",1
"40660",35,"admin.","married","tertiary","no",163,"yes","no","cellular",6,"aug",126,6,-1,0,"unknown",1
"40666",65,"retired","married","secondary","no",1176,"no","no","cellular",6,"aug",111,1,184,1,"failure",1
"40670",46,"management","married","secondary","no",5127,"no","no","cellular",6,"aug",472,1,-1,0,"unknown",1
"40673",53,"admin.","divorced","secondary","no",0,"yes","yes","cellular",6,"aug",1452,1,98,2,"failure",2
"40685",34,"management","married","tertiary","no",62,"no","no","cellular",7,"aug",169,2,-1,0,"unknown",1
"40688",47,"admin.","married","unknown","no",66,"no","no","cellular",7,"aug",358,1,-1,0,"unknown",2
"40690",56,"management","divorced","tertiary","no",10532,"no","no","cellular",7,"aug",324,1,-1,0,"unknown",2
"40694",66,"admin.","married","secondary","no",5464,"no","no","cellular",7,"aug",131,1,-1,0,"unknown",1
"40695",47,"housemaid","married","primary","no",201,"yes","no","cellular",7,"aug",58,2,382,1,"failure",1
"40696",30,"technician","married","secondary","no",776,"no","no","cellular",7,"aug",72,1,99,2,"success",1
"40702",41,"admin.","married","tertiary","no",1536,"no","no","cellular",7,"aug",273,1,95,2,"failure",2
"40713",79,"retired","married","secondary","no",2354,"no","no","telephone",7,"aug",121,2,-1,0,"unknown",1
"40719",34,"management","married","tertiary","no",0,"yes","no","cellular",7,"aug",262,1,99,2,"success",2
"40720",44,"admin.","single","secondary","no",1534,"no","no","cellular",7,"aug",166,1,99,2,"other",2
"40724",42,"services","single","secondary","no",3403,"yes","no","cellular",7,"aug",215,1,99,1,"failure",2
"40728",33,"services","married","secondary","no",1076,"no","no","cellular",7,"aug",88,1,259,4,"failure",1
"40730",57,"entrepreneur","married","secondary","no",905,"no","no","cellular",7,"aug",121,1,-1,0,"unknown",1
"40743",27,"technician","single","tertiary","no",290,"no","no","cellular",10,"aug",88,1,-1,0,"unknown",1
"40754",59,"retired","married","tertiary","no",1425,"no","no","cellular",10,"aug",489,2,102,1,"success",1
"40763",33,"admin.","married","secondary","no",95,"yes","no","cellular",10,"aug",155,1,102,1,"success",1
"40766",52,"housemaid","married","primary","no",618,"yes","yes","cellular",10,"aug",352,2,102,2,"failure",1
"40770",30,"management","married","tertiary","no",805,"no","no","cellular",10,"aug",134,3,194,1,"failure",1
"40773",32,"technician","divorced","secondary","no",0,"yes","no","cellular",10,"aug",540,2,-1,0,"unknown",1
"40788",31,"admin.","single","secondary","no",423,"no","no","cellular",11,"aug",215,1,-1,0,"unknown",1
"40811",53,"blue-collar","divorced","primary","no",4401,"no","no","telephone",11,"aug",254,1,-1,0,"unknown",2
"40819",31,"services","single","tertiary","no",620,"no","no","cellular",11,"aug",153,1,103,2,"failure",1
"40825",42,"technician","married","secondary","no",994,"yes","no","cellular",11,"aug",149,1,78,5,"failure",2
"40830",40,"admin.","single","secondary","no",100,"yes","no","cellular",11,"aug",221,1,461,1,"success",2
"40835",55,"retired","married","tertiary","no",357,"yes","no","cellular",11,"aug",526,1,103,1,"failure",1
"40838",72,"unknown","married","unknown","no",1165,"no","no","cellular",11,"aug",400,3,-1,0,"unknown",1
"40843",23,"student","single","secondary","no",480,"no","no","cellular",11,"aug",162,1,-1,0,"unknown",1
"40844",81,"retired","divorced","primary","no",4321,"no","no","cellular",11,"aug",163,3,-1,0,"unknown",1
"40845",57,"management","married","secondary","no",2155,"no","yes","cellular",11,"aug",82,2,-1,0,"unknown",1
"40849",40,"blue-collar","divorced","secondary","no",0,"no","no","cellular",12,"aug",266,2,-1,0,"unknown",1
"40856",32,"services","single","secondary","no",1153,"no","no","cellular",12,"aug",340,2,-1,0,"unknown",1
"40871",59,"housemaid","married","primary","no",182,"no","no","cellular",12,"aug",90,1,104,2,"failure",1
"40872",38,"admin.","single","secondary","no",245,"yes","yes","cellular",12,"aug",251,2,117,4,"failure",1
"40874",20,"student","single","primary","no",6991,"no","no","cellular",12,"aug",178,2,-1,0,"unknown",2
"40877",57,"admin.","single","secondary","no",2223,"no","no","cellular",12,"aug",1064,1,-1,0,"unknown",2
"40881",30,"management","single","tertiary","no",280,"no","no","cellular",12,"aug",100,1,-1,0,"unknown",1
"40882",28,"unemployed","single","secondary","no",16,"no","no","cellular",12,"aug",119,4,-1,0,"unknown",1
"40884",37,"admin.","married","secondary","no",3420,"no","no","telephone",12,"aug",92,1,-1,0,"unknown",1
"40890",51,"retired","divorced","secondary","no",1679,"no","no","cellular",12,"aug",417,1,365,9,"other",2
"40914",76,"retired","divorced","primary","no",86,"no","no","cellular",12,"aug",192,1,-1,0,"unknown",1
"40922",64,"retired","married","secondary","no",1370,"no","no","cellular",12,"aug",174,1,-1,0,"unknown",1
"40924",49,"technician","married","secondary","no",905,"no","no","cellular",12,"aug",90,1,68,1,"success",1
"40934",30,"technician","married","secondary","no",6843,"no","no","cellular",12,"aug",227,1,-1,0,"unknown",1
"40937",36,"technician","married","secondary","no",2474,"yes","no","cellular",12,"aug",107,1,-1,0,"unknown",1
"40940",32,"self-employed","divorced","tertiary","no",3271,"no","no","cellular",12,"aug",162,1,100,3,"success",1
"40943",43,"technician","single","secondary","no",451,"no","no","cellular",12,"aug",289,2,-1,0,"unknown",2
"40946",61,"management","married","secondary","no",1471,"no","no","cellular",12,"aug",331,2,-1,0,"unknown",1
"40949",45,"unemployed","divorced","primary","yes",11,"no","no","cellular",13,"aug",489,5,-1,0,"unknown",2
"40958",71,"retired","married","secondary","no",3,"no","no","cellular",13,"aug",1175,3,189,1,"other",1
"40970",50,"services","married","secondary","no",3169,"no","no","cellular",13,"aug",399,1,430,1,"failure",2
"40974",67,"technician","married","secondary","no",0,"no","no","cellular",13,"aug",1152,2,188,1,"success",1
"40978",37,"technician","married","secondary","no",24,"yes","no","cellular",13,"aug",136,1,105,2,"failure",1
"40979",77,"retired","married","secondary","no",610,"no","no","cellular",13,"aug",766,3,-1,0,"unknown",1
"40983",23,"student","single","secondary","no",431,"no","no","cellular",13,"aug",496,2,-1,0,"unknown",2
"40988",76,"retired","married","primary","no",3324,"no","no","cellular",13,"aug",227,2,192,1,"failure",2
"40989",72,"retired","married","primary","no",2079,"no","no","cellular",13,"aug",100,1,191,3,"other",1
"40990",37,"management","single","tertiary","no",8066,"no","no","telephone",13,"aug",57,1,-1,0,"unknown",1
"40997",29,"management","married","tertiary","no",30,"no","no","cellular",13,"aug",83,1,105,1,"failure",1
"41006",34,"admin.","married","tertiary","no",882,"no","no","cellular",13,"aug",135,1,113,5,"success",1
"41022",36,"technician","single","secondary","no",376,"no","no","cellular",13,"aug",479,1,-1,0,"unknown",2
"41023",57,"retired","single","tertiary","no",842,"no","no","cellular",13,"aug",284,3,-1,0,"unknown",2
"41024",35,"management","married","tertiary","no",1471,"yes","yes","cellular",13,"aug",236,3,-1,0,"unknown",1
"41038",67,"retired","married","primary","no",10776,"no","no","telephone",14,"aug",176,2,99,17,"other",1
"41047",45,"management","married","tertiary","no",1433,"no","no","cellular",14,"aug",117,1,-1,0,"unknown",1
"41048",46,"unemployed","single","tertiary","no",44,"no","no","cellular",14,"aug",225,1,-1,0,"unknown",2
"41050",54,"retired","married","tertiary","no",1778,"no","no","cellular",14,"aug",319,1,268,2,"failure",1
"41060",26,"technician","single","tertiary","no",777,"yes","no","cellular",14,"aug",260,2,463,1,"failure",1
"41061",37,"management","married","tertiary","no",332,"yes","no","cellular",14,"aug",190,2,84,7,"failure",1
"41067",62,"management","married","tertiary","no",557,"no","no","cellular",14,"aug",185,1,-1,0,"unknown",2
"41087",41,"admin.","divorced","secondary","no",220,"yes","no","cellular",14,"aug",142,2,88,2,"failure",1
"41091",35,"management","single","tertiary","no",7218,"no","no","cellular",14,"aug",224,3,-1,0,"unknown",1
"41096",42,"admin.","married","primary","no",-306,"yes","no","cellular",17,"aug",308,1,459,1,"success",2
"41098",55,"entrepreneur","married","tertiary","no",0,"no","no","cellular",17,"aug",116,1,-1,0,"unknown",1
"41103",70,"entrepreneur","married","tertiary","no",15265,"no","no","cellular",17,"aug",551,2,-1,0,"unknown",1
"41129",70,"management","married","tertiary","no",10171,"no","no","cellular",18,"aug",65,2,-1,0,"unknown",1
"41136",30,"student","single","secondary","no",48,"no","no","cellular",18,"aug",161,1,173,1,"failure",2
"41138",30,"blue-collar","married","secondary","no",136,"no","no","cellular",18,"aug",101,1,-1,0,"unknown",1
"41143",44,"management","married","tertiary","no",-600,"yes","no","cellular",18,"aug",360,1,-1,0,"unknown",1
"41157",67,"retired","married","unknown","no",6320,"no","no","telephone",19,"aug",578,2,-1,0,"unknown",1
"41158",57,"retired","married","tertiary","no",1458,"no","no","cellular",19,"aug",250,1,107,5,"failure",1
"41169",59,"retired","divorced","secondary","no",1,"no","no","cellular",19,"aug",335,1,-1,0,"unknown",2
"41170",44,"admin.","married","secondary","no",10905,"no","no","cellular",19,"aug",240,2,271,1,"other",2
"41171",42,"management","married","tertiary","no",976,"no","no","cellular",19,"aug",164,1,-1,0,"unknown",2
"41172",76,"retired","married","tertiary","no",0,"no","no","telephone",19,"aug",170,1,-1,0,"unknown",1
"41173",29,"management","single","tertiary","no",2531,"no","no","cellular",19,"aug",634,1,-1,0,"unknown",2
"41174",32,"management","married","tertiary","no",1270,"no","no","cellular",19,"aug",232,3,-1,0,"unknown",2
"41186",34,"self-employed","single","tertiary","no",9962,"no","no","cellular",20,"aug",474,1,-1,0,"unknown",2
"41191",51,"blue-collar","married","secondary","no",1797,"yes","no","cellular",20,"aug",168,1,-1,0,"unknown",1
"41195",43,"management","married","tertiary","no",3186,"no","no","cellular",20,"aug",151,1,-1,0,"unknown",1
"41203",48,"management","divorced","tertiary","no",1010,"yes","no","cellular",20,"aug",65,1,-1,0,"unknown",1
"41205",34,"admin.","married","secondary","no",1406,"yes","no","cellular",20,"aug",63,2,85,1,"success",2
"41215",39,"management","married","secondary","no",18,"yes","no","cellular",21,"aug",102,1,91,1,"failure",1
"41220",31,"management","married","tertiary","no",1251,"no","no","cellular",21,"aug",282,1,197,5,"failure",1
"41244",64,"retired","married","tertiary","no",14170,"no","no","cellular",24,"aug",62,2,-1,0,"unknown",1
"41251",58,"management","married","tertiary","no",1313,"no","no","telephone",24,"aug",420,4,-1,0,"unknown",1
"41259",72,"retired","married","secondary","no",676,"no","no","cellular",25,"aug",188,3,-1,0,"unknown",1
"41262",23,"student","single","secondary","no",8494,"no","no","cellular",25,"aug",158,2,-1,0,"unknown",1
"41268",45,"unknown","married","tertiary","no",8564,"no","no","cellular",25,"aug",53,1,-1,0,"unknown",1
"41269",64,"housemaid","married","primary","no",67,"no","no","telephone",25,"aug",153,1,-1,0,"unknown",1
"41274",18,"student","single","unknown","no",3,"no","no","cellular",25,"aug",130,2,-1,0,"unknown",2
"41279",36,"management","married","tertiary","no",255,"no","no","cellular",25,"aug",242,6,95,4,"success",2
"41280",43,"services","married","secondary","no",2145,"no","no","cellular",25,"aug",291,2,95,4,"success",2
"41285",36,"services","married","secondary","no",3064,"yes","no","telephone",26,"aug",240,3,107,4,"failure",1
"41292",86,"retired","divorced","primary","no",0,"no","no","telephone",26,"aug",189,1,-1,0,"unknown",2
"41310",59,"retired","married","secondary","no",1341,"no","no","cellular",27,"aug",154,2,97,1,"other",1
"41320",31,"blue-collar","single","primary","no",660,"yes","no","cellular",28,"aug",207,3,478,2,"failure",1
"41336",30,"management","married","tertiary","no",7,"yes","no","cellular",28,"aug",173,1,164,4,"other",2
"41340",62,"retired","married","secondary","no",13,"no","no","telephone",28,"aug",36,1,-1,0,"unknown",1
"41345",55,"admin.","divorced","secondary","no",1872,"no","no","cellular",28,"aug",155,2,93,8,"failure",2
"41350",33,"technician","single","tertiary","no",2340,"no","no","cellular",31,"aug",65,5,97,3,"failure",1
"41353",73,"retired","married","secondary","no",250,"no","no","telephone",31,"aug",245,4,-1,0,"unknown",1
"41359",41,"management","married","tertiary","no",285,"yes","no","cellular",31,"aug",90,4,147,4,"failure",1
"41361",52,"blue-collar","married","secondary","no",2087,"yes","no","cellular",31,"aug",267,1,474,1,"failure",2
"41380",62,"retired","married","secondary","no",816,"no","no","cellular",1,"sep",28,2,-1,0,"unknown",1
"41382",26,"management","single","tertiary","no",200,"no","no","cellular",1,"sep",91,2,-1,0,"unknown",1
"41384",63,"retired","married","unknown","no",1849,"no","no","cellular",1,"sep",109,2,-1,0,"unknown",1
"41395",35,"technician","single","secondary","no",183,"no","no","cellular",1,"sep",516,2,130,2,"failure",1
"41399",39,"admin.","married","secondary","no",973,"yes","no","cellular",2,"sep",172,4,-1,0,"unknown",1
"41402",44,"admin.","married","secondary","no",764,"yes","no","cellular",3,"sep",232,1,213,1,"failure",1
"41405",46,"admin.","married","tertiary","no",2552,"no","no","cellular",3,"sep",260,1,94,8,"success",2
"41412",32,"admin.","married","secondary","no",995,"no","no","cellular",3,"sep",331,1,99,2,"other",2
"41419",62,"management","married","tertiary","no",0,"no","no","cellular",3,"sep",299,1,-1,0,"unknown",2
"41421",69,"retired","divorced","secondary","no",6850,"no","no","telephone",3,"sep",2055,1,-1,0,"unknown",1
"41427",35,"technician","married","secondary","no",2789,"yes","no","cellular",4,"sep",256,2,94,1,"failure",1
"41444",33,"student","single","unknown","no",5969,"no","no","cellular",4,"sep",156,2,127,8,"failure",1
"41445",35,"management","single","tertiary","no",80,"no","no","cellular",4,"sep",434,2,94,1,"other",2
"41446",32,"management","married","tertiary","no",2667,"yes","no","cellular",4,"sep",171,2,186,2,"failure",1
"41449",74,"retired","married","primary","no",0,"no","no","telephone",4,"sep",113,1,-1,0,"unknown",1
"41450",38,"blue-collar","married","primary","no",3195,"no","no","cellular",7,"sep",244,2,-1,0,"unknown",1
"41452",64,"retired","married","tertiary","no",1644,"no","no","telephone",7,"sep",569,4,-1,0,"unknown",2
"41459",33,"technician","married","secondary","no",2147,"no","no","cellular",7,"sep",669,1,94,1,"other",1
"41463",33,"management","married","tertiary","no",1390,"no","no","cellular",7,"sep",92,1,84,4,"failure",1
"41466",52,"technician","married","secondary","no",0,"yes","no","cellular",7,"sep",211,1,294,1,"failure",2
"41480",26,"admin.","single","secondary","no",3529,"no","yes","cellular",7,"sep",57,2,-1,0,"unknown",1
"41488",18,"student","single","unknown","no",108,"no","no","cellular",8,"sep",169,1,-1,0,"unknown",2
"41489",34,"management","married","tertiary","no",1022,"yes","no","cellular",8,"sep",219,1,-1,0,"unknown",1
"41503",42,"management","married","tertiary","no",1205,"no","no","telephone",8,"sep",376,2,-1,0,"unknown",2
"41506",76,"retired","divorced","primary","no",802,"no","no","cellular",9,"sep",475,5,-1,0,"unknown",2
"41527",70,"retired","single","primary","no",0,"no","no","telephone",9,"sep",145,1,-1,0,"unknown",1
"41528",32,"self-employed","married","tertiary","no",1676,"yes","no","cellular",9,"sep",223,2,-1,0,"unknown",1
"41529",34,"management","married","tertiary","no",158,"no","no","cellular",9,"sep",278,2,132,4,"failure",2
"41539",61,"retired","married","primary","no",1742,"no","no","cellular",11,"sep",90,4,-1,0,"unknown",1
"41541",23,"student","single","primary","no",1235,"no","no","cellular",11,"sep",122,2,91,3,"failure",1
"41542",67,"retired","married","primary","no",708,"no","no","cellular",11,"sep",96,2,-1,0,"unknown",1
"41545",30,"management","single","tertiary","no",440,"yes","no","cellular",11,"sep",129,2,-1,0,"unknown",1
"41550",42,"technician","married","secondary","no",3082,"no","no","cellular",11,"sep",285,1,-1,0,"unknown",2
"41553",47,"technician","married","secondary","no",1233,"yes","no","unknown",11,"sep",91,1,100,2,"other",2
"41555",73,"retired","married","unknown","no",739,"no","no","cellular",11,"sep",210,1,-1,0,"unknown",2
"41557",32,"management","single","tertiary","no",2,"yes","no","cellular",11,"sep",100,2,-1,0,"unknown",2
"41569",28,"management","single","tertiary","no",2380,"no","no","cellular",14,"sep",394,2,-1,0,"unknown",1
"41571",37,"management","married","tertiary","no",99,"no","no","cellular",14,"sep",161,1,-1,0,"unknown",1
"41575",46,"management","married","tertiary","no",273,"yes","no","cellular",15,"sep",1962,1,105,3,"failure",2
"41581",31,"student","single","tertiary","no",64,"no","no","cellular",15,"sep",208,1,105,2,"success",1
"41584",54,"unemployed","divorced","secondary","no",1664,"no","no","cellular",15,"sep",106,1,105,3,"success",2
"41595",76,"retired","married","secondary","no",242,"no","no","telephone",16,"sep",994,3,-1,0,"unknown",1
"41606",26,"management","single","tertiary","no",1646,"no","no","cellular",18,"sep",890,5,-1,0,"unknown",2
"41610",59,"technician","married","tertiary","no",883,"no","no","cellular",18,"sep",1551,1,31,3,"failure",1
"41612",43,"management","divorced","tertiary","no",2367,"no","no","cellular",22,"sep",83,1,113,3,"success",2
"41614",45,"blue-collar","married","secondary","no",10252,"no","no","cellular",22,"sep",173,1,141,2,"success",2
"41619",44,"technician","married","secondary","no",5102,"no","no","cellular",23,"sep",205,1,-1,0,"unknown",1
"41623",37,"management","married","tertiary","no",539,"no","no","cellular",25,"sep",168,2,45,1,"failure",1
"41628",42,"management","divorced","tertiary","no",238,"no","no","cellular",25,"sep",692,1,-1,0,"unknown",2
"41631",79,"retired","married","secondary","no",909,"no","no","cellular",25,"sep",114,1,95,1,"other",1
"41633",61,"unemployed","married","primary","no",1,"no","no","cellular",25,"sep",85,1,-1,0,"unknown",1
"41637",23,"technician","single","secondary","no",4545,"no","no","cellular",25,"sep",242,1,114,1,"failure",1
"41643",29,"admin.","single","tertiary","no",14,"no","no","cellular",29,"sep",87,1,120,1,"failure",1
"41650",74,"retired","married","primary","no",4286,"no","no","cellular",30,"sep",195,1,-1,0,"unknown",1
"41652",38,"technician","single","secondary","no",1711,"no","no","telephone",30,"sep",234,1,-1,0,"unknown",2
"41654",53,"admin.","married","secondary","no",109,"no","no","telephone",30,"sep",431,1,120,1,"success",1
"41656",35,"management","married","tertiary","no",611,"no","no","cellular",1,"oct",305,2,121,1,"success",2
"41659",26,"student","single","secondary","no",132,"no","no","cellular",1,"oct",194,1,119,1,"success",2
"41665",36,"technician","married","tertiary","no",202,"no","no","cellular",1,"oct",237,1,122,2,"failure",1
"41674",25,"management","single","tertiary","no",2140,"no","no","cellular",1,"oct",81,1,-1,0,"unknown",1
"41675",37,"technician","married","unknown","no",189,"no","no","cellular",1,"oct",238,1,107,2,"success",2
"41687",36,"management","married","tertiary","no",22,"no","no","cellular",2,"oct",91,2,-1,0,"unknown",1
"41689",24,"student","single","secondary","no",4126,"no","no","cellular",2,"oct",83,5,191,2,"success",1
"41698",26,"admin.","single","secondary","no",125,"no","no","cellular",6,"oct",63,1,63,7,"failure",1
"41704",57,"management","divorced","unknown","no",854,"no","no","cellular",6,"oct",480,1,40,5,"success",2
"41710",37,"blue-collar","married","secondary","no",604,"yes","no","cellular",7,"oct",371,1,495,1,"failure",2
"41712",33,"management","single","tertiary","no",5437,"no","no","cellular",7,"oct",201,1,58,3,"failure",2
"41716",30,"admin.","single","secondary","no",873,"no","no","cellular",7,"oct",301,1,216,2,"failure",1
"41720",70,"retired","divorced","secondary","no",3104,"no","no","telephone",7,"oct",88,1,-1,0,"unknown",1
"41726",34,"blue-collar","single","unknown","no",484,"no","no","cellular",8,"oct",90,1,-1,0,"unknown",1
"41731",66,"retired","married","secondary","no",0,"no","no","cellular",8,"oct",189,1,-1,0,"unknown",1
