"","y","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"49481",0,850,"Spain","Male",24,6,0,2,1,0,82393.08,1
"49491",0,561,"Spain","Male",35,3,0,1,1,1,76456.17,1
"4950",0,666,"France","Female",21,4,0,2,0,1,135034.57,0
"49511",0,616,"Spain","Male",29,3,0,2,1,1,101954.78,0
"49521",0,696,"Spain","Female",30,9,136925.09,2,0,1,168781.8,0
"4953",0,669,"Spain","Female",42,4,76968.12,1,1,0,137173.39,0
"49541",0,683,"France","Male",34,6,0,2,0,0,187011.96,0
"49551",0,652,"Germany","Male",33,4,106506.77,2,1,1,72085.1,0
"49561",0,632,"France","Male",36,3,101861.36,1,1,1,163477.22,0
"4957",0,811,"France","Female",33,1,162657.64,2,0,0,19862.78,0
"49581",0,517,"France","Male",36,1,110741.56,2,1,0,180426.2,0
"49591",0,676,"Spain","Female",33,1,96877.21,1,1,1,72861.94,0
"49601",0,727,"Germany","Male",34,7,0,2,1,1,199493.38,0
"4961",0,749,"France","Female",55,4,61811.23,1,1,0,149822.04,0
"49621",0,545,"Spain","Female",32,6,136492.92,1,1,0,133997.53,0
"49631",0,683,"Germany","Female",72,10,0,1,1,1,25650.04,0
"49641",0,745,"France","Female",34,3,112595.85,1,1,0,16403.41,0
"4965",0,661,"Spain","Male",47,4,0,2,0,1,59755.14,0
"49661",0,785,"Germany","Female",39,2,0,2,1,0,91086.73,0
"4967",0,788,"Spain","Male",39,7,0,1,0,1,41104.82,0
"49681",0,813,"France","Male",23,2,0,2,0,0,105149.8,0
"49691",0,543,"Germany","Female",37,4,116360.07,2,1,1,146652.11,0
"49701",0,599,"France","Male",58,4,0,1,1,0,68594,0
"49711",0,641,"France","Male",54,10,199229.14,2,0,1,29213.63,0
"49721",0,850,"France","Female",40,1,152622.34,1,1,0,159268.67,1
"49731",0,535,"France","Female",42,0,0,1,1,0,149369.41,1
"49741",0,418,"France","Male",92,1,108071.36,1,0,0,112503.24,0
"49751",0,585,"France","Female",43,1,127649.64,2,1,1,96429.29,0
"4976",0,502,"Germany","Female",40,2,124540.28,1,0,1,94951.27,0
"49771",0,662,"France","Male",30,4,86131.71,3,0,1,196794.11,0
"49781",0,664,"France","Male",32,6,0,2,1,1,25222.6,0
"4979",0,682,"France","Male",39,6,141573.55,1,1,1,144723.38,0
"49801",0,616,"Spain","Male",55,4,0,1,1,0,114565.35,0
"49811",0,680,"Spain","Male",38,8,119027.28,1,0,0,46203.31,0
"49821",0,694,"Germany","Male",23,6,125837.86,1,0,1,125140.72,1
"4983",0,455,"Germany","Female",47,9,63669.42,1,1,0,93336.3,0
"4984",0,714,"France","Female",32,1,123916.67,2,1,0,65390.46,1
"49851",0,460,"France","Male",33,1,118788.57,2,1,1,132973.21,0
"49861",0,694,"France","Male",31,5,0,1,0,1,168658.3,1
"49871",0,744,"Germany","Male",47,5,117221.15,2,0,1,98463.99,1
"4988",0,777,"France","Female",48,4,0,1,0,1,123202.99,0
"49891",0,730,"France","Female",26,9,0,2,0,1,164081.42,0
"49901",0,554,"Spain","Female",39,0,0,3,1,0,198055.94,0
"49911",0,474,"France","Male",27,7,0,2,1,1,157358.43,0
"4992",0,561,"Spain","Male",59,7,0,2,1,1,45113.92,0
"49931",0,640,"Germany","Female",56,5,0,2,1,1,138777,0
"49941",0,786,"Spain","Male",45,7,93925.3,1,1,1,113695.99,1
"49951",0,850,"France","Female",38,3,112572.39,1,1,1,199138.84,0
"49961",0,625,"Spain","Male",32,9,0,1,0,0,184230.23,0
"4997",0,847,"France","Female",20,6,187487.63,2,1,0,80320.3,1
"49981",0,739,"Germany","Female",41,8,166833.86,2,1,0,76357.43,0
"49991",0,515,"Spain","Female",29,0,130565.02,2,1,0,75408.24,1
"50001",0,574,"Spain","Female",25,2,105492.53,2,1,0,167032.49,0
"50011",0,667,"Germany","Female",30,7,111524.49,2,1,0,155294.17,0
"50021",0,431,"Germany","Female",31,4,0,1,1,1,11144.4,1
"50031",0,721,"France","Female",37,0,137430.82,2,1,0,170676.67,0
"50041",0,775,"France","Male",34,1,161434.36,2,1,0,54277.45,0
"50051",0,678,"France","Male",46,8,0,2,1,0,196499.96,0
"50061",0,648,"France","Male",42,9,0,1,1,1,170382.99,0
"5007",0,717,"France","Male",36,1,110791.97,1,1,0,181964.6,0
"50081",0,686,"Germany","Male",59,7,64897.75,2,0,0,44390.38,1
"50091",0,625,"Spain","Male",29,7,145071.24,1,1,0,71154.1,0
"50101",0,483,"France","Male",29,3,0,2,1,0,17848.3,0
"5011",0,700,"Germany","Male",51,6,99183.9,2,1,1,137439.34,0
"50121",0,616,"France","Male",50,10,106266.8,1,1,0,50839.85,0
"50131",0,585,"Spain","Female",32,7,0,2,1,1,141359.11,0
"50141",0,709,"Germany","Female",60,1,188976.89,1,0,1,52309.8,0
"50151",0,695,"France","Female",29,7,0,2,1,0,150684.23,0
"50161",0,481,"France","Male",33,6,0,3,1,0,184125.1,0
"5017",0,528,"France","Male",35,6,0,1,1,1,197226.32,0
"50181",0,614,"Germany","Female",35,5,143426.34,4,0,0,46200.71,1
"50191",0,612,"Germany","Male",51,10,199689.49,2,1,0,107955.67,1
"50201",0,631,"Spain","Female",45,7,138523.2,1,0,1,19720.08,0
"5021",0,729,"Spain","Female",34,10,116085.06,2,0,1,48244.64,0
"50221",0,621,"Germany","Male",48,4,138515.02,1,1,1,53994.64,0
"50231",0,644,"Germany","Male",32,6,159024.71,2,1,1,55003.79,0
"5024",0,460,"Spain","Male",64,4,122451.46,1,1,1,17439.66,0
"50251",0,598,"France","Male",56,10,0,1,1,1,68052.08,1
"5026",0,665,"France","Female",30,0,142537.18,2,1,0,105890.55,0
"5027",0,686,"Spain","Male",30,1,113000.92,1,1,0,83478.12,0
"50281",0,763,"France","Female",38,9,109663.47,1,0,0,15807.07,0
"50291",0,521,"Spain","Male",60,2,0,2,0,1,38315.04,0
"50301",0,764,"Spain","Male",45,4,0,1,0,0,35279.74,0
"50311",0,594,"France","Female",57,8,0,2,0,1,74135.48,0
"50321",0,497,"Germany","Female",45,1,0,1,1,0,187900.12,0
"50331",0,807,"France","Male",27,3,0,2,1,1,165370.66,0
"50341",0,723,"Spain","Male",44,9,122314.5,1,1,1,66256.27,0
"50351",0,609,"Germany","Male",44,5,170491.84,1,0,1,195681.43,0
"50361",0,586,"France","Female",44,4,144147.68,1,1,0,88890.75,0
"50371",0,703,"France","Male",25,3,0,2,1,0,128538.05,0
"50381",0,587,"France","Male",34,1,0,2,1,1,102260.16,0
"5039",0,733,"Spain","Male",31,5,75888.2,1,1,0,196894.62,0
"50401",0,762,"Spain","Female",38,8,102895.1,3,0,0,29358.57,1
"50411",0,739,"France","Male",26,9,46161.18,2,0,0,76544.9,0
"50421",0,534,"France","Female",33,8,151290.16,2,1,0,140268.45,0
"50431",0,717,"France","Male",44,4,0,2,0,1,53931.05,1
"50441",0,648,"Germany","Male",37,10,44020.89,2,0,0,80587.27,0
"50451",0,684,"France","Female",32,2,146408.68,1,0,0,175722.31,1
"5046",0,728,"Spain","Female",69,3,118241.02,1,0,1,180290.68,0
"50471",0,724,"Germany","Male",39,2,0,1,0,1,58426.81,0
"5048",0,613,"Spain","Female",19,6,0,2,1,0,84475.13,0
"50491",0,570,"Germany","Female",61,9,139265.63,1,1,1,20968.88,1
"50501",0,800,"France","Male",37,5,0,1,0,1,66979.06,0
"50511",0,543,"France","Female",39,9,162082.31,2,1,1,179488.41,0
"5052",0,617,"Germany","Male",42,3,105346.03,2,1,0,76551.7,0
"50531",0,815,"France","Male",29,2,107233.85,2,1,1,175015.12,0
"50541",0,655,"France","Male",50,1,0,1,0,0,11865.76,1
"50551",0,554,"Spain","Male",34,4,87814.89,2,1,1,97628.08,0
"50561",0,850,"France","Male",29,1,175443.75,1,0,0,68985.99,0
"50571",0,608,"France","Male",47,1,146329.57,1,0,0,199418.02,1
"50581",0,673,"France","Male",46,4,111201.41,2,0,1,17536.82,0
"50591",0,580,"Spain","Male",37,2,118233.81,1,1,0,34101.06,0
"50601",0,539,"France","Female",38,3,0,1,1,0,59938.81,0
"50611",0,718,"Germany","Female",34,8,0,1,0,0,63717.49,0
"50621",0,684,"France","Male",45,6,0,2,0,0,172814.99,0
"5063",0,649,"France","Male",34,1,131945.94,1,0,1,48382.4,0
"50641",0,586,"Germany","Male",33,3,106731.58,2,0,0,48233.75,1
"50651",0,609,"Germany","Male",61,2,0,2,0,0,188729.08,0
"5066",0,737,"France","Female",35,2,0,2,1,1,115403.31,0
"5067",0,547,"France","Male",36,5,91057.37,1,1,0,173792.77,0
"50681",0,767,"France","Male",35,7,95328.6,2,1,1,44719.5,0
"50691",0,526,"France","Male",33,5,0,1,1,1,41858.43,0
"50701",0,705,"France","Female",46,6,108185.81,2,1,1,140758.07,0
"50711",0,638,"France","Male",37,0,0,2,0,1,12628.61,0
"50721",0,654,"France","Female",35,7,0,1,0,0,120668.46,0
"50731",0,774,"Spain","Female",37,9,132602.88,2,1,0,75732.25,0
"50741",0,556,"France","Male",35,8,86449.39,1,1,1,3830.59,0
"50751",0,696,"France","Female",32,6,0,4,1,0,49667.28,0
"50761",0,590,"France","Female",29,8,102983.91,2,1,1,93795.86,0
"50771",0,730,"Spain","Male",43,3,133060.63,1,0,0,143835.76,1
"5078",0,727,"France","Male",31,1,0,3,1,1,61538.43,0
"50791",0,850,"Germany","Female",33,1,119272.29,1,0,1,93959.96,0
"50801",0,502,"Spain","Female",58,8,0,1,0,0,44001.11,0
"50811",0,706,"France","Female",46,2,139859.23,1,1,1,14353.43,0
"50821",0,634,"France","Female",34,2,0,2,0,0,92067.35,1
"50831",0,733,"Germany","Female",48,6,0,2,1,1,159044.1,0
"5084",0,777,"France","Male",50,2,159900.38,2,0,1,192800.25,0
"50851",0,637,"France","Female",27,3,116229.85,2,1,1,156953.54,0
"5086",0,785,"France","Male",48,8,192407.97,2,0,1,51959.82,0
"50871",0,747,"France","Female",23,3,141535.52,1,1,0,166187.1,0
"50881",0,850,"Germany","Male",30,7,0,2,1,0,133672.61,1
"50891",0,706,"Spain","Male",36,6,132598.38,2,1,1,168658.3,1
"50901",0,696,"Germany","Male",34,6,125903.22,2,1,0,118974.77,1
"5091",0,673,"France","Male",33,3,167539.97,2,1,0,15658.99,0
"50921",0,551,"France","Male",44,6,152367.21,1,0,1,168285.85,1
"50931",0,516,"France","Female",29,2,98993.02,1,0,0,97906.38,0
"5094",0,599,"Germany","Male",38,7,85915.52,1,1,1,92027.69,1
"50951",0,559,"Spain","Female",42,3,135310.41,2,0,1,174971.64,0
"5096",0,685,"Germany","Female",36,4,89750.21,2,1,1,82252.28,0
"5097",0,814,"France","Female",39,3,53369.13,2,1,0,178106.34,1
"50981",0,641,"Spain","Male",55,6,0,1,1,0,188274.6,0
"50991",0,471,"Spain","Female",37,8,89558.39,1,1,0,107890.69,0
"51001",0,658,"France","Female",41,3,87096.82,3,1,1,164975.82,0
"51011",0,521,"Germany","Male",43,1,56674.48,1,0,0,131281.28,0
"51021",0,619,"France","Female",34,6,133871.05,2,1,0,199909.32,0
"51031",0,705,"Spain","Male",37,2,112713.34,1,1,0,181208.47,0
"51041",0,786,"France","Male",28,9,0,2,0,1,134626.3,0
"51051",0,558,"Spain","Male",52,5,136186.44,1,1,0,139435.12,1
"51061",0,821,"Spain","Female",27,3,103267.8,1,1,0,178827.3,0
"51071",0,602,"Spain","Male",35,7,0,1,0,1,137510.41,0
"51081",0,671,"Spain","Male",37,1,130483.95,1,1,1,147878.05,0
"51091",0,507,"Spain","Female",28,8,0,1,0,1,109057.56,1
"51101",0,627,"France","Male",34,6,0,3,0,0,167289.82,1
"51111",0,652,"France","Female",29,7,100160.75,3,1,1,48197.06,1
"51121",0,658,"France","Male",42,1,80569.73,2,1,0,24799.47,0
"5113",0,651,"France","Female",49,3,0,3,1,1,78700.03,0
"51141",0,516,"Germany","Male",33,1,99219.47,1,0,1,199290.68,0
"51151",0,516,"Spain","Male",36,6,190409.34,2,1,0,192852.67,0
"51161",0,629,"France","Male",44,8,0,2,1,0,50488.91,0
"51171",0,577,"Spain","Female",37,7,174912.72,2,1,1,107964.36,0
"51181",0,596,"Germany","Female",38,7,135120.56,2,1,1,83611.45,0
"5119",0,482,"France","Female",22,1,0,2,1,1,149583.67,0
"51201",0,494,"Spain","Male",42,9,111723.08,1,0,0,18922.18,0
"51211",0,651,"Germany","Male",28,0,0,2,1,0,20164.47,0
"51221",0,802,"France","Male",36,4,0,1,0,0,78650.95,1
"51231",0,764,"Germany","Female",48,8,171848.38,1,1,1,18922.18,0
"51241",0,765,"France","Female",41,9,0,1,1,1,164967.21,0
"51251",0,690,"Germany","Male",34,7,164948.98,2,1,0,186785.01,0
"51261",0,434,"Germany","Female",29,8,123544,2,1,1,28188.96,0
"5127",0,621,"France","Female",61,6,129431.36,2,1,1,77349.92,0
"51281",0,648,"France","Female",35,5,146777.44,1,1,1,188516.45,0
"51291",0,676,"Germany","Female",38,2,0,1,1,0,163625.56,0
"51301",0,627,"Spain","Female",25,7,49512.55,1,1,1,80204.38,0
"51311",0,554,"France","Male",39,3,116498.22,2,1,0,92916.53,0
"5132",0,613,"France","Male",27,3,0,1,1,1,190998.96,1
"51331",0,754,"France","Female",53,7,110463.25,1,0,0,53710.23,0
"51341",0,494,"France","Male",18,0,0,1,0,1,92873.5,1
"51351",0,485,"France","Female",45,1,0,1,0,1,117690.58,0
"51361",0,686,"France","Male",42,4,138053.79,1,1,1,3966.5,0
"51371",0,431,"France","Male",36,6,0,2,1,0,44904.26,0
"51381",0,569,"Germany","Male",46,5,178058.06,2,0,0,125167.92,0
"5139",0,712,"Spain","Female",38,9,84944.58,1,1,0,144290.97,0
"51401",0,624,"Germany","Male",62,2,144453.75,2,0,0,151460.84,0
"51411",0,756,"Spain","Male",26,9,0,1,1,1,79871.16,0
"51421",0,699,"Germany","Female",27,2,184926.61,1,0,0,144584.29,1
"5143",0,646,"Germany","Male",34,8,164769.02,1,1,1,137903.54,0
"51441",0,614,"France","Male",26,8,129120.64,1,1,0,23317.88,0
"51451",0,593,"France","Male",42,6,156123.73,1,1,1,56311.39,0
"51461",0,542,"France","Female",25,5,0,1,0,1,147715.83,0
"51471",0,850,"France","Female",33,7,89688.94,1,1,1,165849.49,0
"51481",0,603,"Germany","Female",38,4,0,2,1,1,180890.4,0
"51491",0,604,"France","Male",28,9,137145.12,2,1,0,83844.79,0
"5150",0,548,"Germany","Male",41,8,117035.89,1,1,0,53954.24,0
"51511",0,703,"Spain","Male",36,9,111095.58,1,1,1,32790.02,0
"5152",0,574,"France","Male",33,2,0,1,1,0,22191.82,0
"5153",0,674,"France","Male",35,6,103516.87,2,0,0,121751.04,0
"51541",0,653,"France","Female",51,7,145981.87,1,1,1,99449.86,1
"51551",0,602,"Germany","Male",41,9,96213.82,2,1,0,156660.21,1
"5156",0,629,"France","Male",69,7,0,2,0,0,178393.68,0
"5157",0,596,"France","Male",42,4,0,2,0,0,74771.22,0
"51581",0,598,"Spain","Female",34,6,142989.69,2,0,1,67667.19,0
"51591",0,555,"Spain","Male",48,2,153663.27,2,1,0,143635.36,0
"51601",0,731,"Spain","Male",62,6,0,1,0,1,150468.35,0
"51611",0,684,"Spain","Male",43,2,162691.16,3,1,1,117374.22,0
"51621",0,582,"Spain","Male",38,8,47869.69,2,0,1,67339.34,1
"51631",0,795,"France","Male",39,0,0,2,1,1,170008.74,0
"51641",0,752,"France","Female",53,8,132602.88,2,0,1,93713.13,0
"51651",0,710,"Germany","Male",25,5,98775.23,1,1,1,194273.12,0
"51661",0,647,"Spain","Male",25,9,96974.97,2,1,0,133267.78,0
"51671",0,695,"France","Male",54,7,110559.46,2,1,0,142956.48,0
"51681",0,776,"Spain","Male",36,4,68781.82,2,1,1,189310.27,0
"51691",0,681,"Germany","Female",33,1,141078.57,2,0,1,68064.83,0
"5170",0,829,"Germany","Female",25,2,71281.29,1,1,1,58257.23,0
"51711",0,485,"Spain","Male",30,9,76510.52,1,0,1,62674.42,0
"51721",0,740,"France","Male",44,7,98014.74,2,1,0,37240.11,0
"51731",0,642,"Germany","Female",26,0,150525.8,1,1,1,135399.21,0
"51741",0,694,"Germany","Female",27,4,0,2,1,0,123269.71,0
"51751",0,609,"Spain","Male",47,9,145965.33,2,0,0,177938.52,1
"51761",0,477,"France","Male",27,7,0,1,1,1,168002.31,0
"51771",0,539,"Spain","Female",54,1,83600.24,1,1,0,48357.9,0
"51781",0,709,"Germany","Female",30,0,0,2,0,1,198715.27,0
"51791",0,711,"France","Male",32,6,0,2,1,0,79577.4,0
"51801",0,807,"Spain","Male",54,6,113755.78,1,1,1,141053.85,1
"5181",0,618,"France","Male",30,9,103101.56,1,0,1,130486.57,0
"51821",0,443,"France","Male",47,0,118894.22,1,1,1,91957.39,0
"51831",0,496,"France","Male",47,9,0,2,1,1,176902.83,0
"51841",0,691,"Germany","Female",39,5,45752.78,2,1,0,155876.06,0
"51851",0,416,"Spain","Male",31,5,0,2,1,1,74588.41,0
"51861",0,546,"France","Male",37,0,0,2,1,1,198055.94,0
"51871",0,596,"France","Male",32,4,118879.35,1,1,1,192146.63,0
"5188",0,661,"France","Female",37,7,0,2,0,1,40441.1,0
"51891",0,521,"Germany","Male",43,9,91549.78,2,0,0,158437.73,0
"51901",0,710,"France","Male",38,4,99660.13,1,0,1,9170.54,0
"51911",0,621,"France","Male",31,5,0,2,1,0,136356.97,0
"51921",0,678,"France","Male",35,1,105563,2,1,0,146230.63,1
"5193",0,686,"France","Female",71,1,126428.38,1,1,1,152273.57,0
"51941",0,492,"France","Male",42,3,99607.37,1,1,1,94862.93,0
"51951",0,639,"Spain","Female",26,4,0,1,0,0,176779.46,0
"51961",0,662,"Germany","Male",34,6,0,1,1,0,132002.83,0
"51971",0,579,"Germany","Male",44,7,78829.53,2,1,1,134869.93,1
"51981",0,656,"France","Male",50,6,88915.37,2,1,0,73371.65,0
"51991",0,653,"France","Male",42,7,0,1,1,0,166698.18,0
"52001",0,756,"France","Male",32,6,118793.6,2,0,1,166144.98,0
"5201",0,643,"France","Male",35,9,129845.26,1,1,0,183598.77,0
"52021",0,778,"Germany","Male",40,2,143988,2,1,0,114996.43,0
"52031",0,552,"France","Male",32,9,105736.32,2,0,1,103697.57,0
"52041",0,528,"France","Male",36,2,0,3,1,1,155743.48,1
"52051",0,684,"France","Male",36,10,105204.01,1,1,1,33143.04,0
"52061",0,697,"Germany","Male",32,1,0,2,1,1,80496.71,0
"5207",0,724,"Spain","Female",36,5,111128.04,1,1,0,126477.41,0
"52081",0,850,"France","Female",41,7,0,1,1,0,26342.33,0
"52091",0,545,"Germany","Male",40,5,167738.82,1,0,1,87351.42,1
"52101",0,772,"France","Male",29,5,117314.92,1,0,0,56562.57,0
"52111",0,631,"Germany","Male",29,7,0,2,0,1,3937.37,0
"52121",0,756,"Spain","Female",49,1,91538.51,3,1,1,12050.77,0
"5213",0,592,"Germany","Female",31,6,96877.21,1,1,1,27046.46,1
"52141",0,568,"Spain","Female",48,4,0,1,1,1,143049.72,0
"52151",0,683,"Spain","Male",61,6,96888.39,2,1,0,69829.4,1
"52161",0,752,"Germany","Female",50,4,129845.26,1,1,0,75503.6,0
"52171",0,622,"France","Male",39,6,0,2,1,0,119259.34,0
"52181",0,679,"France","Male",36,3,106942.08,2,1,1,95500.98,0
"52191",0,579,"France","Female",46,4,0,1,1,1,199378.58,0
"52201",0,649,"France","Male",43,5,0,1,0,1,78774.36,0
"52211",0,350,"France","Female",41,9,122917.71,2,0,1,51113.14,1
"52221",0,676,"France","Male",38,3,133702.89,1,1,1,121189.3,0
"52231",0,532,"France","Male",38,6,127849.38,1,1,1,182081.45,0
"52241",0,587,"Spain","Male",37,8,118433.94,2,0,0,109291.39,0
"52251",0,719,"France","Male",44,9,0,2,1,0,70778.63,0
"52261",0,503,"France","Male",31,2,145541.56,2,1,0,65906.07,1
"5227",0,645,"France","Female",30,4,124233.24,3,1,0,28188.96,0
"52281",0,850,"France","Female",44,5,122417.17,1,0,1,52885.23,0
"52291",0,623,"Germany","Male",44,9,131698.57,1,1,0,9170.54,1
"52301",0,718,"Spain","Male",37,2,71264.02,2,1,1,153392.28,0
"52311",0,658,"Germany","Male",38,3,111756.5,2,1,0,97847.05,0
"52321",0,712,"France","Female",32,8,147832.15,1,1,1,92920.04,0
"5233",0,627,"France","Female",36,2,0,2,0,1,42334.38,0
"52341",0,729,"Germany","Male",38,3,72783.42,1,1,0,97734.3,0
"52351",0,730,"France","Male",54,7,91718.8,2,0,1,116848.79,0
"52361",0,619,"Germany","Female",48,3,112727.06,2,1,1,175070.94,0
"52371",0,668,"Germany","Female",34,10,0,1,0,1,116944.3,0
"52381",0,796,"Spain","Male",41,9,172693.54,1,1,0,123663.63,0
"52391",0,769,"Germany","Female",28,3,0,4,1,0,73669.94,0
"5240",0,507,"Spain","Female",44,2,168964.77,3,1,1,121084.27,0
"52411",0,457,"Germany","Female",36,5,112568.31,2,1,1,175643.44,1
"52421",0,768,"Spain","Female",40,5,84386.57,1,1,0,83643.87,0
"5243",0,804,"France","Male",39,9,113257.2,1,0,0,150242.44,0
"52441",0,638,"Spain","Male",48,3,125879.29,2,1,0,56407.42,0
"52451",0,651,"France","Female",27,2,148159.71,1,1,0,160849.43,1
"52461",0,555,"Spain","Female",71,7,111524.49,2,1,1,63889.1,0
"5247",0,692,"France","Female",33,6,112029.83,1,0,1,162858.29,0
"52481",0,456,"Germany","Male",36,1,135120.72,1,1,0,106117.3,0
"52491",0,817,"Spain","Male",50,8,93871.95,2,1,0,146652.11,0
"5250",0,767,"Germany","Female",35,6,122017.19,2,1,1,149073.88,0
"52511",0,447,"France","Female",37,9,90778.76,4,1,1,42410.21,0
"52521",0,526,"Germany","Male",41,6,115286.68,2,1,1,56850.92,0
"52531",0,845,"France","Female",22,3,0,1,1,1,96833,0
"52541",0,850,"Spain","Male",21,3,155681.72,1,1,0,79812.77,0
"52551",0,645,"Germany","Male",32,6,0,1,1,0,126172.11,0
"52561",0,685,"Spain","Male",40,2,0,2,1,0,38962.94,0
"52571",0,533,"Germany","Male",40,8,95478.17,1,1,1,151303.48,0
"52581",0,418,"Spain","Female",51,0,0,2,1,1,192841.13,0
"52591",0,595,"France","Female",40,1,176166.56,1,1,1,97057.28,0
"52601",0,608,"Spain","Female",45,5,0,2,1,0,48571.14,0
"52611",0,653,"France","Female",40,2,0,1,1,1,179446.31,0
"52621",0,666,"France","Male",48,3,109949.05,1,0,0,153012.13,0
"52631",0,614,"France","Female",29,9,130015.24,1,1,0,52314.71,0
"52641",0,618,"France","Female",31,8,112528.65,2,1,0,181177.9,0
"52651",0,520,"Germany","Female",37,7,0,1,1,1,116253.1,0
"5266",0,687,"Spain","Male",34,3,0,1,1,1,122254.86,0
"52671",0,629,"France","Male",37,0,129548.5,1,1,1,70532.53,0
"52681",0,466,"Germany","Female",37,6,141162.08,1,1,1,12106.82,0
"52691",0,808,"France","Male",41,6,0,1,1,0,71594.26,0
"52701",0,640,"France","Male",21,4,169406.33,1,1,0,27286.1,0
"5271",0,631,"Germany","Female",66,3,0,2,0,0,86173.92,1
"52721",0,753,"France","Male",36,9,101543.51,2,1,0,142548.33,1
"52731",0,620,"Spain","Male",30,1,138657.08,1,0,0,60901.72,0
"52741",0,711,"France","Male",44,10,0,1,1,1,122379.54,0
"5275",0,759,"Germany","Male",60,9,137179.39,1,0,0,77146.14,0
"52761",0,534,"Spain","Female",59,9,0,2,0,1,85736.26,1
"5277",0,774,"Spain","Male",62,1,90547.48,1,0,1,34121.81,0
"52781",0,625,"France","Male",51,1,44020.89,1,1,1,55551.26,0
"5279",0,632,"France","Female",34,1,0,2,1,1,69011.66,0
"52801",0,683,"France","Female",42,8,0,2,1,1,123587.83,1
"52811",0,639,"Spain","Female",28,8,0,3,1,1,105140.92,0
"52821",0,641,"France","Female",31,6,0,2,1,1,75888.65,0
"52831",0,676,"France","Male",46,9,144768.94,1,1,1,122284.38,0
"5284",0,543,"Germany","Male",25,1,127087.06,1,1,1,2803.89,0
"52851",0,693,"Spain","Male",49,8,152532.3,2,0,1,134869.93,0
"52861",0,710,"France","Female",29,8,113882.33,1,1,0,4175.68,1
"52871",0,781,"Spain","Male",27,9,0,1,1,1,161083.53,0
"52881",0,566,"France","Female",20,4,123709.46,1,0,1,89524.83,0
"52891",0,651,"Germany","Female",33,6,0,1,1,1,187048.72,0
"52901",0,758,"France","Male",30,5,0,2,1,1,105279.74,0
"52911",0,501,"Germany","Male",31,9,68892.77,1,0,1,49713.87,1
"5292",0,786,"France","Male",38,1,0,2,1,0,173783.38,0
"52931",0,658,"France","Female",48,2,0,1,1,0,77786.37,0
"5294",0,709,"Germany","Male",38,10,105525.65,1,1,0,145551.6,0
"52951",0,824,"France","Male",55,7,121952.75,1,1,0,57128.78,0
"52961",0,485,"France","Female",29,7,0,1,1,1,10034.77,0
"52971",0,738,"France","Female",36,6,0,2,0,0,121098.65,0
"5298",0,719,"France","Female",40,1,69459.05,2,1,1,152665.85,1
"52991",0,515,"France","Male",42,3,117280.23,1,0,1,142548.33,0
"53001",0,536,"Germany","Female",39,9,0,2,0,0,112239.03,0
"53011",0,643,"Germany","Female",24,7,155663.31,2,1,0,110035.88,0
"53021",0,656,"France","Male",23,3,0,1,1,0,100478.6,0
"53031",0,435,"France","Female",29,3,117992.59,1,0,1,174337.68,0
"53041",0,571,"France","Male",42,9,57422.62,1,1,0,84126.75,0
"53051",0,613,"Germany","Male",35,3,98640.74,2,1,1,175310.38,0
"53061",0,646,"France","Male",35,8,0,1,0,1,198714.29,0
"53071",0,428,"France","Male",38,9,119859.52,2,1,0,47018.75,1
"53081",0,701,"France","Female",35,5,0,1,0,1,114775.53,0
"53091",0,814,"Germany","Male",24,7,153198.23,2,1,0,74241.09,0
"53101",0,601,"France","Male",51,7,96798.79,2,1,1,141453.62,0
"53111",0,518,"France","Female",44,10,0,2,1,1,177683.02,1
"53121",0,639,"Spain","Male",43,7,101514.89,2,0,0,52110.45,0
"5313",0,817,"France","Female",58,10,0,2,1,0,20243.97,1
"53141",0,678,"France","Female",25,3,84055.43,2,0,1,49373.97,1
"53151",0,611,"Germany","Male",34,10,149713.61,1,1,1,86609.37,1
"5316",0,699,"Germany","Female",36,7,0,1,1,1,93832.33,1
"53171",0,460,"Germany","Male",31,6,0,1,1,1,9308.1,0
"53181",0,629,"Spain","Female",42,8,0,1,0,1,80134.65,0
"53191",0,639,"Germany","Female",41,5,80569.73,1,1,0,85516.37,0
"5320",0,771,"Spain","Female",48,2,121874.89,2,1,0,81014.5,0
"53211",0,652,"France","Female",51,7,0,1,1,0,199242.65,0
"5322",0,557,"Germany","Female",38,6,0,2,1,1,42334.38,0
"53231",0,617,"France","Female",39,1,143129.41,2,1,0,118272.07,1
"53241",0,695,"Germany","Male",57,7,0,2,0,0,120531.31,0
"5325",0,667,"France","Female",74,0,0,1,0,1,190263.78,0
"5326",0,652,"France","Female",29,1,124788.18,2,1,0,29483.87,0
"53271",0,654,"Germany","Male",43,0,45022.23,2,0,1,141763.26,0
"5328",0,676,"France","Female",63,8,130334.35,1,1,1,65864.4,0
"53291",0,711,"Spain","Male",43,2,95331.83,2,0,1,161888.63,1
"53301",0,554,"Germany","Female",35,6,113978.97,1,1,1,4121.04,0
"53311",0,850,"France","Female",37,8,0,1,1,1,193437.89,0
"53321",0,694,"Germany","Female",25,3,82291.1,1,1,0,71830.1,0
"53331",0,742,"Germany","Male",33,3,97072.42,1,0,1,156792.89,0
"53341",0,655,"France","Male",39,4,0,1,0,1,92811.2,0
"53351",0,684,"France","Male",33,3,151691.44,2,1,1,65069.03,0
