"","y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","SeriousDlqin2yrs"
"92791",0,0.9999999,42,0,0.310798607,10666,6,0,2,0,0,1
"92801",0,0.71512602,54,0,0.179777638,1800,5,0,1,3,0,1
"92811",0,0.012487441,64,0,0.321279787,10000,17,0,4,0,3,1
"92821",0,0.823917608,29,0,0.517319043,1738,8,1,0,1,0,1
"92831",0,0.280477039,42,0,0.245709502,2308,1,98,0,0,0,0
"9284",0,0,53,2,0.190778239,4166,19,0,2,0,1,0
"9285",0,0.945346698,48,6,0.187283682,12013,10,0,0,0,0,1
"92861",0,0.056956282,59,0,0.314934389,4300,5,0,0,1,3,1
"92871",0,0.001714122,49,0,0.714157438,1600,6,0,1,0,1,0
"92881",0,0.611469595,32,0,0.111351092,4466,13,0,2,0,1,0
"92891",0,0,69,0,0.009996002,3692,2,0,0,0,4,1
"92901",0,0.496733479,66,0,0.003570518,7000,7,0,1,0,0,0
"92911",0,0.9999999,50,0,494,4800,12,0,1,0,1,1
"92921",0,0.778719498,64,0,0.534500202,4200,12,0,3,0,5,0
"92931",0,0.410353255,47,0,0.109125718,5751,10,0,0,0,0,1
"92941",0,0.984611389,37,1,0.352905932,7000,5,0,0,0,2,1
"92951",0,0.550489902,36,0,0.459621597,1,8,6,0,0,0,1
"9296",0,0.91833787,29,0,1.5337132,4800,3,0,1,0,1,0
"9297",0,0.07293595,75,2,3.249566997,500,4,1,1,1,1,1
"92981",0,0.049535921,79,1,0.497158014,2200,7,0,0,0,0,1
"92991",0,0.9999999,52,0,0.017196561,5950,4,0,0,1,0,1
"93001",0,0,64,0,0.030777256,3000,4,0,0,2,3,1
"93011",0,1.116601888,71,2,0.433723384,9500,6,0,0,0,0,0
"93021",0,0.070404172,32,0,0.138225131,3500,16,0,0,0,2,1
"93031",0,0.42041449,30,0,0,7900,13,0,1,1,0,1
"93041",0,0.533255896,35,1,0.262315943,2000,4,0,1,0,1,0
"93051",0,0.012707804,49,0,0.361330935,4500,10,0,0,0,0,1
"9306",0,0.403857481,50,0,0.220219726,4064,12,0,0,0,0,0
"93071",0,0.515013189,45,0,0.106736658,2584,9,0,0,0,2,1
"93081",0,0.827242525,54,0,0.458074026,4588,20,0,0,0,0,1
"93091",0,0.958639497,55,0,0.526604069,5100,9,0,0,0,2,0
"93101",0,0.674689872,71,0,0.209647495,7517,24,0,0,0,0,1
"9311",0,1.010215851,47,0,3.994011976,4000,11,1,0,2,0,0
"9312",0,0.714107366,48,0,0.042825184,20416,4,1,0,0,1,1
"9313",0,0.73835561,56,3,0.190878285,1367,7,1,3,0,2,0
"9314",0,0.9999999,53,0,0.536700868,3700,16,0,2,0,0,0
"93151",0,1.062392987,42,2,0.644510276,6200,4,0,1,0,4,1
"93161",0,0.9999999,48,0,0.197436236,3900,7,0,0,0,0,1
"93171",0,0.895728527,26,0,0.459220111,5000,3,0,0,0,0,1
"93181",0,0,51,0,1.755122439,8800,5,5,1,0,2,0
"93191",0,0.9999999,49,0,1.203312192,3068,14,0,0,0,2,0
"93201",0,0.835450948,31,0,0.460513162,2962,2,1,0,0,0,0
"9321",0,0.566752318,39,0,0.506017604,4000,3,0,1,1,0,0
"93221",0,0.9999999,46,0,0.300569143,3122,7,0,0,0,1,0
"93231",0,0.002903132,76,4,0.247244314,11370,2,0,1,1,3,1
"93241",0,0.98130113,47,2,0.365572894,4700,7,0,1,0,0,1
"93251",0,0,50,0,0.554579035,50000,7,0,1,0,1,0
"93261",0,0.950325345,42,3,0.005691432,3833,0,0,1,0,0,1
"9327",0,1.109578084,34,1,0.822672578,2000,16,0,0,0,4,1
"93281",0,0.9999999,53,0,0.523809524,3570,12,0,0,0,1,1
"93291",0,0.330700654,58,0,5.840319361,4,10,0,1,3,0,1
"93301",0,1.010786635,50,2,0.818883341,9058,10,0,2,0,0,1
"93311",0,0.943599385,24,0,0.101842594,5634,9,1,0,0,0,0
"93321",0,0.010549824,61,1,2.021295089,4000,1,0,1,0,3,0
"93331",0,0.065464485,57,1,0.405961854,2916,2,0,2,0,2,1
"93341",0,0.578609494,62,0,0.116627791,4000,3,0,0,0,0,1
"93351",0,0.201794088,46,1,0.457522357,7500,6,0,1,0,0,1
"93361",0,0.01555156,43,0,0.306489729,7900,17,0,1,0,0,0
"93371",0,0.113879794,64,0,0.191382205,10333,14,0,0,0,0,0
"93381",0,0.001049948,53,0,1.077169132,2770,1,0,2,0,0,0
"93391",0,0.898809185,40,0,0.077644118,4134,15,1,1,0,0,0
"93401",0,0.200722771,47,0,0.425203601,6600,9,0,1,0,0,1
"93411",0,0.9999999,44,3,0.094893155,8333,19,0,4,0,2,1
"93421",0,0,47,0,0.327949546,1800,9,0,0,0,0,0
"93431",0,0.9999999,66,0,0.665453944,9100,6,0,0,0,0,1
"93441",0,0.918718756,59,0,0.25247896,9000,6,0,0,1,0,1
"93451",0,0.9072394,26,2,0.107070334,2996,8,1,0,0,2,1
"93461",0,0.899540031,76,0,0.443625946,4800,5,0,0,0,1,1
"93471",0,0.126956584,46,0,0.352312179,5150,6,0,0,0,0,0
"93481",0,0.356532173,76,0,0.010989011,3612,10,0,0,0,1,1
"9349",0,0.92563818,33,1,0,2034,11,0,4,0,0,0
"93501",0,0.030645512,35,1,0.250721015,2916,3,0,1,0,2,0
"93511",0,0.670036663,63,1,0.181275561,2000,13,0,1,0,1,0
"93521",0,0.34644226,37,0,0.106998654,8532,6,0,1,0,0,0
"93531",0,0.465295572,54,3,0.010923185,3100,12,0,0,0,1,1
"93541",0,0.041399781,63,0,0.232451573,2280,19,0,1,0,0,0
"93551",0,0.9999999,58,0,0.53801306,5000,2,0,0,0,1,1
"93561",0,0.926528767,33,0,0.025987006,2309,9,0,2,0,0,0
"93571",0,0.52937284,49,0,0.406865861,4350,4,0,1,2,1,1
"93581",0,0.351061603,66,2,0.495975232,16666,10,0,0,0,0,0
"93591",0,1.162879476,30,1,0.196474599,5700,10,0,1,0,0,1
"93601",0,0.066722704,66,0,0.131448571,7300,15,5,1,1,1,1
"93611",0,0.613545817,58,0,0.148148148,5408,3,0,1,0,1,0
"93621",0,0.020825619,51,0,0.327704954,10500,11,4,0,0,0,1
"93631",0,0.008755361,50,0,0.320412244,9544,5,0,0,0,2,1
"93641",0,0.943854792,40,0,0.529814942,5000,3,0,2,1,1,0
"93651",0,0.458999783,80,3,0.103474131,2800,3,0,1,0,1,1
"93661",0,0.020892688,46,2,0.463407134,5810,2,0,1,0,0,0
"9367",0,1.019150708,58,5,0.212106589,7595,6,0,1,0,4,0
"93681",0,0.9999999,42,0,0.07918733,4583,8,0,2,3,2,0
"93691",0,0.196118287,70,0,0.258009064,4500,3,5,2,1,1,0
"93701",0,0.020095961,38,2,0.33561891,1200,21,0,2,0,1,1
"93711",0,0.101187372,29,0,0.266531027,7300,9,0,3,0,0,1
"9372",0,0.251304387,49,0,0.291953093,2601,13,0,1,1,0,1
"93731",0,0.239152173,43,0,0.42251107,2908,4,0,1,0,2,1
"93741",0,0,75,0,1.250323057,12900,0,0,0,0,0,1
"93751",0,0.227453811,42,1,0.322247862,9534,10,0,2,0,0,0
"9376",0,0.573685263,34,0,0.381441237,1833,8,1,1,0,2,0
"93771",0,0.045869095,31,0,0.291024585,5200,8,0,2,0,2,1
"93781",0,0.405298187,44,2,0.651449517,6366,9,0,1,0,0,1
"93791",0,0.659962114,50,0,27,6500,23,2,1,1,0,0
"93801",0,0.922072556,41,0,0.471799808,5410,5,0,0,0,0,1
"93811",0,0.9999999,50,2,0.001427552,3812,2,1,0,0,3,0
"9382",0,0.281383047,46,1,0.647597889,2500,19,0,0,0,1,1
"9383",0,0.008678032,66,0,0.426661241,9583,4,0,1,0,2,1
"93841",0,0.9999999,64,0,0.007248188,10800,7,0,2,0,1,1
"93851",0,0.169800104,43,1,0.304649742,4299,9,0,2,1,3,1
"93861",0,0.850282951,49,0,0.241394431,8500,6,1,2,2,0,0
"93871",0,0.152726117,32,0,0.340119978,936,2,0,4,0,0,1
"93881",0,0.725659293,46,0,0,3500,11,0,1,0,4,0
"93891",0,0.321610589,31,2,0.232160713,12026,1,0,0,0,0,0
"93901",0,0.543607541,52,0,0.8684786,6416,8,0,1,2,0,0
"9391",0,0.882193232,35,0,0.332784378,7000,8,0,2,98,3,1
"93921",0,0.465940054,35,3,0.333422217,6250,14,4,0,0,0,0
"9393",0,0.021403167,50,0,0,3300,6,0,0,0,0,0
"93941",0,1.019492026,73,2,0.387497927,8683,20,1,0,0,1,1
"93951",0,0.234742206,40,4,0.325188175,5833,5,0,0,0,0,0
"93961",0,0.610167813,40,2,0.052176528,8000,0,0,0,0,3,1
"93971",0,0.404014625,57,0,2.911307272,3122,5,0,0,0,0,1
"93981",0,0.584293849,47,0,0.322167985,2484,9,0,1,0,1,0
"93991",0,0.842078961,62,0,0.401617251,7755,12,0,0,0,2,1
"94001",0,0.382412246,35,1,0.044093178,2100,9,0,0,0,0,0
"94011",0,0,53,0,0.221777859,6507,9,0,1,0,3,0
"9402",0,0.9999999,29,0,0.637827445,1600,9,0,3,0,1,0
"94031",0,0.946843854,25,0,0.601036269,3500,6,0,2,0,1,0
"94041",0,0.774788624,60,0,0.166138639,701,3,0,0,0,0,0
"94051",0,0.9999999,41,1,0.397963821,14583,10,0,2,0,0,1
"94061",0,0.133573751,71,0,0.000267451,5828,10,0,1,0,2,0
"94071",0,0.048853201,25,0,0.04484433,3750,14,0,0,0,0,1
"94081",0,0.9999999,67,0,0.569664903,5500,4,0,7,0,0,1
"94091",0,0.234865214,25,0,2.314423657,2083,15,0,1,0,3,1
"9410",0,0.806896168,50,0,0.139151581,7000,21,0,2,0,0,0
"94111",0,0.17965008,62,0,0.055736066,3200,10,0,2,0,0,0
"94121",0,0.163540998,44,0,0.740103958,8364,1,0,1,0,0,1
"9413",0,0.701513853,48,3,0.454446263,3800,3,0,0,0,1,0
"94141",0,0.286414471,33,0,0.535178777,2944,11,0,0,0,0,0
"9415",0,0.012526208,40,2,0.028994201,7784,4,0,1,0,1,0
"9416",0,0.002109616,37,1,0.447300771,3541,6,0,0,0,0,1
"94171",0,0.9999999,27,4,0.610324729,7000,13,0,0,0,2,0
"94181",0,0.846902795,33,0,0.378684545,3600,3,0,0,0,1,0
"94191",0,0.00694116,52,0,0.180303591,6000,11,0,0,0,0,0
"94201",0,0.101727285,43,0,0.807596202,2900,8,4,3,0,0,1
"94211",0,0.886787623,66,0,0.350832458,3550,10,3,2,0,2,1
"94221",0,0.498410055,60,5,0.026328945,8000,12,0,2,0,3,0
"94231",0,0.678235034,56,0,0.376646474,4053,12,0,0,0,0,1
"94241",0,0.056828985,58,0,0.381809095,1150,5,0,0,0,1,0
"94251",0,1.0184795,33,0,0.016424661,5210,6,0,2,0,0,1
"94261",0,0.948785237,38,0,0.508900268,1,5,0,1,0,1,1
"9427",0,0.924043404,50,0,0.039669421,5541,1,0,0,0,0,0
"94281",0,0.808226582,64,0,0.220879403,5833,8,0,2,0,0,0
"94291",0,0.429098881,61,0,0.03978935,3000,7,0,0,1,0,1
"94301",0,0.409985282,28,2,0.032193561,4458,5,0,0,0,2,1
"94311",0,0.807172946,34,1,0.700683851,5824,11,0,1,0,1,1
"94321",0,0.445703733,23,0,1.371223647,3000,17,2,2,0,1,0
"94331",0,0.9999999,57,0,0.275668537,12766,5,0,0,0,0,0
"94341",0,0.298733454,66,3,0.470843052,13500,9,0,0,0,0,0
"94351",0,0.033770464,53,3,0.187355342,8900,5,3,0,0,0,0
"9436",0,0.921659712,34,0,0.37817396,1600,11,0,0,1,0,0
"94371",0,0.867798762,64,1,3129,3900,16,0,3,0,0,1
"94381",0,0.931133608,66,0,0.52299489,6442,13,0,1,0,2,0
"94391",0,0.125623449,55,0,2838.5,10116,1,2,0,0,3,1
"94401",0,0.401029529,53,1,0.152472929,5667,7,0,2,0,1,0
"94411",0,0.13459708,50,0,0.208721526,3700,11,5,1,0,0,1
"94421",0,0.9999999,37,1,0.296300362,3750,10,0,0,0,1,0
"94431",0,0.379509835,29,0,1.459482214,3582,15,0,1,0,0,1
"94441",0,0.289104052,84,0,0.778863516,3109,8,0,0,0,2,0
"94451",0,0.742658668,63,0,1.889194297,3718,21,0,1,0,2,0
"94461",0,0.637362637,68,0,0.006283919,7500,7,0,0,0,0,0
"94471",0,0.9999999,21,2,0.328736445,9675,14,0,2,0,0,0
"94481",0,0.955780416,32,0,0.295736872,5127,4,0,4,0,0,1
"9449",0,0.084332056,39,0,0.495745571,8250,1,0,1,0,3,1
"94501",0,0.601856192,55,0,0.200337298,2000,7,0,2,0,1,0
"94511",0,0.000838656,43,1,0.988754686,6200,8,0,1,0,0,0
"94521",0,0.093702803,32,2,0.230809399,7100,5,2,1,0,1,0
"94531",0,0,63,0,0.18064247,7801,11,2,1,0,0,0
"94541",0,1.282392027,63,0,0.092045181,7517,16,2,0,4,0,1
"94551",0,0.384348038,51,1,0.357370095,2200,13,0,0,0,4,1
"9456",0,0.9999999,39,0,0.606605257,6900,9,0,2,0,0,0
"94571",0,0.585562134,60,0,0.498692509,10430,7,1,0,0,0,1
"94581",0,0.808606258,44,0,0.03992016,5083,9,1,2,1,1,0
"9459",0,0.806193806,68,0,0.314259345,10000,18,0,0,0,3,0
"9460",0,0.332711121,54,6,0.435854715,7615,3,0,0,1,0,1
"94611",0,1.172821873,53,0,0.031093837,9630,12,2,3,0,0,0
"94621",0,0.624614172,57,0,0.162408354,55000,15,1,2,0,0,1
"94631",0,0.9999999,68,0,0.229387755,11322,5,0,3,0,0,0
"94641",0,0.919970631,27,0,0.110851506,4400,6,0,0,0,1,1
"9465",0,0.386110231,55,0,0.591340866,7284,5,0,1,0,0,1
"94661",0,1.034643571,36,0,0.865151515,9233,5,0,1,0,1,0
"94671",0,1.34620506,51,0,0.424242424,4166,6,0,1,0,2,1
"94681",0,0.9999999,61,0,0.266163075,3800,5,0,1,0,0,1
"94691",0,0.50734912,45,0,0.134529886,5000,11,1,0,0,1,0
"94701",0,0,60,0,0.50281767,7459,1,0,2,0,0,0
"94711",0,0.012487441,47,3,0.966413435,5950,16,0,1,3,2,1
"9472",0,0.558521287,46,1,0.953835474,1800,12,3,0,0,0,0
"94731",0,0.900041649,50,0,0,10000,11,0,3,0,2,0
"9474",0,0.65512087,68,2,0.261658729,3482,1,3,2,0,1,0
"9475",0,0.074066791,31,5,0,2960,15,0,2,0,1,0
"94761",0,0.52710085,34,0,0.351683072,10700,1,0,1,0,0,1
"9477",0,0.814558059,26,1,0.200131557,3000,20,0,1,0,0,1
"9478",0,0.081390169,61,1,2.044636909,7917,13,0,1,0,0,0
"94791",0,0.221254463,30,0,0.357940343,7416,4,0,3,0,0,1
"9480",0,0.923931149,40,0,0.604191194,2333,13,0,2,0,0,1
"94811",0,0.893687708,42,0,0.289892632,6000,1,1,0,0,1,1
"94821",0,0,60,0,0.271791502,5900,6,0,1,0,2,0
"9483",0,0.774848067,67,1,0.354434072,3900,5,0,2,0,0,1
"94841",0,0.853629274,59,0,0.457627119,7300,10,1,1,1,1,0
"94851",0,0.9999999,50,0,0.403146247,4708,6,0,1,0,3,1
"94861",0,0.049160762,46,1,0.4502933,4791,8,2,0,0,1,0
"9487",0,0.9999999,31,2,0.53801306,5833,11,0,0,0,3,1
"94881",0,0.244548189,29,0,0.329833508,10483,6,0,2,0,2,0
"9489",0,0.238726369,80,0,0.234301781,10300,13,0,0,0,0,0
"94901",0,0,42,2,1.005998286,8500,5,0,0,1,3,0
"94911",0,0.158985547,79,2,0.591201257,5893,9,0,2,0,2,0
"94921",0,0.258853044,27,0,0.36315921,5121,10,0,0,0,0,1
"9493",0,0.970553634,46,0,0.158099047,9000,1,0,1,0,0,0
"94941",0,0.83650103,60,0,0.764833732,8500,3,0,1,0,1,1
"94951",0,0.44451931,44,0,0.490467938,500,12,0,0,0,1,0
"9496",0,0.993742348,33,1,0.127624125,11250,14,0,1,0,0,1
"94971",0,0.498233451,36,0,0.179164167,13500,10,0,1,4,0,0
"94981",0,0.425135764,60,1,0.573587142,1600,8,3,1,0,0,0
"9499",0,0.835027495,67,0,0.026858214,11583,11,0,3,0,0,1
"95001",0,0.723310676,35,0,0.170775171,631,5,0,4,0,0,0
"95011",0,0.006364022,58,0,0.253266332,8584,7,0,2,0,0,1
"95021",0,0.610335593,32,0,0.254529255,2400,4,4,1,2,0,0
"95031",0,0.9999999,49,0,0.217188062,3000,19,1,1,1,0,0
"95041",0,0.243071824,31,0,0.006894174,12083,14,0,3,1,0,0
"95051",0,0.003235199,67,0,0.152967147,10160,10,0,2,0,0,0
"95061",0,0.000774879,45,4,0.168526786,2707,3,0,3,0,1,0
"95071",0,0.206145917,31,2,0.186162767,10480,6,0,1,0,0,1
"9508",0,0.003717472,54,0,0.209399167,4766,8,0,1,0,2,0
"95091",0,0.018249848,30,0,0.50429914,440,0,0,0,0,0,0
"95101",0,0.373295238,70,0,0.140388769,2226,1,3,0,4,2,1
"95111",0,0,40,0,0.15963396,15000,14,0,0,0,3,1
"9512",0,1.007497657,67,1,0.182562423,6763,5,0,2,0,3,1
"9513",0,0.064576202,32,1,0.11385248,2666,7,2,2,0,0,1
"95141",0,0.046718131,53,0,1.704893868,2200,7,0,2,0,0,0
"95151",0,0.9999999,60,0,0.07522666,4670,18,0,2,0,1,1
"95161",0,0.982516284,64,0,0.297337833,6100,17,0,2,0,0,1
"95171",0,0.522606616,39,0,0.333256723,3000,3,0,0,0,1,0
"9518",0,0.320945193,43,0,0.032305704,2683,9,0,1,0,0,1
"95191",0,0.832737202,54,0,0.074423771,3063,3,3,0,0,0,0
"95201",0,0.901063046,50,1,0.291444154,21533,10,0,1,1,2,0
"9521",0,0.9999999,37,0,0.094893155,4788,9,0,2,0,1,1
"95221",0,0.057580469,70,0,0.642470282,12111,0,0,0,0,0,0
"95231",0,1.458471761,50,0,0.166358025,6833,8,0,0,1,0,1
"95241",0,0.043590564,34,0,0.806771849,1700,4,0,6,0,1,0
"95251",0,0.9999999,39,0,0.568725483,2500,4,0,1,0,3,1
"95261",0,0.096894824,55,0,0.204984232,1600,9,0,1,0,0,0
"95271",0,0.083958818,42,1,0.378415654,2500,5,0,0,0,1,0
"9528",0,0.000352927,63,0,0.238765929,6500,2,0,1,2,1,0
"9529",0,0.121702427,48,1,0.339732054,1,4,0,0,1,0,1
"95301",0,0.9999999,31,2,0.319516767,2900,8,0,0,1,0,1
"95311",0,0.491773137,46,1,0.420687261,1700,11,0,0,0,0,0
"95321",0,0.278703667,54,2,0.245189042,10080,6,5,1,0,1,0
"95331",0,0.419983268,61,0,0.785196922,7054,8,0,0,0,3,1
"95341",0,0.05957738,30,0,0.274483678,8290,4,0,2,0,2,0
"95351",0,0.755122439,22,0,0.166755319,4166,10,0,0,0,0,1
"95361",0,0.659191544,33,0,0.784920752,2680,9,0,1,0,1,0
"95371",0,0.9999999,72,0,0.131988767,8783,7,0,0,0,0,0
"95381",0,0.04872816,40,2,0.545613597,0,20,1,0,0,0,0
"95391",0,0.9999999,50,1,0.089955022,11000,7,3,3,0,0,0
"9540",0,0.961038961,56,1,0.547095998,12000,8,0,0,0,0,0
"95411",0,0.637450199,74,1,0.473276991,4600,4,0,1,0,3,1
"9542",0,0.055133858,55,0,0.285047767,2880,24,1,0,0,2,0
"95431",0,0.006325949,77,1,3.320341048,3083,10,0,0,0,0,1
"95441",0,0.674757357,56,1,0.507423226,3600,10,0,1,0,0,1
"95451",0,0.275279002,62,0,0.305088562,4500,6,0,0,1,1,0
"9546",0,0.9999999,34,1,0.272590588,7145,8,0,2,0,2,0
"9547",0,0.05629303,59,0,0.173241229,8940,10,0,1,0,0,1
"95481",0,0.525949135,58,1,0.357371019,15833,5,0,1,0,0,0
"95491",0,0.169652296,43,0,452.5,3900,11,0,0,0,1,0
"95501",0,0.988496593,53,0,0.11385248,4772,57,0,1,2,3,0
"95511",0,1.059247162,25,0,0,4583,7,0,1,0,1,0
"9552",0,0.228121705,65,0,0.454947368,5420,14,0,2,0,0,1
"95531",0,0.98443029,62,1,0.437340153,10374,4,0,1,0,3,0
"9554",0,0.638994092,45,0,0.035383666,1078,3,3,1,0,0,0
"9555",0,0,59,0,0.166574125,4200,4,2,1,0,0,0
"9556",0,0.038860571,30,1,0.51812047,11580,7,0,1,0,0,1
"9557",0,0,49,0,0.06287497,2000,2,0,0,0,0,0
"95581",0,0.957802813,48,0,0.26785353,2032,8,0,3,1,0,0
"9559",0,0.114307453,63,0,0.475074989,1162,16,0,0,0,0,1
"95601",0,0.200482121,70,0,0.362399674,2523,13,3,1,0,0,0
"95611",0,0.798018039,48,2,0.355661882,6640,5,0,3,0,0,1
"9562",0,0.419674858,53,0,0.065060611,6913,11,0,1,0,1,0
"95631",0,0.159851455,51,0,0.360663984,3569,5,3,1,0,0,0
"95641",0,1.024519049,63,0,0,5166,7,0,0,0,0,1
"95651",0,0.046032153,43,0,0.847757783,16251,8,2,0,0,0,1
"95661",0,0.945750303,69,0,0.089740358,2600,7,0,0,0,0,0
"95671",0,0.82256518,67,0,0.161900757,1600,12,0,0,0,1,1
"95681",0,0.321610589,29,1,0.588601267,2283,9,1,0,98,2,0
"9569",0,0.086181724,62,0,0.361919154,9071,4,3,0,0,3,1
"95701",0,0.513915249,58,0,0.416097191,15971,10,1,0,0,0,1
"95711",0,0.003274757,36,1,0.672661871,2800,2,0,1,1,1,0
"9572",0,0.956704602,39,0,0.667339727,5000,9,0,0,0,0,1
"95731",0,0.433287019,88,1,0.006894174,5365,11,0,0,0,1,1
"95741",0,0.02134051,30,0,1.38353882,5900,10,0,1,0,3,1
"95751",0,0.518192947,48,0,0.2055993,2944,12,2,2,0,2,1
"95761",0,0.939637723,56,0,0.112401649,3100,9,0,1,0,1,1
"95771",0,0.000473659,22,6,0.419720187,13355,3,0,2,0,1,1
"95781",0,0.993810997,41,1,0.720659918,5835,13,0,0,0,0,1
"95791",0,0.238224127,35,1,0.217951566,3500,9,1,2,0,0,1
"9580",0,0.171424431,49,1,0.345543538,15833,10,0,0,1,0,1
"9581",0,0.174150344,70,0,0.211802136,6000,8,0,1,0,0,0
"95821",0,0.037910913,51,1,0.733180587,9300,9,0,4,0,0,0
"95831",0,0.944256968,52,2,1.206393329,3850,4,0,2,0,3,1
"95841",0,0.179494391,67,0,0.487205004,8300,6,0,0,0,0,1
"95851",0,0.573685263,35,0,0.008883953,12800,8,1,1,0,0,0
"95861",0,0.686493217,76,0,0.351464854,10850,2,0,3,0,2,0
"9587",0,0.090139297,51,0,0,4200,11,0,0,0,0,0
"95881",0,0.941352882,34,0,0.111725132,6750,14,1,0,0,1,0
"95891",0,0.734436377,55,2,0.010371537,3333,10,0,2,2,2,1
"95901",0,0.005627802,32,0,0.229387755,25800,21,0,4,3,0,1
"95911",0,0.409731046,53,0,0.022325709,4033,6,1,0,0,0,0
"95921",0,0.233502947,50,1,0.00539892,4166,1,1,1,0,0,0
"95931",0,0.522507486,66,0,0.857121662,12000,14,0,1,0,2,1
"95941",0,0.10719755,28,0,0.25054989,1417,6,0,2,0,2,1
"95951",0,0.918630086,64,3,0.192903548,2916,7,0,0,0,1,0
"95961",0,0.02331266,42,0,0.203622736,4100,4,0,0,0,0,1
"95971",0,0.007008427,39,0,0.183799026,14200,11,0,2,0,0,1
"95981",0,0.635748138,53,2,0.278876582,2300,9,2,0,0,3,0
"95991",0,0.411284818,73,0,0.598782873,7696,9,0,2,0,0,1
"96001",0,0,44,1,0.134276562,3666,12,0,0,0,0,1
"96011",0,0.046718131,48,0,0.445895823,3796,0,0,0,0,0,0
"96021",0,0.45508982,54,0,0.242464343,6425,8,0,1,0,0,0
"9603",0,0.172915361,26,2,0.884470118,3333,17,1,2,0,0,0
"96041",0,0.70643119,42,0,0.288673943,14333,12,0,0,0,3,0
"96051",0,0.446449205,66,2,0.24515097,2800,9,1,2,0,1,0
"9606",0,0.311172207,65,0,0.10756148,4000,13,3,0,1,0,0
"9607",0,0.996631106,27,5,0.236884525,3708,13,0,0,0,0,1
"96081",0,0.108741684,66,3,0.513948605,799,8,0,0,0,0,0
"96091",0,0.622399581,50,0,0.03583169,5400,6,1,0,0,2,1
"96101",0,0.933729395,39,3,0.065363958,11695,4,0,3,0,0,0
"96111",0,0.033541009,81,0,0.021969501,10459,3,0,2,98,0,1
"9612",0,0.933491218,56,0,0.46374635,6792,5,0,0,0,1,1
"96131",0,0.150746574,34,0,0.271840715,4100,7,0,0,0,1,1
"96141",0,0.326146058,31,0,0.519118997,4440,5,0,2,0,0,0
"96151",0,0,27,6,0.147170566,2326,15,0,2,0,0,0
"96161",0,0.187146271,31,0,0.804941482,13788,1,0,0,0,0,0
"96171",0,0.27924661,55,2,0.004999107,4300,19,0,2,1,0,1
"96181",0,0.9999999,38,0,0.305136795,4500,9,1,2,0,1,0
"96191",0,0.814154511,50,0,0.138811824,39999,2,0,0,0,0,0
"96201",0,0.715663562,37,0,0.057051453,6016,6,0,0,0,1,1
"9621",0,0.010732976,52,0,0.288136949,3937,15,1,1,0,3,1
"96221",0,0.035748892,50,0,0.053595712,1500,9,0,1,0,0,0
"96231",0,0.508659792,64,0,0.445156125,3333,10,0,2,0,2,0
"96241",0,0.692001401,59,1,0.342370152,8851,5,0,1,0,1,1
"96251",0,1.00109989,24,0,0.17994002,3100,3,0,1,0,4,0
"96261",0,0,51,0,0.064971487,5000,7,2,2,2,1,0
"96271",0,0.096864269,57,2,1.546090782,2400,2,0,1,1,2,0
"96281",0,0.168080338,54,0,0.341648374,7916,10,0,3,0,1,0
"96291",0,0.9999999,63,0,0.159812933,2162,4,4,1,0,0,0
"96301",0,0.9999999,44,1,0.445900911,6312,3,0,2,0,0,1
"96311",0,0.251497006,52,1,0.132871744,5000,12,0,0,0,1,1
"96321",0,0.760447825,33,1,0.173230064,20000,7,1,1,0,0,1
"96331",0,0.092476381,46,0,1.193859336,8333,16,0,1,0,0,0
"96341",0,0.697455952,60,0,0.410103491,6000,7,5,7,0,4,1
"96351",0,0.46638433,28,0,0.355205599,7100,2,0,1,0,1,0
"9636",0,0.055773077,44,0,0.651449517,6000,5,0,2,98,0,1
"9637",0,0.003259935,60,2,0.69259767,6072,2,0,1,0,0,1
"96381",0,0,43,4,0.003951211,0,4,0,3,0,3,1
"9639",0,1.04745167,35,1,0.83837807,2768,2,0,1,0,0,0
"96401",0,1.287356322,28,4,0.114136287,3600,22,0,1,0,0,1
"96411",0,0.923865675,60,0,0.468960707,27390,3,0,3,0,2,0
"96421",0,0.040647773,51,0,0.532405455,4000,7,0,2,0,0,1
"96431",0,0.9999999,75,0,0.098360656,4166,6,0,1,0,0,0
"96441",0,0.9999999,25,0,1.032312388,3250,5,0,3,0,0,1
"96451",0,0.028440999,29,0,0.15390163,14000,15,0,2,0,2,0
"9646",0,0.392764599,52,1,0.247094856,10500,22,1,0,0,0,1
"96471",0,1.385685885,22,0,0.031643336,5417,5,0,0,0,0,1
"96481",0,1.1005996,32,0,0.290044372,5500,4,0,0,0,0,0
"96491",0,0.011086796,65,2,0.253222503,3500,3,0,1,0,4,0
"9650",0,0.752144448,38,2,0.311280343,5200,9,0,1,0,0,0
"96511",0,0.278216741,30,1,0.264273504,4965,6,0,1,1,0,0
"96521",0,0.040314186,63,0,0.150881658,2080,6,0,2,1,1,0
"96531",0,0.577449623,74,0,0.377785396,3557,5,0,0,2,0,0
"96541",0,0.551177953,44,0,0.940035273,5450,6,0,2,0,0,0
"9655",0,0.618229638,37,0,0.719534884,6908,22,0,0,0,0,1
