"","y","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"19991",0,7.8,0.2,0.28,1.5,0.03,75,65,0.9982,3.3,0.5,10,6
"20001",0,6.4,0.24,0.46,6.7,0.049,11,180,0.99463,3.31,0.55,10.5,5
"20011",0,5.7,0.32,0.2,9.7,0.06,67,110,0.99,3.3,0.61,12.5,6
"2002",0,7.1,0.33,0.42,1.2,0.049,45,183,0.99198,3.14,0.44,12.9,6
"20031",0,6,0.33,0.4,14.4,0.034,5,192,0.9951,3.22,0.39,9.4,5
"20041",0,6.7,0.31,0.68,17.1,0.028,40,210,0.9925,3.25,0.57,9,6
"20051",0,6.7,0.17,0.31,1.1,0.034,37,116,0.9961,2.91,0.54,9.2,5
"20061",0,4.9,0.24,0.32,5,0.038,44,76,0.9975,3.29,0.72,9,7
"20071",0,6.9,0.17,0.37,3.9,0.044,35,164,0.99188,2.99,0.42,11,5
"20081",0,6,0.26,0.25,12.6,0.054,7,173,0.99444,3.05,0.58,10,7
"20091",0,8.1,0.19,0.4,1.5,0.032,13,127,0.99204,3.32,0.46,9.7,7
"20101",0,8,0.21,0.41,1.5,0.052,29,68,0.9937,2.95,0.46,9.5,6
"20111",0,7.8,0.64,0.24,17.5,0.024,23,131,0.99642,3.04,0.76,10.6,6
"20121",0,7.1,0.18,0.27,15.4,0.024,53,114,0.9909,3.45,0.4,9.2,6
"20131",0,6.4,0.33,0.69,3.3,0.067,35,114,0.99212,2.9,0.5,10.6,7
"20141",0,7.6,0.5,0.31,11.1,0.032,26,131,0.9928,3.54,0.52,10.3,7
"20151",0,6.1,0.26,0.41,8.3,0.054,51,204,0.9966,3.26,0.64,12.7,6
"20161",0,6,0.255,0.07,11.8,0.044,52.5,110,0.99718,3.24,0.52,10,6
"20171",0,7.5,0.22,0.36,3.9,0.03,81,198,0.99675,3.09,0.41,11.1,6
"20181",0,7,0.28,0.28,14.2,0.033,30,145,0.98856,3.16,0.46,9.4,5
"20191",0,7.5,0.23,0.13,1.8,0.05,26,113,0.9983,3.26,0.98,11.6,5
"20201",0,5.3,0.26,0.4,0.9,0.038,30,176,0.9927,3.13,0.9,10,8
"2021",0,7,0.28,0.39,5.2,0.048,52,294,0.9911,2.9,0.3,12.6,6
"20221",0,6,0.25,0.32,2,0.044,65,135,0.99175,3.02,0.43,9,5
"20231",0,6.7,0.34,0.21,2.3,0.029,45,73,0.9966,3.08,0.6,8.9,7
"20241",0,7.1,0.43,0.59,6.6,0.028,46,174,0.9904,3.16,0.48,11,5
"20251",0,7.4,0.3,0.34,4.8,0.037,45,106,0.99602,3.28,0.38,9.8,6
"2026",0,8.2,0.17,0.15,11.4,0.044,47,89,0.9982,3.08,0.52,10.1,6
"20271",0,6.7,0.33,0.26,13.2,0.038,69,115,0.992,3.1,0.55,11.6,6
"20281",0,6.4,0.295,0.33,17.8,0.054,21,132,0.998,3.22,0.52,9.9,5
"20291",0,7,0.21,0.24,2.4,0.039,20,86,0.98976,3.07,0.39,12.8,7
"20301",0,7.2,0.29,0.22,18.4,0.044,53,167,0.9932,3.16,0.51,9.7,6
"20311",0,5.3,0.33,0.44,1.1,0.057,83,87,0.9927,3.11,0.36,12.2,7
"20321",0,7.2,0.4,0.32,4.3,0.037,22,205,0.9908,2.99,0.3,11.1,6
"20331",0,6.6,0.435,0.36,1.2,0.044,16,119,0.9942,3.26,0.44,9.9,9
"2034",0,8,0.19,0.71,3.2,0.036,61,87,0.99283,3.08,0.41,9.5,5
"20351",0,5.9,0.44,0.24,2.5,0.173,50,176,0.99118,3.25,0.65,9.5,5
"20361",0,7,0.475,0.32,13.1,0.053,34,66,0.99157,3.16,0.55,10.7,6
"20371",0,7.2,0.22,0.22,1.5,0.046,51,163,0.9914,3.14,0.8,11.3,7
"2038",0,6.7,0.21,0.24,9.3,0.056,15,162,0.9983,3.19,0.66,11,7
"2039",0,6.3,0.19,0.19,19.25,0.058,11,128,0.9948,3.19,0.5,10.8,6
"20401",0,6.9,0.31,0.15,14.15,0.067,20,114,0.9902,3.12,0.37,9.9,6
"20411",0,7.9,0.31,0.29,6.4,0.037,53,143,0.994,3.54,0.59,9.5,8
"20421",0,5.1,0.17,0.28,7,0.036,27,115,0.9978,3.38,0.54,12.7,6
"20431",0,7.1,0.15,0.51,7.1,0.038,37,174,0.99472,3.21,0.37,9.4,6
"20441",0,6.4,0.37,0.31,7.4,0.045,28,121,0.99705,3.13,0.48,10.6,5
"20451",0,6.6,0.33,0.49,1.6,0.034,47,194,0.9935,3.08,0.87,10.8,7
"20461",0,10.3,0.38,0.36,7.2,0.03,62,137,0.99435,3.19,0.32,10.5,6
"20471",0,8.7,0.43,0.19,11.2,0.048,25,111,0.99148,3.22,0.39,10.9,5
"20481",0,7.6,0.26,0.34,1.4,0.036,62,171,0.99375,3.14,0.48,11,4
"20491",0,7.5,0.23,0.38,5.9,0.039,28,202,0.99756,3.16,0.52,10,6
"20501",0,6.4,0.46,0.31,7.7,0.054,50.5,138,0.99098,3.13,0.55,12.4,5
"2051",0,7.6,0.27,0.27,1.5,0.052,8,112,0.99545,3.22,0.65,12,7
"2052",0,7.1,0.23,0.24,0.95,0.039,40,76,0.98912,3.26,0.31,11.2,5
"2053",0,6.1,0.23,0.28,15.8,0.046,18,137,0.99154,3.41,0.53,12.8,5
"20541",0,6.4,0.41,0.27,4.7,0.058,50.5,109,0.9979,3.25,0.48,11.5,5
"20551",0,7.4,0.15,0.51,9.1,0.033,19,115,1.0103,3.07,0.46,10.7,6
"20561",0,7.1,0.28,0.32,1.1,0.042,9,119,0.9938,3.08,0.48,9.4,7
"20571",0,6.8,0.3,0.54,1.4,0.041,44,155,0.9973,3.08,0.45,12.9,6
"20581",0,7.1,0.16,0.26,2.1,0.063,8,125,0.9892,3.14,0.4,13.7,5
"20591",0,5.8,0.32,0.26,1.6,0.054,39,101,0.9934,3.21,0.36,10.4,6
"20601",0,6.8,0.26,0.22,1.5,0.027,15,111,0.994,3.48,0.43,9.9,7
"20611",0,6.8,0.26,0.33,4.4,0.035,25,92,0.9965,3.4,0.42,8.9,6
"20621",0,8.1,0.22,0.25,8.6,0.038,39,98,0.99898,3.06,0.37,11.5,6
"20631",0,7.8,0.18,0.28,1.9,0.047,17,133,0.99287,3.07,0.46,9.2,5
"20641",0,7.6,0.32,0.39,6.1,0.019,29,195,0.9976,3.13,0.4,10.5,6
"20651",0,6.8,0.21,0.2,1.6,0.049,11,103,0.99456,3.35,0.42,11.4,6
"20661",0,6.5,0.34,0.27,3.5,0.032,21,74,0.99825,3.38,0.4,12,4
"20671",0,7.6,0.27,0.81,2.3,0.049,79.5,143,0.99007,3.16,0.33,13.7,6
"20681",0,6.4,0.22,0.28,15.4,0.051,23,153,0.9933,3.23,0.56,8.8,6
"20691",0,6.6,0.18,0.25,3.4,0.033,37,104,0.99031,3.29,0.61,9.6,7
"2070",0,7.3,0.25,0.74,9.6,0.047,36,123,0.99365,3.36,0.59,9.7,5
"20711",0,5.7,0.15,0.36,1.3,0.041,69,176,0.9982,3.29,0.47,12,7
"20721",0,6.4,0.29,0.33,8.5,0.044,54,111,0.99605,3.63,0.47,10.6,6
"20731",0,6.4,0.25,0.47,17.6,0.035,27,102,0.9935,3.21,0.41,9,6
"20741",0,7,0.3,0.32,7.9,0.039,20,92,0.98894,3.23,0.48,12.1,6
"20751",0,6.1,0.33,0.23,14.5,0.043,41,94,0.99398,3.28,0.38,10.4,5
"20761",0,7,0.32,0.21,1.6,0.028,51,204,0.9993,3.19,0.37,12.4,4
"2077",0,9.2,0.27,0.4,2,0.053,46,93,0.99808,3.66,0.29,9.5,7
"20781",0,7.1,0.38,0.52,6.4,0.048,61,154,0.9914,3.34,0.53,8.7,5
"20791",0,5.1,0.25,0.29,3.5,0.028,29,99,0.9896,3.06,0.61,9.8,8
"20801",0,5.8,0.2,0.19,2.9,0.033,40,111,0.9963,3.25,0.51,9.2,5
"20811",0,6.1,0.365,0.33,1.4,0.049,11,82,0.99238,3,0.62,12.9,6
"20821",0,7.5,0.245,0.34,14.2,0.038,44,120,0.9991,3.19,0.3,12.9,6
"20831",0,6,0.24,0.33,1.7,0.033,37,87,0.9969,3.32,0.49,12.5,6
"20841",0,6.2,0.56,0.46,10.2,0.041,8,129,0.99773,3,0.68,11.8,7
"20851",0,6.9,0.3,0.34,2,0.05,14,143,0.9938,3.25,0.48,9.6,6
"20861",0,7.1,0.24,0.09,7.9,0.031,12,175,0.99776,3.01,0.42,10.7,5
"20871",0,6.9,0.28,0.22,8.3,0.039,15,116,0.99634,3.56,0.49,11.1,6
"20881",0,6.3,0.27,0.33,11.8,0.048,53,178,0.9918,3.33,0.52,10.8,5
"2089",0,5.3,0.39,0.26,14.35,0.029,29,133,0.9955,3.23,0.57,10.6,7
"2090",0,7.6,0.33,0.26,7.1,0.048,24,91,0.9945,3.22,0.5,11.4,6
"20911",0,7.5,0.15,0.34,1,0.039,26,124,0.99718,2.98,0.64,9.7,6
"20921",0,7,0.19,0.31,5,0.044,25,113,0.99,3.18,0.76,12.2,6
"20931",0,5.5,0.31,0.26,11,0.037,50,161,0.9946,3.19,0.34,10.1,7
"20941",0,7.4,0.28,0.33,6.2,0.042,4,220,0.9956,3.04,0.51,10.4,6
"2095",0,6.4,0.38,0.3,2.6,0.05,40,113,0.9934,3.59,0.52,11.7,6
"20961",0,7.4,0.2,0.49,5.8,0.046,23,129,0.99855,3.22,0.5,13.3,6
"20971",0,6,0.15,0.34,6.5,0.049,14,122,0.9942,3.16,0.44,9.8,5
"20981",0,6.1,0.18,0.29,14.9,0.037,53,107,0.9895,2.9,0.52,9.8,6
"2099",0,8.2,0.22,0.32,5,0.042,34,99,0.9906,3.17,0.6,9.2,6
"21001",0,6.7,0.3,0.49,17.5,0.04,26,145,0.99388,3.3,0.44,9,6
"21011",0,7.8,0.44,0.28,17.5,0.049,61,154,0.99031,3.14,0.46,9,5
"21021",0,8.2,0.3,0.31,1,0.041,28,118,0.9956,3.09,0.42,8.6,6
"2103",0,7.4,0.37,0.49,4.3,0.047,20,115,0.99572,3.1,0.48,11.3,7
"21041",0,7,0.33,0.25,0.8,0.043,54,97,0.9899,3.21,0.42,10.3,6
"21051",0,6.7,0.15,0.39,11.8,0.034,45,191,0.99214,3.18,0.38,11.2,6
"21061",0,6.2,0.12,0.42,1.9,0.053,23,177,0.99335,3.3,0.39,10.7,7
"21071",0,6,0.34,0.27,2,0.037,21,153,0.9918,3.22,0.53,12.8,7
"2108",0,6.6,0.23,0.45,12.1,0.036,23,162,0.99683,3.66,0.58,10,8
"2109",0,7,0.19,0.44,5.1,0.032,12,55,0.9924,3.23,0.39,12.1,6
"2110",0,5.8,0.2,0.32,1.1,0.057,34,158,0.9923,3.29,0.4,9.3,6
"21111",0,6.2,0.38,0.45,11.8,0.056,62,155,0.9979,3.12,0.38,9.2,6
"21121",0,7,0.25,0.35,2.2,0.051,19,166,0.9936,3.36,0.45,10.1333333333333,7
"21131",0,6.8,0.27,0.08,1.1,0.049,55,120,0.9924,3.34,0.59,8.5,7
"21141",0,5.8,0.22,0.14,6.4,0.255,40,120,0.99313,3.14,0.4,12.4,4
"2115",0,5,0.31,0.27,1,0.062,39,143,0.99676,3.04,0.42,11,6
"21161",0,6.8,0.32,0.18,13.9,0.047,31,168,0.9912,3.06,0.57,9.4,6
"21171",0,5.5,0.21,0.32,1.8,0.048,19,125,0.99297,3.07,0.5,10.5,6
"21181",0,6.6,0.19,0.34,5.5,0.048,48.5,153,0.98896,3.16,0.46,11.5,5
"2119",0,7.1,0.36,0.27,6.6,0.053,37,118,0.99604,3.54,0.34,9.3,6
"2120",0,7,0.24,0.28,9.5,0.042,6,112,0.98774,3.4,0.43,9.7,6
"21211",0,7.2,0.36,0.34,10.4,0.046,45,112,0.99272,3.22,0.47,11.1,8
"21221",0,6.7,0.28,0.26,1.3,0.033,32,142,0.9916,3.22,0.39,10.1,7
"2123",0,5.3,0.26,0.25,6.2,0.042,7,114,0.9924,2.96,0.54,11.3,6
"21241",0,8,0.27,0.24,3.9,0.036,51,107,0.99672,3.28,0.54,9.1,7
"21251",0,9,0.25,0.23,11.2,0.037,11,130,0.999,3.3,0.52,10.1,6
"21261",0,7.5,0.22,0.25,2.1,0.04,49,138,0.9964,3.08,0.5,10.2,5
"21271",0,9.2,0.31,0.28,9,0.037,49,92,0.9929,3.12,0.65,10,8
"21281",0,6.1,0.32,0.37,10.4,0.028,39,138,0.99125,3.03,0.49,10.5,6
"21291",0,7.2,0.17,0.19,0.9,0.051,46,57,0.99758,3.1,0.44,9.6,7
"21301",0,6.3,0.32,0.37,11.8,0.037,42,129,0.99226,3.32,0.59,9.3,5
"21311",0,7.9,0.22,0.07,8,0.032,47,172,0.99311,3.27,0.51,10.8,6
"21321",0,6.3,0.25,0.34,5,0.054,16,153,0.99587,3.2,0.55,10.4,6
"21331",0,5.9,0.38,0.39,1,0.036,12,110,0.99116,3.19,0.62,11.3,6
"21341",0,6.1,0.23,0.26,8,0.056,20,143,0.9955,2.93,0.49,10.2,7
"21351",0,7.7,0.13,0.32,1.4,0.028,26,85,1.0024,3.19,0.72,9.7,7
"21361",0,5.5,0.25,0.31,1.1,0.04,46,234,0.9913,3.27,0.51,9.6,6
"21371",0,7.8,0.25,0.38,1.4,0.015,75,125,0.9926,2.99,0.48,8.8,6
"21381",0,7.1,0.24,0.39,1.5,0.04,55,161,0.98944,2.92,0.5,10.2,5
"21391",0,6.4,0.2,0.32,6,0.049,19,150,0.99622,2.99,0.4,10.4,7
"2140",0,6.2,0.285,0,13.7,0.048,26,129,0.99911,3.38,0.5,9.3,6
"2141",0,7.6,0.36,0.29,11.3,0.071,50,127,0.991,3.14,0.38,10,8
"21421",0,6.4,0.26,0.4,1.1,0.045,24,85,0.99413,3.25,0.62,9.1,6
"2143",0,6.8,0.11,0.39,1.3,0.084,38,132,0.98951,2.91,0.38,9.7,5
"21441",0,6.6,0.17,0.37,5.9,0.047,25,116,0.9953,2.98,0.44,10.6,5
"2145",0,7.2,0.2,0.28,3.8,0.046,10,80,0.993,3.16,0.5,12.8,6
"21461",0,6.2,0.17,0.39,1,0.038,60,97,0.99085,3.42,0.38,9.9,7
"21471",0,7.4,0.3,0.32,1.1,0.058,31,131,0.9959,3.14,0.45,10,6
"2148",0,8.1,0.2,0.23,2.1,0.059,49,184,0.99176,3.2,0.47,10.8,5
"21491",0,6.7,0.12,0.37,2.3,0.033,48,200,0.99112,3.02,0.57,8.9,5
"21501",0,7.2,0.2,0.4,2.1,0.041,27,76,0.99012,3.16,0.42,11.2,5
"21511",0,5.1,0.18,0.31,3.4,0.047,32,104,0.99236,3.03,0.46,11,5
"2152",0,7.2,0.29,0.44,8.6,0.063,61,107,0.9973,3.06,0.28,10.1,6
"2153",0,6.5,0.21,0.34,2.1,0.026,37,146,0.9937,3.56,0.43,9.7,7
"21541",0,7,0.41,0.3,6.9,0.049,26,93,0.9996,3.44,0.49,9.5,6
"21551",0,7.6,0.38,0.26,4.7,0.038,54,132,0.9916,3.15,0.49,9.1,7
"21561",0,7.2,0.19,0.49,12.5,0.036,24,110,0.9978,3.44,0.61,10,5
"2157",0,5.8,0.2,0.37,1.7,0.027,19,159,0.9927,3.13,0.4,9.4,7
"2158",0,7.1,0.4,0.26,7.4,0.066,62,175,0.98959,3.36,0.68,9.4,5
"21591",0,6.8,0.18,0.27,14.3,0.062,32,184,0.9966,3.32,0.46,12.8,5
"21601",0,6.7,0.255,0.3,8.5,0.048,37,207,0.9954,3.13,0.4,9.7,6
"21611",0,7.6,0.26,0.36,5.3,0.051,86,227,0.9928,3.19,0.47,11,6
"21621",0,9.1,0.2,0.39,1.1,0.047,56,129,0.9953,3.06,0.53,12,6
"21631",0,6.7,0.17,0.34,9.3,0.044,30,107,0.9996,3.05,0.75,9.1,6
"21641",0,6.4,0.24,0.44,1.9,0.044,79.5,150,0.99129,3.03,0.6,9.8,5
"21651",0,7.9,0.34,0.32,4.3,0.044,38,140,0.9962,3.05,0.53,10.6,6
"21661",0,7.6,0.32,0.32,1.2,0.031,45,87,0.9974,3.18,0.75,12.6,5
"21671",0,6.4,0.22,0.27,13,0.038,78,134,0.99416,3.12,0.6,9.6,6
"21681",0,8.3,0.26,0.36,3.5,0.044,53,219,0.99269,3.15,0.47,9.1,7
"2169",0,6.7,0.16,0.34,8.2,0.037,52,229,0.9998,3.24,0.45,9.2,6
"21701",0,6.8,0.36,0.3,7.8,0.056,23,125,0.99834,3.28,0.68,9.75,6
"2171",0,7,0.31,0.57,14.75,0.05,10,141,0.999,3.22,0.39,10.6,6
"21721",0,7.3,0.19,0.27,3.7,0.03,23,150,0.99022,3.22,0.5,9.1,7
"21731",0,7.1,0.21,0.47,7.6,0.171,19,124,1.00051,3.3,0.61,9,5
"21741",0,7.2,0.28,0.29,7.7,0.043,19,112,0.9964,3.2,0.42,10.5,5
"2175",0,6.5,0.28,0.36,1.2,0.046,39,73,0.9972,3.1,0.52,11.4,6
"2176",0,7.3,0.16,0.28,1.2,0.029,56,156,0.99432,3.06,0.47,9.2,5
"21771",0,7.8,0.2,0.3,1.5,0.027,23,72,0.99165,3.37,0.67,11.2,5
"21781",0,6.4,0.24,0.28,2,0.05,24,166,0.98722,3.02,0.53,12,6
"21791",0,7.3,0.28,0.6,12.2,0.031,25,127,0.9906,3.12,0.6,10.4,7
"21801",0,7.4,0.18,0.21,2.6,0.045,29,122,1,3.26,0.63,9.5,6
"21811",0,6,0.28,0.28,4.6,0.047,54,124,0.9963,3.45,0.46,10,6
"21821",0,6.1,0.43,0.47,13.5,0.06,25,160,0.99526,3.14,0.33,12.6,6
"21831",0,5.8,0.145,0.44,6.65,0.052,50,146,0.9944,3.31,0.43,11.3,5
"2184",0,6.8,0.31,0.31,9.9,0.04,19,189,0.9932,3.25,0.62,10.6,6
"21851",0,7.5,0.335,0.38,3.6,0.053,12,159,0.99024,3.12,0.4,12.5,4
"21861",0,6.6,0.24,0.31,7.3,0.043,22,147,0.9958,3.06,0.37,9.3,7
"21871",0,7.4,0.41,0.21,3.2,0.031,18,188,0.9991,3.03,0.87,9.4,6
"2188",0,8.4,0.11,0.31,1.3,0.045,22,124,0.9927,3.07,0.39,10.5,6
"21891",0,7.1,0.25,0.34,10.5,0.056,31,170,0.998,3.28,0.47,9.5,6
"21901",0,5.4,0.2,0.27,4.5,0.021,18,245,0.99366,3.16,0.45,10,7
"2191",0,6.4,0.43,0.28,12.9,0.03,57,125,0.9928,3.02,0.5,9.7,3
"21921",0,8.2,0.45,0.32,2,0.051,59,168,0.99434,2.99,0.4,9.1,6
"21931",0,7.3,0.33,0.2,14.6,0.056,36,172,0.9992,3.27,0.62,8.8,7
"21941",0,6.1,0.16,0.35,9.1,0.053,52,132,0.997,3.25,0.44,11.4,4
"21951",0,6.3,0.2,0.25,7,0.03,34,71,0.993,3.12,0.47,9.2,5
"2196",0,6.4,0.16,0.38,5.4,0.046,31,133,0.99026,3.25,0.45,10.3,5
"21971",0,5.6,0.2,0.27,14,0.057,44,197,0.9984,2.94,0.54,9.1,5
"21981",0,6.6,0.655,0.3,7,0.023,21,106,0.991,3.25,0.8,9.5,6
"21991",0,6.7,0.27,0.29,3.95,0.039,33,95,0.9983,3.13,0.58,9.2,6
"22001",0,6,0.18,0.45,1.1,0.044,105,131,0.9972,3.32,0.68,11.1,5
"22011",0,7.1,0.26,0.29,8,0.028,37,89,0.9901,3.18,0.46,9,6
"22021",0,7.2,0.37,0.49,12.4,0.045,54,116,0.99008,3.07,0.46,11.2,5
"22031",0,6.9,0.27,0.27,5.3,0.041,48,132,0.9927,2.92,0.52,10.3,6
"2204",0,8.2,0.27,0.3,15.2,0.061,35,177,0.99524,3.15,0.47,11.6,5
"2205",0,7.6,0.28,0.52,6.1,0.045,28,123,0.9932,3.13,0.58,12.9,6
"22061",0,7.3,0.24,0.31,1.4,0.045,20,126,0.99502,3.37,0.62,11.6,5
"22071",0,8.2,0.32,0.36,1.1,0.031,49,142,0.9918,3.22,0.44,10,6
"22081",0,6.4,0.4,0.28,19.3,0.047,22,204,0.99168,3.2,0.35,9.4,6
"22091",0,6,0.23,0.32,2.1,0.036,48,187,0.99226,3.19,0.58,11.6,6
"22101",0,6.4,0.12,0.34,2.9,0.049,25,170,0.9948,3.17,0.35,9.3,7
"22111",0,5.7,0.21,0.29,4.6,0.041,46,189,0.9976,3.13,0.36,11.8,6
"22121",0,6,0.25,0.3,5.4,0.208,19,213,0.99518,3.4,0.52,10,6
"22131",0,6.8,0.38,0.5,2,0.063,71,143,0.9931,3.22,0.45,9.2,6
"22141",0,8.2,0.26,0.49,2.3,0.039,11.5,67,0.99182,3.22,0.56,9.3,6
"22151",0,7,0.35,0.34,7.1,0.025,60,149,0.9974,3.35,0.51,9.5,5
"22161",0,5.2,0.29,0.26,1.6,0.052,45,171,0.99736,3.56,0.42,9.2,6
"2217",0,5.3,0.34,0.3,10.8,0.057,8,189,0.99144,3.06,0.4,9.2,6
"22181",0,6.7,0.33,0.34,4.7,0.035,17,206,0.99422,3.08,0.47,12.6,6
"2219",0,8.5,0.33,0.23,5.2,0.036,24,159,0.9949,2.88,0.43,10.2,5
"22201",0,5.5,0.42,0.31,12.4,0.05,43,41,0.9927,3.16,0.41,13.4,6
"22211",0,6.2,0.3,0.55,16.8,0.049,51,209,0.99106,3.1,0.8,8.9,6
"2222",0,6.6,0.15,0.23,5,0.052,43,142,0.99541,3.21,0.57,9.3,6
"22231",0,7.4,0.17,0.27,5.2,0.046,26,151,0.99189,3.22,0.55,9.5,7
"22241",0,7.1,0.19,0.25,13.2,0.053,24,80,0.99688,3.02,0.59,10.4,5
"22251",0,9.6,0.3,0.23,1.2,0.066,23,107,0.99305,3.07,0.36,9,6
"22261",0,7.3,0.28,0.42,20.2,0.038,32,140,0.9965,3.33,0.53,8.9,7
"22271",0,6.9,0.51,0.22,7.4,0.032,29,173,0.99334,3.25,0.42,10.4,5
"22281",0,6,0.19,0.28,12.6,0.038,30,176,0.99691,3.28,0.49,12.1,6
"22291",0,7.6,0.27,0.28,6.8,0.046,23,70,0.9931,3.27,0.5,10.2,7
"22301",0,6.4,0.26,0.37,1.1,0.034,47,103,0.9911,2.92,0.48,9.4,5
"2231",0,6.1,0.275,0.37,17.8,0.045,10,181,0.9944,3.25,0.61,9,6
"22321",0,6.7,0.32,0.29,1.4,0.063,24,240,0.99202,3.08,0.44,11.2,6
"22331",0,6.7,0.28,0.27,3.6,0.052,38,193,0.9901,3.26,0.42,8.7,5
"22341",0,7,0.27,0.34,1.3,0.029,13,104,0.992,3.35,0.37,9.4,6
"2235",0,9.7,0.3,0.28,1.7,0.039,39,86,0.99732,3.26,0.41,12.8,6
"2236",0,6.7,0.33,0.37,1.6,0.054,50,110,0.9917,3.22,0.3,11.9,6
"22371",0,6.4,0.19,0.21,1.4,0.045,24,95,0.9929,3.17,0.31,9.2,6
"22381",0,7.4,0.55,0.34,13.1,0.038,17,146,0.9958,3.14,0.59,9.9,6
"22391",0,6.4,0.47,0.3,5.2,0.034,28,182,0.9986,2.97,0.54,11.2,5
"22401",0,6.4,0.13,0.37,10.7,0.027,43,179,0.9943,3.26,0.57,12.4,6
"22411",0,6.8,0.3,0.54,4.5,0.039,98,98,0.99434,3.46,0.64,11.9,5
"22421",0,7.8,0.4,0.33,1.4,0.061,29,156,0.992,3.26,0.5,11.55,6
"22431",0,7.3,0.16,0.49,7.5,0.04,51,162,0.9959,3.31,0.49,9.7,6
"22441",0,6.4,0.22,0.49,1.8,0.064,64,107,0.9949,3.12,0.58,11.7,5
"22451",0,7.4,0.2,0.09,11.2,0.025,39,123,0.98988,3.17,0.44,10,6
"22461",0,7.8,0.15,0.29,1.3,0.054,48,114,0.99256,3.45,0.4,9.3,6
"22471",0,7.9,0.32,0.15,10.2,0.049,67,108,0.99212,3.26,0.47,12.4,7
"22481",0,5.6,0.32,0.49,2.2,0.03,17,168,0.99604,3.32,0.31,12.25,6
"22491",0,7,0.14,0.37,1.3,0.037,61,121,0.995,3.34,0.61,9,5
"22501",0,7.2,0.29,0.3,1.8,0.035,43,211,0.9998,3.32,0.69,10.5,7
"22511",0,6.9,0.25,0.54,1.7,0.061,10,156,0.9994,3.13,0.41,10.3,5
"2252",0,7,0.36,0.32,1.2,0.038,39,73,0.99445,3.08,0.53,10.9,6
"22531",0,6.8,0.23,0.34,9.8,0.055,28,180,0.9924,3.2,0.55,10,6
"22541",0,6.7,0.21,0.18,2.3,0.038,67,124,0.9956,3.52,0.36,11.4,5
"22551",0,6.7,0.19,0.34,12.85,0.046,34,168,0.9962,3.13,0.47,8.9,5
"22561",0,6.8,0.3,0.34,5.9,0.034,61,118,1,3.06,0.59,11,6
"22571",0,6.2,0.22,0.32,2.9,0.042,33,95,0.99114,3.38,0.45,9.5,5
"22581",0,6.2,0.3,0.41,2,0.033,25,163,0.9982,3.12,0.47,10.4,5
"22591",0,7.4,0.24,0.3,1.3,0.048,35,172,0.9953,3.37,0.43,11.4,5
"22601",0,6.7,0.2,0.24,7.6,0.05,50,186,0.9982,3.29,0.53,11.9,6
"22611",0,6.8,0.28,0.4,3.9,0.044,36,154,0.99438,3.15,0.39,10.8,6
"2262",0,8,0.26,0.18,1.6,0.022,60,110,0.99138,3.48,0.49,10.4,6
"22631",0,7.1,0.27,0.5,10.4,0.027,45,104,0.99358,3.06,0.74,11,6
"2264",0,8.5,0.16,0.42,1.8,0.039,22,112,0.9952,3.24,0.58,11,6
"22651",0,5,0.15,0.4,1.1,0.028,48.5,135,0.9931,3.05,0.41,10.8,7
"22661",0,6.1,0.28,0.23,13.1,0.039,11,100,0.9906,3.2,0.47,12.2,6
"2267",0,7.3,0.23,0.3,1.6,0.03,23,236,0.99296,3.19,0.48,11.4,6
"22681",0,7.8,0.23,0.16,11,0.03,28,138,0.9926,3.28,0.34,9.2,5
"22691",0,6,0.15,0.38,5.85,0.037,16,166,0.99705,3.13,0.39,9.8,5
"22701",0,6.7,0.15,0.72,1.6,0.048,37,113,0.99611,3.01,0.4,11,6
"22711",0,7.1,0.25,0.64,7.6,0.062,40,230,0.99076,3.15,0.47,11.2,7
"22721",0,6,0.34,0.27,6.4,0.197,25,122,0.99488,3.08,0.79,10.7,5
"22731",0,6,0.2,0.56,11.9,0.048,29,184,0.9928,3.15,0.64,9.7,6
"22741",0,6.9,0.16,0.22,11.25,0.051,11,205,0.9952,3.07,0.29,8.9,4
"2275",0,7.5,0.28,0.19,1,0.032,6,100,0.9944,3.61,0.45,9.6,6
"2276",0,9.6,0.25,0.19,12.5,0.042,26,99,0.99563,3.12,0.36,9.4,7
"22771",0,6.6,0.14,0.18,8.6,0.054,64,166,0.9975,3.14,0.41,9.4,6
"2278",0,7.9,0.31,0.28,12.5,0.05,26,110,0.98994,3.32,0.41,10.9,5
"22791",0,7.8,0.25,0.59,12.85,0.044,30,151,0.9898,3.37,0.62,12,7
"22801",0,5.8,0.23,0.31,10.2,0.041,60,156,0.99178,3.27,0.46,12.2,7
"22811",0,7.5,0.38,0.26,2.1,0.049,60,113,0.9962,3.08,0.62,9.5,5
"22821",0,6.9,0.25,0.28,1,0.048,41,166,0.99896,3.43,0.77,9.5,6
"22831",0,6,0.32,0.28,8.1,0.053,31,151,0.9945,3.15,0.49,9,6
"22841",0,5.8,0.31,0.24,7,0.046,6,95,0.9947,3.22,0.4,10.6,5
"22851",0,6.9,0.12,0.33,2.8,0.034,52,245,0.99159,3.22,0.42,9.5,5
"22861",0,8.9,0.19,0.28,1.2,0.04,15,141,0.999,3.2,0.49,10.4,5
"22871",0,6.5,0.23,0.22,17.2,0.049,4,139,0.9927,3.09,0.75,10.1,6
