age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
39, Private,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private,4, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
79, Self-emp-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
26, Private,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
60, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
60, Private,9, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
50, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
24, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
39, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc,9, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
56, Private,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
18, Private,10, Never-married, Adm-clerical, Own-child, White, Male,0,1602,15, United-States, <=50K
56, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
53, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc,15, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,40, United-States, >50K
59, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,41, United-States, >50K
25, Private,9, Never-married, Sales, Own-child, White, Female,0,0,40, Columbia, <=50K
48, ?,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, ?, >50K
34, Private,12, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov,9, Married-civ-spouse, Other-service, Husband, Black, Male,2105,0,40, United-States, <=50K
46, Local-gov,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private,4, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,42, United-States, <=50K
59, Self-emp-inc,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
38, ?,5, Never-married, ?, Own-child, White, Female,0,0,12, United-States, <=50K
20, Private,5, Never-married, Other-service, Unmarried, White, Male,0,0,30, Mexico, <=50K
24, Private,10, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
32, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
47, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,2174,0,40, England, <=50K
64, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K
41, Private,9, Separated, Adm-clerical, Not-in-family, Black, Male,2354,0,40, United-States, <=50K
41, Private,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60, Taiwan, >50K
60, Private,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, Canada, >50K
25, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,40, United-States, <=50K
51, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
61, Federal-gov,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, United-States, >50K
52, Private,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
52, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
50, Private,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private,12, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
63, ?,13, Married-civ-spouse, ?, Wife, Black, Female,0,0,45, United-States, <=50K
41, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,2829,0,40, United-States, <=50K
37, Federal-gov,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,12, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, Jamaica, <=50K
28, Private,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38, United-States, <=50K
62, Private,10, Separated, Sales, Unmarried, White, Female,0,1617,33, United-States, <=50K
43, Private,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
38, Private,13, Divorced, Exec-managerial, Not-in-family, White, Male,6849,0,60, United-States, <=50K
33, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,9, Never-married, Sales, Other-relative, Black, Female,0,0,37, United-States, <=50K
20, Private,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,32, United-States, >50K
38, Private,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Local-gov,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
31, Private,9, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,9, Separated, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
43, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
18, Federal-gov,7, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,4, United-States, <=50K
28, Local-gov,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, <=50K
30, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Private,10, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
65, Federal-gov,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
70, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
43, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,55, United-States, >50K
26, Private,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
52, Private,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,50, United-States, >50K
51, Private,12, Married-civ-spouse, Sales, Husband, White, Male,5178,0,45, United-States, >50K
51, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
47, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Private,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
44, Private,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, ?,7, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
62, Private,3, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
46, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
48, Private,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
25, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,9, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States, <=50K
27, ?,12, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private,13, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,13, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
66, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
37, Self-emp-inc,12, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
39, Private,10, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Private,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
18, Private,8, Never-married, Sales, Own-child, White, Male,594,0,14, United-States, <=50K
36, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private,10, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
78, Private,3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
26, Local-gov,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
26, Private,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
25, Local-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
48, Private,7, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States, <=50K
35, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
32, State-gov,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
17, Private,6, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
61, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,15024,0,34, United-States, >50K
49, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Local-gov,11, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
37, State-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, State-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States, >50K
23, Private,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, State-gov,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private,11, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, State-gov,14, Divorced, Exec-managerial, Unmarried, White, Female,1506,0,40, United-States, <=50K
20, ?,6, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Self-emp-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
51, Private,12, Divorced, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Local-gov,7, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States, <=50K
32, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
36, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
27, State-gov,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, ?,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
59, Private,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
45, Private,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Local-gov,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
19, ?,8, Never-married, ?, Own-child, Black, Male,0,0,30, United-States, <=50K
32, Local-gov,14, Never-married, Prof-specialty, Not-in-family, White, Female,4865,0,40, United-States, <=50K
17, Private,8, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,11, Separated, Tech-support, Unmarried, Black, Female,0,0,32, United-States, <=50K
72, Private,14, Never-married, Prof-specialty, Not-in-family, White, Male,2329,0,60, United-States, <=50K
58, Self-emp-not-inc,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,72, United-States, <=50K
25, Private,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
69, ?,16, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, >50K
45, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
62, Self-emp-not-inc,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
21, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
50, Private,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,65, Canada, <=50K
26, Self-emp-inc,8, Married-civ-spouse, Sales, Husband, Other, Male,0,0,98, Dominican-Republic, <=50K
26, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Federal-gov,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
23, Private,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, >50K
35, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
38, Private,13, Separated, Exec-managerial, Not-in-family, White, Male,27828,0,45, United-States, >50K
26, Private,10, Never-married, Sales, Not-in-family, Black, Female,0,0,37, United-States, <=50K
59, State-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Private,13, Widowed, Prof-specialty, Unmarried, White, Female,1506,0,35, United-States, <=50K
27, Local-gov,9, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,7, United-States, <=50K
25, Private,9, Never-married, Other-service, Own-child, White, Female,114,0,40, United-States, <=50K
33, Private,13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Ecuador, <=50K
25, Private,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
27, Private,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, ?, <=50K
33, Private,7, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,23, United-States, <=50K
70, ?,16, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, >50K
43, Self-emp-not-inc,13, Separated, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
24, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, ?,4, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
21, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
50, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
39, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, State-gov,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
40, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
38, Private,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
47, Private,13, Married-civ-spouse, Sales, Husband, White, Male,4064,0,60, United-States, <=50K
62, State-gov,13, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
23, Private,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
43, State-gov,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, ?,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
43, Private,13, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
43, Private,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
60, Federal-gov,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
63, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Federal-gov,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, State-gov,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
52, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Private,10, Widowed, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
32, State-gov,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States, >50K
43, Private,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, >50K
54, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
50, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private,9, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States, <=50K
58, Private,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
65, ?,6, Married-civ-spouse, ?, Husband, White, Male,0,0,70, United-States, <=50K
26, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
20, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, ?,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
20, ?,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,7, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Self-emp-not-inc,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
39, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
75, Self-emp-inc,9, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
29, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private,7, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
44, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, State-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, >50K
56, Local-gov,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
59, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
44, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,1590,40, South, <=50K
52, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,3781,0,40, Columbia, <=50K
68, Private,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
48, ?,5, Separated, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
51, Self-emp-inc,9, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,40, United-States, >50K
24, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
30, Local-gov,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
71, Private,4, Widowed, Transport-moving, Not-in-family, White, Male,0,0,10, United-States, <=50K
26, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
50, ?,10, Divorced, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private,7, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, State-gov,11, Widowed, Prof-specialty, Unmarried, White, Female,6849,0,40, United-States, <=50K
45, Private,3, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
60, ?,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Mexico, <=50K
42, Private,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
44, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States, >50K
37, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
19, Private,10, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
30, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
