"","y","buying","maint","doors","persons","lug_boot","safety","class"
"297",0,"med","vhigh","5more","2","small","med","unacc"
"2981",0,"low","high","5more","4","med","low","unacc"
"2991",0,"low","high","2","4","big","med","unacc"
"3001",0,"low","med","2","more","small","low","good"
"3011",0,"vhigh","vhigh","2","2","big","low","unacc"
"3021",0,"high","vhigh","2","2","med","high","unacc"
"3031",0,"med","med","5more","4","med","low","unacc"
"3041",0,"low","med","3","2","small","med","unacc"
"3051",0,"vhigh","low","3","4","med","low","unacc"
"306",0,"med","vhigh","3","more","med","med","unacc"
"3071",0,"med","vhigh","5more","more","med","med","unacc"
"3081",0,"high","med","2","2","big","high","unacc"
"3091",0,"vhigh","vhigh","4","2","big","med","unacc"
"3101",0,"low","high","2","more","small","low","unacc"
"3111",0,"med","med","3","2","med","low","unacc"
"3121",0,"med","low","3","more","small","med","unacc"
"3131",0,"vhigh","high","2","4","med","low","unacc"
"3141",0,"med","vhigh","5more","2","med","low","unacc"
"3151",0,"med","med","5more","more","big","high","unacc"
"3161",0,"med","low","3","2","med","med","unacc"
"3171",0,"vhigh","high","4","more","small","low","unacc"
"3181",0,"med","med","2","2","big","low","unacc"
"3191",0,"high","low","5more","4","med","low","unacc"
"320",0,"vhigh","vhigh","2","more","small","med","acc"
"3211",0,"med","high","5more","4","med","high","unacc"
"3221",0,"med","vhigh","5more","4","big","med","unacc"
"323",0,"med","low","3","2","med","low","unacc"
"3241",0,"vhigh","low","4","more","small","med","unacc"
"3251",0,"vhigh","med","4","2","med","low","unacc"
"3261",0,"vhigh","low","4","4","big","low","unacc"
"3271",0,"high","vhigh","3","4","med","high","acc"
"328",0,"low","vhigh","4","more","small","med","acc"
"3291",0,"high","med","5more","2","big","med","acc"
"3301",0,"high","low","4","more","big","med","unacc"
"3311",0,"vhigh","high","3","4","med","high","unacc"
"332",0,"vhigh","low","2","2","med","high","unacc"
"333",0,"med","high","5more","more","small","low","vgood"
"334",0,"low","high","2","4","big","low","unacc"
"335",0,"med","vhigh","3","2","med","med","unacc"
"3361",0,"vhigh","med","5more","4","big","med","unacc"
"3371",0,"high","vhigh","5more","4","small","low","unacc"
"3381",0,"vhigh","vhigh","2","2","med","high","unacc"
"339",0,"high","med","2","more","med","high","unacc"
"3401",0,"high","high","3","more","big","high","unacc"
"3411",0,"low","high","5more","2","med","high","unacc"
"3421",0,"high","low","2","more","small","low","acc"
"343",0,"low","med","5more","4","small","high","unacc"
"3441",0,"high","vhigh","2","2","small","low","unacc"
"3451",0,"med","med","3","more","big","med","unacc"
"3461",0,"vhigh","vhigh","2","2","med","low","unacc"
"3471",0,"high","high","5more","more","big","low","acc"
"348",0,"med","high","4","2","small","high","unacc"
"3491",0,"med","high","2","2","big","high","acc"
"3501",0,"low","vhigh","5more","2","big","low","unacc"
"351",0,"med","med","3","more","small","med","unacc"
"352",0,"med","high","2","more","med","high","unacc"
"3531",0,"vhigh","high","3","more","small","low","acc"
"3541",0,"high","high","2","2","med","high","unacc"
"3551",0,"vhigh","med","2","4","small","low","unacc"
"356",0,"med","low","5more","more","small","low","unacc"
"3571",0,"vhigh","low","4","more","med","low","unacc"
"3581",0,"vhigh","vhigh","3","4","med","med","unacc"
"3591",0,"vhigh","high","3","2","big","low","unacc"
"3601",0,"med","low","5more","2","med","low","unacc"
"3611",0,"vhigh","low","4","more","med","med","unacc"
"3621",0,"vhigh","high","2","more","big","high","unacc"
"363",0,"high","vhigh","3","2","med","low","acc"
"3641",0,"med","vhigh","3","more","med","high","unacc"
"3651",0,"high","low","3","4","med","low","vgood"
"3661",0,"low","high","4","4","small","low","vgood"
"3671",0,"vhigh","low","4","4","big","high","unacc"
"368",0,"vhigh","vhigh","3","2","big","low","unacc"
"3691",0,"med","high","4","2","big","low","unacc"
"3701",0,"high","med","2","4","med","high","unacc"
"3711",0,"vhigh","med","4","4","big","low","acc"
"3721",0,"med","low","4","2","med","low","unacc"
"3731",0,"low","low","4","2","small","low","unacc"
"374",0,"high","low","5more","2","big","low","unacc"
"3751",0,"med","vhigh","3","more","med","low","unacc"
"3761",0,"high","high","2","4","big","low","unacc"
"3771",0,"low","med","3","4","big","high","unacc"
"3781",0,"vhigh","low","3","more","big","low","unacc"
"379",0,"vhigh","low","4","2","med","high","vgood"
"3801",0,"low","low","3","4","big","med","unacc"
"3811",0,"low","high","5more","2","big","high","unacc"
"3821",0,"high","high","4","2","small","med","good"
"3831",0,"vhigh","vhigh","5more","4","med","high","unacc"
"3841",0,"med","med","3","more","big","med","unacc"
"3851",0,"vhigh","med","2","more","small","high","unacc"
"3861",0,"high","vhigh","2","more","med","med","unacc"
"3871",0,"low","high","3","2","big","low","acc"
"3881",0,"high","vhigh","5more","4","small","high","unacc"
"3891",0,"vhigh","low","3","4","big","med","acc"
"3901",0,"vhigh","med","4","2","big","low","unacc"
"3911",0,"med","med","4","4","med","low","unacc"
"3921",0,"low","med","2","4","big","high","acc"
"3931",0,"high","high","3","2","small","high","unacc"
"3941",0,"high","low","3","4","small","med","unacc"
"3951",0,"low","low","5more","4","small","low","unacc"
"396",0,"med","med","3","more","small","low","unacc"
"3971",0,"vhigh","med","2","more","med","high","good"
"3981",0,"low","vhigh","3","2","small","med","acc"
"3991",0,"high","high","4","4","small","low","unacc"
"4001",0,"high","low","5more","2","small","med","unacc"
"4011",0,"low","med","3","more","big","med","unacc"
"4021",0,"low","med","3","more","small","med","unacc"
"4031",0,"low","high","2","2","big","low","unacc"
"4041",0,"vhigh","low","5more","2","big","med","unacc"
"4051",0,"high","low","5more","more","small","high","vgood"
"4061",0,"high","med","2","4","med","low","acc"
"4071",0,"high","low","3","more","big","med","unacc"
"4081",0,"high","high","4","4","small","med","unacc"
"4091",0,"high","high","4","more","med","med","unacc"
"4101",0,"vhigh","low","4","4","small","low","unacc"
"4111",0,"high","vhigh","4","2","big","low","unacc"
"4121",0,"med","med","5more","2","big","high","vgood"
"4131",0,"low","low","5more","4","med","med","acc"
"4141",0,"med","low","4","2","med","med","unacc"
"4151",0,"low","low","4","more","med","low","unacc"
"4161",0,"med","vhigh","5more","2","big","med","unacc"
"4171",0,"vhigh","low","3","4","small","low","unacc"
"4181",0,"low","vhigh","2","4","big","low","vgood"
"419",0,"high","high","4","more","big","low","unacc"
"4201",0,"vhigh","med","2","4","big","low","unacc"
"4211",0,"high","vhigh","2","more","med","med","unacc"
"4221",0,"vhigh","med","4","4","med","high","good"
"4231",0,"vhigh","med","4","2","small","high","acc"
"424",0,"vhigh","low","2","4","med","med","unacc"
"4251",0,"low","high","4","4","med","high","acc"
"4261",0,"vhigh","low","5more","4","small","low","unacc"
"4271",0,"low","low","5more","4","med","med","unacc"
"428",0,"low","med","3","2","small","high","unacc"
"4291",0,"high","high","2","4","small","high","unacc"
"4301",0,"vhigh","high","3","4","med","low","unacc"
"4311",0,"med","vhigh","2","4","big","low","vgood"
"4321",0,"med","low","4","2","med","low","unacc"
"4331",0,"high","med","3","more","big","med","unacc"
"4341",0,"vhigh","med","3","2","small","med","vgood"
"4351",0,"med","high","5more","more","med","med","unacc"
"4361",0,"vhigh","high","3","more","big","low","unacc"
"4371",0,"low","high","2","2","small","high","unacc"
"438",0,"med","low","3","more","med","low","acc"
"4391",0,"high","high","5more","more","big","med","unacc"
"4401",0,"med","high","3","more","med","low","unacc"
"4411",0,"low","high","3","4","big","med","unacc"
"4421",0,"low","low","4","4","big","high","unacc"
"443",0,"vhigh","high","5more","4","small","high","good"
"4441",0,"med","high","2","4","med","med","acc"
"4451",0,"med","high","3","more","big","med","unacc"
"4461",0,"med","low","2","2","med","high","unacc"
"4471",0,"vhigh","high","5more","4","small","med","acc"
"4481",0,"med","med","4","2","big","low","unacc"
"4491",0,"vhigh","high","5more","4","small","high","unacc"
"4501",0,"med","high","2","more","small","low","unacc"
"4511",0,"vhigh","high","2","4","small","high","unacc"
"4521",0,"high","med","4","4","big","low","unacc"
"4531",0,"low","high","3","4","big","med","unacc"
"4541",0,"vhigh","low","2","more","small","low","unacc"
"4551",0,"med","low","2","4","med","low","unacc"
"4561",0,"med","med","2","more","med","low","unacc"
"4571",0,"vhigh","vhigh","4","4","big","low","unacc"
"4581",0,"med","low","2","4","med","high","acc"
"4591",0,"high","low","5more","4","small","med","unacc"
"4601",0,"low","low","4","2","big","low","acc"
"4611",0,"vhigh","med","5more","2","big","med","unacc"
"4621",0,"low","high","2","4","small","low","acc"
"4631",0,"vhigh","vhigh","3","more","small","high","acc"
"4641",0,"low","high","2","2","med","low","unacc"
"4651",0,"med","low","4","2","med","low","unacc"
"4661",0,"med","med","2","2","big","med","unacc"
"4671",0,"vhigh","med","5more","4","big","med","acc"
"4681",0,"low","med","4","4","med","low","unacc"
"4691",0,"med","high","4","more","small","med","unacc"
"4701",0,"low","med","3","2","med","med","unacc"
"4711",0,"low","med","4","2","small","low","acc"
"4721",0,"high","high","4","4","big","med","unacc"
"4731",0,"high","vhigh","4","4","small","low","unacc"
"4741",0,"low","vhigh","3","4","big","high","acc"
"4751",0,"low","high","3","4","med","low","acc"
"4761",0,"low","high","4","4","small","high","unacc"
"4771",0,"med","high","5more","2","med","high","unacc"
"4781",0,"med","high","2","4","big","med","unacc"
"479",0,"vhigh","high","2","2","big","low","unacc"
"4801",0,"low","vhigh","4","2","med","med","acc"
"4811",0,"med","low","3","2","big","med","unacc"
"4821",0,"low","low","3","2","med","high","unacc"
"4831",0,"vhigh","med","4","4","med","med","unacc"
"484",0,"low","vhigh","4","2","small","low","unacc"
"485",0,"med","vhigh","2","4","big","med","vgood"
"4861",0,"med","high","2","4","big","high","unacc"
"4871",0,"vhigh","high","3","4","small","high","acc"
"488",0,"high","vhigh","3","more","small","high","unacc"
"4891",0,"high","high","2","more","small","low","unacc"
"4901",0,"med","high","3","4","small","med","unacc"
"4911",0,"vhigh","low","5more","4","big","low","vgood"
"4921",0,"vhigh","high","5more","more","med","med","acc"
"4931",0,"med","vhigh","5more","more","med","med","vgood"
"4941",0,"low","high","4","4","big","med","unacc"
"4951",0,"vhigh","high","5more","2","big","high","unacc"
"4961",0,"high","med","5more","more","small","low","good"
"4971",0,"med","low","4","2","small","high","acc"
"4981",0,"med","high","2","more","med","med","unacc"
"4991",0,"low","low","2","4","med","high","unacc"
"5001",0,"low","low","5more","2","big","high","unacc"
"5011",0,"med","high","5more","more","big","med","unacc"
"5021",0,"vhigh","med","2","more","small","high","unacc"
"5031",0,"low","vhigh","4","4","small","high","unacc"
"5041",0,"low","low","4","4","big","low","unacc"
"5051",0,"low","med","3","4","big","low","vgood"
"506",0,"high","med","5more","2","big","med","unacc"
"5071",0,"high","low","5more","4","small","low","acc"
"5081",0,"med","high","5more","2","med","med","unacc"
"5091",0,"vhigh","low","5more","4","big","med","unacc"
"5101",0,"low","low","4","2","small","high","unacc"
"5111",0,"high","low","2","2","med","high","acc"
"5121",0,"low","vhigh","5more","more","med","med","unacc"
"5131",0,"vhigh","low","2","2","med","low","acc"
"5141",0,"high","high","5more","4","big","low","good"
"5151",0,"vhigh","med","4","more","big","high","unacc"
"5161",0,"vhigh","med","5more","more","med","high","unacc"
"5171",0,"med","vhigh","3","more","small","low","acc"
"518",0,"high","med","4","4","med","med","acc"
"5191",0,"low","high","3","4","small","high","unacc"
"520",0,"low","vhigh","5more","more","small","med","unacc"
"5211",0,"low","high","3","2","small","high","unacc"
"522",0,"high","vhigh","2","4","med","high","unacc"
"523",0,"high","high","2","more","small","high","unacc"
"524",0,"low","low","5more","more","big","med","unacc"
"525",0,"vhigh","high","2","more","small","low","acc"
"5261",0,"med","med","5more","2","big","low","unacc"
"5271",0,"low","high","5more","more","small","high","acc"
"5281",0,"high","vhigh","3","4","med","low","unacc"
"529",0,"vhigh","high","4","2","big","med","unacc"
"5301",0,"vhigh","high","4","2","big","high","acc"
"5311",0,"med","vhigh","2","2","med","med","vgood"
"5321",0,"high","high","3","more","small","med","unacc"
"5331",0,"vhigh","high","3","2","med","high","acc"
"534",0,"med","vhigh","2","more","med","med","unacc"
"5351",0,"low","med","2","4","med","high","unacc"
"5361",0,"med","low","2","2","small","low","unacc"
"537",0,"med","low","2","2","big","low","unacc"
"5381",0,"low","low","2","4","big","med","unacc"
"5391",0,"vhigh","high","4","more","big","med","unacc"
"5401",0,"vhigh","vhigh","5more","more","big","high","unacc"
"5411",0,"low","med","5more","2","small","low","vgood"
"5421",0,"low","low","3","2","med","med","unacc"
"5431",0,"low","vhigh","4","2","small","high","unacc"
"544",0,"med","low","2","2","big","low","unacc"
"5451",0,"low","low","3","more","med","low","unacc"
"546",0,"high","vhigh","3","2","big","low","unacc"
"5471",0,"low","high","5more","4","med","low","acc"
"5481",0,"vhigh","med","5more","2","small","med","unacc"
"549",0,"high","low","3","4","big","low","unacc"
"550",0,"med","med","5more","2","small","high","acc"
"5511",0,"vhigh","low","4","more","big","med","unacc"
"5521",0,"low","vhigh","3","more","small","med","vgood"
"5531",0,"med","high","5more","4","small","high","unacc"
"5541",0,"low","high","3","2","small","high","unacc"
"5551",0,"med","low","4","2","big","med","acc"
"556",0,"high","med","2","2","small","med","unacc"
"5571",0,"med","med","3","2","small","high","unacc"
"5581",0,"high","med","4","more","small","high","unacc"
"5591",0,"low","high","4","2","med","low","unacc"
"560",0,"vhigh","low","5more","more","med","low","unacc"
"5611",0,"high","vhigh","3","more","big","low","unacc"
"5621",0,"high","vhigh","2","2","small","high","acc"
"5631",0,"vhigh","low","3","4","med","med","unacc"
"5641",0,"high","high","3","4","big","high","unacc"
"5651",0,"vhigh","high","3","2","med","low","unacc"
"5661",0,"high","high","5more","more","big","med","unacc"
"5671",0,"med","low","2","2","small","med","unacc"
"5681",0,"high","vhigh","2","2","med","high","unacc"
"5691",0,"med","med","3","4","small","low","unacc"
"5701",0,"high","vhigh","3","2","med","med","unacc"
"5711",0,"low","vhigh","4","4","big","low","acc"
"5721",0,"vhigh","high","5more","4","small","low","unacc"
"5731",0,"med","high","5more","more","small","high","acc"
"5741",0,"low","low","3","4","med","high","unacc"
"5751",0,"low","low","4","more","med","med","acc"
"5761",0,"vhigh","high","2","4","small","high","unacc"
"577",0,"high","low","5more","more","small","high","unacc"
"5781",0,"low","low","2","more","med","low","unacc"
"5791",0,"low","high","5more","more","big","high","unacc"
"5801",0,"vhigh","vhigh","5more","2","small","med","unacc"
"5811",0,"high","vhigh","3","4","small","med","unacc"
"5821",0,"high","med","4","2","big","med","unacc"
"583",0,"med","vhigh","3","more","big","med","unacc"
"5841",0,"vhigh","med","3","2","med","low","unacc"
"5851",0,"high","high","3","4","small","low","unacc"
"5861",0,"med","med","3","2","small","med","unacc"
"5871",0,"low","high","4","2","big","med","unacc"
"588",0,"med","high","4","2","small","high","good"
"5891",0,"high","vhigh","2","more","med","med","acc"
"5901",0,"vhigh","med","3","more","small","med","good"
"5911",0,"vhigh","med","2","4","med","low","unacc"
"5921",0,"vhigh","high","5more","4","med","high","unacc"
"5931",0,"high","med","2","more","small","med","good"
"5941",0,"low","high","3","2","big","med","unacc"
"595",0,"vhigh","med","3","2","big","high","acc"
"596",0,"vhigh","low","4","4","big","med","unacc"
"5971",0,"low","vhigh","5more","more","big","high","acc"
"5981",0,"med","low","4","2","med","med","acc"
"5991",0,"med","low","4","2","small","high","acc"
"6001",0,"med","med","5more","4","med","med","unacc"
"6011",0,"low","vhigh","4","more","big","med","acc"
"6021",0,"high","med","3","more","med","high","acc"
"6031",0,"low","high","4","more","small","high","good"
"6041",0,"low","med","4","4","med","high","unacc"
"6051",0,"high","low","4","4","small","low","unacc"
"6061",0,"low","med","4","more","big","med","unacc"
"6071",0,"low","vhigh","2","more","med","med","unacc"
"6081",0,"med","med","2","4","med","med","unacc"
"6091",0,"low","med","5more","2","med","med","unacc"
"6101",0,"vhigh","high","5more","more","big","med","acc"
"6111",0,"vhigh","vhigh","3","2","small","low","unacc"
"6121",0,"high","low","4","4","med","med","unacc"
"6131",0,"low","low","2","more","big","high","good"
"6141",0,"vhigh","vhigh","3","more","small","low","unacc"
"6151",0,"high","vhigh","4","4","med","low","unacc"
"6161",0,"high","low","5more","more","big","med","acc"
"6171",0,"low","low","2","more","small","low","unacc"
"6181",0,"med","vhigh","3","more","small","med","unacc"
"6191",0,"vhigh","vhigh","2","4","med","high","vgood"
"6201",0,"vhigh","high","2","4","med","med","unacc"
"6211",0,"low","vhigh","5more","more","med","high","unacc"
"6221",0,"low","vhigh","2","4","small","high","unacc"
"623",0,"high","high","3","2","big","med","unacc"
"6241",0,"low","low","4","more","med","med","acc"
"625",0,"low","vhigh","3","more","small","high","unacc"
"6261",0,"med","high","2","more","med","high","unacc"
"627",0,"high","low","2","2","big","med","unacc"
"6281",0,"med","high","3","2","med","med","good"
"629",0,"low","vhigh","4","more","med","low","unacc"
"6301",0,"med","low","2","4","med","high","unacc"
"6311",0,"vhigh","vhigh","5more","more","small","high","acc"
"6321",0,"med","high","3","4","big","med","unacc"
"6331",0,"med","high","3","2","small","low","unacc"
"6341",0,"high","med","3","2","big","med","unacc"
"6351",0,"low","low","5more","more","small","low","acc"
"6361",0,"vhigh","low","3","2","med","low","unacc"
"6371",0,"med","vhigh","2","more","small","low","unacc"
"6381",0,"vhigh","low","3","2","med","low","unacc"
"6391",0,"med","med","3","more","big","low","unacc"
"6401",0,"vhigh","vhigh","4","2","med","high","unacc"
"6411",0,"med","low","5more","more","big","high","unacc"
"6421",0,"high","low","2","4","med","low","vgood"
"6431",0,"low","med","5more","more","big","low","unacc"
"6441",0,"low","vhigh","4","4","med","low","unacc"
"6451",0,"vhigh","med","4","more","med","med","acc"
"646",0,"med","high","3","2","med","med","acc"
"6471",0,"vhigh","high","3","more","big","high","acc"
"6481",0,"low","vhigh","2","2","small","high","unacc"
"649",0,"med","med","2","more","big","low","good"
"6501",0,"med","low","4","2","med","high","acc"
"6511",0,"high","med","4","2","big","med","unacc"
"652",0,"med","high","2","4","small","low","unacc"
"6531",0,"high","low","3","more","med","med","acc"
"6541",0,"high","vhigh","2","4","med","high","acc"
"6551",0,"med","low","5more","more","small","low","acc"
"656",0,"low","high","3","more","small","high","acc"
"6571",0,"low","high","3","more","small","high","acc"
"6581",0,"high","low","3","more","small","high","unacc"
"6591",0,"low","high","5more","2","med","med","unacc"
"6601",0,"low","med","5more","more","big","low","unacc"
"6611",0,"med","med","4","4","big","high","acc"
"662",0,"low","high","2","2","med","med","vgood"
"6631",0,"vhigh","high","5more","4","big","med","unacc"
"6641",0,"high","high","2","2","big","high","acc"
"6651",0,"vhigh","vhigh","4","more","med","med","unacc"
"666",0,"med","vhigh","2","more","med","high","acc"
"6671",0,"low","vhigh","5more","more","small","low","unacc"
"6681",0,"med","vhigh","3","more","med","high","unacc"
"6691",0,"high","med","3","2","big","low","unacc"
"6701",0,"vhigh","low","3","2","small","med","unacc"
"6711",0,"low","low","2","4","big","high","unacc"
"672",0,"low","high","3","2","med","med","unacc"
"6731",0,"med","high","2","2","big","high","unacc"
"6741",0,"low","vhigh","5more","4","med","low","unacc"
"6751",0,"med","low","4","more","med","low","unacc"
"6761",0,"vhigh","med","5more","more","med","high","acc"
"6771",0,"med","med","5more","2","med","high","unacc"
"6781",0,"high","high","3","more","small","low","vgood"
"6791",0,"high","low","5more","more","med","high","unacc"
"6801",0,"high","med","4","4","small","low","unacc"
"6811",0,"med","med","4","more","med","high","unacc"
"6821",0,"low","low","4","4","med","med","unacc"
"6831",0,"low","med","2","2","med","high","unacc"
"684",0,"vhigh","high","4","more","small","low","acc"
"6851",0,"vhigh","vhigh","5more","more","big","med","unacc"
"6861",0,"high","med","4","more","small","high","acc"
"6871",0,"vhigh","low","2","4","small","med","unacc"
"6881",0,"low","vhigh","2","more","small","med","unacc"
"689",0,"low","low","2","4","med","low","unacc"
"690",0,"med","med","2","2","small","high","unacc"
"6911",0,"vhigh","vhigh","5more","4","small","low","acc"
"6921",0,"low","med","3","2","big","med","unacc"
"6931",0,"high","vhigh","5more","4","big","high","acc"
"694",0,"vhigh","low","5more","2","big","high","vgood"
"6951",0,"low","vhigh","2","more","med","med","unacc"
"6961",0,"med","vhigh","4","2","small","low","unacc"
"6971",0,"high","vhigh","4","4","big","high","unacc"
"6981",0,"high","med","5more","2","med","high","unacc"
"6991",0,"high","vhigh","2","more","med","low","unacc"
"7001",0,"med","low","3","more","med","high","unacc"
"7011",0,"vhigh","high","4","4","big","low","unacc"
"7021",0,"med","low","2","4","med","med","unacc"
"7031",0,"vhigh","high","2","more","small","med","unacc"
"7041",0,"med","low","5more","more","small","med","unacc"
"705",0,"vhigh","med","4","more","big","high","acc"
"7061",0,"high","low","3","more","big","high","unacc"
"7071",0,"low","high","3","more","big","med","acc"
"7081",0,"med","high","4","4","small","med","acc"
"7091",0,"vhigh","high","2","2","small","med","acc"
"710",0,"low","vhigh","4","more","med","med","unacc"
"7111",0,"low","vhigh","3","2","big","low","unacc"
"7121",0,"vhigh","high","2","2","med","med","unacc"
"713",0,"high","vhigh","2","4","big","low","unacc"
"7141",0,"vhigh","vhigh","4","more","small","high","unacc"
"7151",0,"vhigh","vhigh","4","more","small","high","unacc"
"7161",0,"low","vhigh","3","4","med","med","acc"
"717",0,"vhigh","vhigh","3","2","med","low","unacc"
"718",0,"high","vhigh","3","more","big","low","unacc"
"7191",0,"low","vhigh","4","2","big","med","unacc"
"720",0,"low","low","3","more","small","low","acc"
"7211",0,"vhigh","vhigh","4","2","big","med","acc"
"7221",0,"low","high","3","more","big","low","unacc"
"7231",0,"high","vhigh","3","4","big","low","unacc"
"7241",0,"vhigh","high","5more","2","med","high","acc"
"7251",0,"vhigh","high","5more","4","big","low","unacc"
"7261",0,"vhigh","vhigh","3","2","small","high","unacc"
"7271",0,"low","vhigh","2","2","med","med","unacc"
"728",0,"med","vhigh","5more","4","big","high","acc"
"7291",0,"med","vhigh","3","2","med","med","acc"
"7301",0,"high","low","3","4","big","high","unacc"
"7311",0,"med","vhigh","4","more","big","med","unacc"
"7321",0,"med","low","2","2","big","med","unacc"
"7331",0,"vhigh","low","5more","more","big","high","acc"
"7341",0,"med","low","5more","more","med","high","acc"
"7351",0,"vhigh","high","3","2","big","med","unacc"
"7361",0,"vhigh","high","5more","more","small","high","unacc"
"7371",0,"vhigh","high","3","4","med","high","unacc"
"7381",0,"high","high","5more","more","med","high","unacc"
"7391",0,"med","high","5more","more","big","high","acc"
"740",0,"med","low","2","more","small","low","unacc"
"7411",0,"med","med","4","more","med","low","acc"
"742",0,"vhigh","vhigh","5more","2","small","low","acc"
"7431",0,"vhigh","med","5more","2","med","high","unacc"
"744",0,"low","high","5more","more","small","low","good"
"7451",0,"low","vhigh","3","4","med","med","unacc"
"7461",0,"med","low","4","more","med","med","unacc"
"7471",0,"low","vhigh","4","4","med","high","unacc"
"7481",0,"low","med","4","4","big","high","unacc"
"749",0,"low","vhigh","4","2","big","med","unacc"
"750",0,"vhigh","vhigh","4","2","big","med","unacc"
"7511",0,"high","low","2","more","small","high","acc"
"7521",0,"vhigh","vhigh","5more","4","big","high","unacc"
"7531",0,"low","high","5more","2","small","med","unacc"
"7541",0,"vhigh","high","5more","4","small","high","acc"
"7551",0,"high","low","5more","2","big","low","acc"
"7561",0,"med","low","3","2","small","high","unacc"
"7571",0,"high","low","4","2","big","high","unacc"
"7581",0,"low","high","3","4","big","med","good"
"759",0,"vhigh","vhigh","4","4","small","med","unacc"
"7601",0,"vhigh","low","2","2","med","low","unacc"
"7611",0,"med","med","3","4","med","low","vgood"
"762",0,"vhigh","med","4","2","med","low","acc"
"763",0,"vhigh","high","2","4","big","low","unacc"
"7641",0,"vhigh","med","3","2","small","low","unacc"
"7651",0,"low","low","3","2","small","med","good"
"7661",0,"vhigh","vhigh","4","more","big","low","acc"
"767",0,"vhigh","high","3","more","big","med","unacc"
"7681",0,"high","high","3","2","big","high","unacc"
"769",0,"high","low","4","2","med","med","unacc"
"7701",0,"vhigh","high","2","more","big","high","unacc"
"7711",0,"high","low","3","more","small","high","acc"
"772",0,"high","high","3","4","small","med","unacc"
"773",0,"low","low","5more","2","big","high","unacc"
"7741",0,"med","vhigh","5more","2","big","low","vgood"
"7751",0,"high","vhigh","2","more","small","high","acc"
"776",0,"high","low","5more","4","med","high","unacc"
"7771",0,"vhigh","low","4","4","big","low","unacc"
"778",0,"med","vhigh","5more","2","big","med","acc"
"779",0,"vhigh","vhigh","5more","4","small","med","unacc"
"780",0,"vhigh","med","4","2","big","low","unacc"
"7811",0,"low","med","3","2","med","med","acc"
"7821",0,"med","high","5more","2","small","high","acc"
"7831",0,"vhigh","low","3","2","med","low","unacc"
"7841",0,"med","vhigh","3","2","big","high","unacc"
"785",0,"high","vhigh","4","2","med","high","unacc"
"786",0,"vhigh","vhigh","3","4","big","low","acc"
"7871",0,"high","vhigh","2","2","big","low","unacc"
"7881",0,"vhigh","vhigh","3","2","small","med","unacc"
"789",0,"med","med","2","4","med","high","unacc"
"7901",0,"high","vhigh","4","2","small","med","unacc"
"7911",0,"med","low","5more","2","med","med","unacc"
"7921",0,"high","med","4","4","med","high","unacc"
"7931",0,"low","med","3","more","big","med","unacc"
"794",0,"med","med","2","2","small","low","unacc"
"795",0,"med","low","3","2","big","low","unacc"
"7961",0,"vhigh","vhigh","4","more","small","high","unacc"
"7971",0,"med","low","4","more","med","high","unacc"
"798",0,"low","high","5more","more","big","low","unacc"
"7991",0,"low","med","2","more","big","low","unacc"
"8001",0,"med","low","5more","4","med","low","acc"
"8011",0,"low","high","3","4","med","high","unacc"
"8021",0,"high","vhigh","4","more","med","high","acc"
"8031",0,"low","med","4","more","small","med","unacc"
"8041",0,"vhigh","high","2","4","med","low","unacc"
"8051",0,"vhigh","low","2","4","med","low","unacc"
"8061",0,"low","vhigh","2","more","med","high","good"
"8071",0,"vhigh","med","3","2","big","high","unacc"
"8081",0,"low","low","3","4","big","med","unacc"
"8091",0,"med","high","2","2","big","high","unacc"
"8101",0,"vhigh","vhigh","4","2","big","med","acc"
"8111",0,"high","high","3","more","big","low","unacc"
"8121",0,"vhigh","med","5more","more","big","high","unacc"
"813",0,"vhigh","high","3","more","big","low","unacc"
"814",0,"low","high","4","more","small","med","unacc"
"8151",0,"med","low","4","4","big","low","vgood"
"8161",0,"high","med","5more","2","small","low","good"
"8171",0,"low","med","2","2","big","low","unacc"
"818",0,"med","low","5more","2","small","low","unacc"
"8191",0,"low","low","5more","more","med","med","acc"
"8201",0,"high","high","4","more","med","low","unacc"
"8211",0,"low","med","5more","more","med","med","unacc"
"8221",0,"low","low","2","2","med","med","unacc"
"8231",0,"high","low","3","more","big","low","vgood"
"8241",0,"high","high","5more","2","small","med","acc"
"825",0,"vhigh","med","4","2","med","low","unacc"
"826",0,"low","high","5more","4","small","high","unacc"
"8271",0,"med","low","5more","2","big","med","unacc"
"828",0,"high","high","2","4","med","med","unacc"
"8291",0,"low","med","4","4","small","high","good"
"8301",0,"high","low","5more","more","small","low","acc"
"831",0,"low","low","3","4","big","low","unacc"
"832",0,"med","med","2","4","med","high","vgood"
"8331",0,"high","high","5more","more","med","high","acc"
"8341",0,"med","low","3","more","small","med","vgood"
"835",0,"med","vhigh","4","4","med","high","acc"
"8361",0,"low","med","5more","2","med","med","unacc"
"8371",0,"high","high","4","4","small","med","unacc"
"838",0,"med","vhigh","4","4","med","low","unacc"
"8391",0,"med","vhigh","3","2","small","low","acc"
"8401",0,"med","med","4","more","big","med","acc"
"841",0,"high","high","2","more","small","high","acc"
"8421",0,"high","vhigh","5more","2","med","low","unacc"
"8431",0,"vhigh","high","2","4","small","low","unacc"
"8441",0,"med","low","2","more","med","low","unacc"
"845",0,"high","med","3","4","big","med","unacc"
"8461",0,"low","high","5more","2","small","low","unacc"
"8471",0,"high","vhigh","3","more","big","high","acc"
"8481",0,"high","vhigh","5more","4","big","med","unacc"
