"","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"6087",535,"Spain","Male",37,3,175534.78,2,1,1,9241.52,0
"6088",561,"France","Female",27,9,135637,1,1,0,153080.4,1
"6093",601,"Germany","Male",43,3,141859.12,2,1,1,111249.62,0
"6100",532,"Germany","Male",52,9,137755.76,1,1,0,163191.99,1
"6101",796,"France","Male",30,2,137262.71,2,1,0,62905.29,0
"6106",617,"France","Female",34,0,131244.65,2,1,0,183229.02,0
"6107",762,"Germany","Male",28,3,125155.83,2,1,1,106024.02,0
"6108",703,"Germany","Male",35,5,140691.08,2,1,0,167810.26,0
"6123",619,"France","Male",44,3,116967.68,1,1,0,5075.17,1
"6128",759,"France","Female",33,2,0,2,1,0,56583.88,0
"6129",819,"France","Male",35,1,0,2,0,1,3385.04,0
"6131",632,"Germany","Female",35,2,150561.03,2,0,0,64722.61,0
"6139",477,"France","Male",47,9,144900.58,1,1,0,61315.37,1
"6140",652,"France","Female",37,4,0,2,1,0,143393.24,0
"6141",488,"France","Female",31,8,97588.6,1,0,0,124210.53,0
"6144",779,"Germany","Female",24,10,122200.31,2,1,0,43705.56,0
"6150",643,"Spain","Male",34,6,0,2,1,1,116046.22,0
"6153",508,"France","Female",64,2,0,1,1,1,6076.62,0
"6154",550,"France","Male",31,5,142200.19,2,1,1,122221.71,0
"6155",754,"Germany","Female",39,3,160761.41,1,1,1,24156.03,0
"6165",710,"Germany","Male",58,7,170113,2,0,1,10494.64,0
"6166",619,"Spain","Female",41,8,0,3,1,1,79866.73,1
"6169",579,"France","Female",26,10,162482.76,1,1,1,18458.2,0
"6170",542,"France","Male",29,9,0,1,1,0,8342.35,0
"6175",608,"Germany","Male",26,1,106648.98,1,0,1,7063.6,0
"6177",608,"Germany","Female",38,8,103653.51,2,1,1,137079.86,0
"6180",591,"Germany","Female",34,4,150635.3,1,1,1,72274.84,0
"6183",709,"France","Female",37,9,0,2,1,0,16733.59,0
"6184",611,"France","Male",53,3,83568.26,1,0,0,1235.49,0
"6186",699,"Germany","Male",36,6,147137.74,1,1,1,33687.9,0
"6196",514,"France","Female",41,7,0,2,1,1,3756.65,0
"6207",802,"Spain","Male",51,7,0,1,0,1,40855.79,0
"6218",693,"France","Male",31,2,0,2,1,1,107759.31,0
"6223",582,"France","Male",31,2,0,2,1,1,33747.03,0
"6224",694,"France","Male",32,0,91956.49,1,1,1,59961.81,0
"6225",777,"France","Male",39,8,0,2,1,1,18613.52,0
"6226",598,"Germany","Male",32,9,123938.6,2,1,0,198894.42,0
"6229",663,"Germany","Male",42,5,90248.79,1,1,1,79169.73,0
"6234",850,"France","Male",34,2,72079.71,1,1,1,115767.93,0
"6237",553,"France","Male",38,3,99844.68,1,0,0,187915.7,0
"6243",698,"Germany","Male",52,8,96781.39,1,1,1,153373.71,0
"6257",609,"France","Male",37,1,39344.83,1,1,1,178291.89,1
"6259",712,"France","Female",27,2,133009.51,1,1,0,126809.15,0
"6262",708,"Spain","Female",35,8,122570.69,1,0,0,199005.88,0
"6263",513,"France","Male",44,1,63562.02,2,0,1,52629.73,1
"6265",690,"Germany","Male",44,9,100368.63,2,0,0,35342.33,0
"6266",850,"France","Male",37,6,0,2,1,0,109291.22,0
"6267",537,"Spain","Female",33,7,136082,1,1,0,62746.54,0
"6273",511,"France","Female",46,1,0,1,1,1,115779.48,1
"6274",743,"Spain","Male",43,2,161807.18,2,0,1,93228.86,1
"6284",726,"France","Male",37,2,132057.92,2,1,0,34743.98,0
"6287",637,"France","Female",41,9,0,2,1,0,145477.36,0
"6288",690,"Spain","Male",32,2,76087.98,1,0,1,151822.66,0
"6292",563,"Spain","Male",24,7,0,2,0,0,16319.56,0
"6295",696,"Germany","Male",42,7,162318.61,1,1,0,121061.89,0
"6314",575,"France","Male",27,3,139301.68,1,1,0,99843.98,0
"6324",550,"France","Male",34,8,122359.5,1,0,0,116495.55,0
"6325",729,"Spain","Female",28,0,0,2,1,1,31165.06,1
"6334",634,"France","Male",34,8,105302.66,1,1,1,123164.97,0
"6339",583,"Germany","Male",39,8,102945.01,1,0,0,52861.89,0
"6340",644,"France","Female",24,8,92760.55,1,1,0,35896.75,0
"6345",850,"France","Male",41,3,0,2,1,0,128892.36,0
"6349",699,"Spain","Male",31,8,125927.51,2,1,0,147661.47,0
"6362",416,"Germany","Female",25,0,97738.97,2,1,1,160523.33,0
"6364",678,"Spain","Female",40,4,113794.22,1,1,0,16618.76,0
"6376",524,"Spain","Female",64,5,0,1,1,0,136079.64,1
"6377",700,"France","Male",46,5,95872.86,1,1,0,98273.01,1
"6388",513,"France","Female",43,9,0,2,1,0,152499.8,0
"6390",605,"France","Female",30,9,135422.31,1,0,1,186418.85,0
"6391",574,"Spain","Female",37,7,0,2,1,0,32262.28,0
"6395",466,"Germany","Male",41,2,152102.18,2,1,0,181879.56,0
"6396",741,"Germany","Female",36,0,127675.39,2,1,0,74260.16,0
"6401",676,"Spain","Female",30,5,0,2,0,0,179066.58,0
"6407",684,"France","Male",33,4,140700.61,1,1,0,103557.93,0
"6410",683,"France","Female",33,9,0,2,1,1,38784.42,0
"6417",762,"France","Male",26,6,130428.78,1,1,0,173365.89,0
"6423",772,"France","Male",47,9,152347.01,1,0,1,17671.78,0
"6439",679,"France","Female",44,3,118742.74,2,1,0,1568.91,0
"6440",632,"Spain","Male",37,1,138207.08,1,1,0,60778.11,1
"6443",491,"France","Male",33,5,83134.3,1,1,0,187946.55,0
"6445",693,"Germany","Female",37,6,95900.04,1,1,1,38196.24,0
"6447",529,"Spain","Male",34,9,0,1,1,1,93208.22,0
"6451",834,"France","Female",28,6,0,1,1,0,74287.53,0
"6456",711,"France","Female",29,9,0,2,0,1,3234.8,0
"6459",589,"France","Male",36,1,100895.54,1,1,1,68075.14,0
"6460",606,"Germany","Male",45,5,63832.43,1,1,1,93707.8,0
"6461",582,"France","Male",29,4,0,2,0,0,156153.27,0
"6463",467,"France","Male",57,1,0,2,1,1,114448.77,0
"6467",678,"Germany","Male",32,4,139626.01,1,1,1,118235.52,1
"6476",497,"Germany","Male",41,5,80542.81,1,0,0,88729.22,1
"6482",606,"Germany","Male",39,8,136000.45,2,1,0,31708.53,0
"6487",710,"France","Male",40,5,0,2,0,0,162878.96,0
"6488",580,"France","Male",31,2,0,2,0,1,64014.24,0
"6497",595,"Germany","Female",44,4,96553.52,2,1,0,143952.24,1
"6498",669,"France","Male",50,9,201009.64,1,1,0,158032.5,1
"6501",582,"France","Female",43,5,153313.67,1,0,0,170563.73,0
"6502",679,"France","Male",30,9,0,2,1,0,157871.55,0
"6507",585,"Spain","Female",56,1,128472.8,1,1,0,186476.91,1
"6513",487,"France","Male",24,7,133628.09,2,1,1,98570.01,0
"6516",803,"France","Female",65,2,151659.52,2,0,1,6930.17,0
"6518",628,"Germany","Female",51,9,155903.82,2,1,1,71159.84,0
"6519",521,"Spain","Female",49,4,82940.25,2,0,0,62413.01,1
"6523",663,"France","Female",42,1,82228.67,2,1,0,71359.78,0
"6525",651,"Germany","Female",35,1,163700.78,3,1,1,29583.48,1
"6527",574,"France","Female",34,7,152992.91,1,1,1,134691.2,0
"6532",518,"France","Female",45,8,0,2,1,1,36193.07,0
"6555",520,"France","Male",31,4,93249.4,1,1,0,77335.75,0
"6556",641,"France","Male",35,5,0,2,1,0,93148.93,0
"6562",445,"Germany","Female",48,7,168286.58,1,1,0,16645.77,1
"6563",720,"France","Male",44,3,86102.27,1,1,0,180134.88,1
"6564",643,"Germany","Male",25,4,115142.9,1,1,1,148098.95,0
"6567",525,"Germany","Female",30,0,157989.21,2,1,1,100687.67,0
"6568",662,"Spain","Female",54,1,187997.15,1,0,0,111442.71,1
"6569",724,"Germany","Male",54,8,172192.49,1,1,1,136902.01,0
"6573",588,"France","Female",21,8,0,2,1,1,110114.19,0
"6576",794,"Germany","Female",55,6,115796.7,1,1,0,160526.36,1
"6586",625,"France","Male",39,5,0,1,1,0,99800.87,0
"6590",498,"Germany","Male",45,7,109200.74,2,0,1,165990.44,0
"6591",696,"Spain","Female",30,0,0,2,1,1,9002.8,0
"6592",758,"France","Female",33,7,0,1,1,0,188156.34,0
"6608",673,"Germany","Female",41,9,98612.1,1,1,0,151349.35,0
"6612",568,"Spain","Male",27,5,126815.97,2,0,1,118648.12,0
"6613",502,"France","Female",64,3,139663.37,1,0,1,100995.11,0
"6617",606,"Spain","Male",33,8,0,2,1,1,63176.77,0
"6624",581,"France","Male",28,3,104367.5,1,1,1,29937.75,0
"6625",565,"France","Male",46,7,135369.71,1,0,1,140130.22,0
"6631",741,"France","Female",36,3,0,2,1,1,89804.83,0
"6632",613,"France","Male",44,3,0,2,0,1,136491.72,0
"6638",850,"France","Male",36,3,0,2,1,0,195033.07,0
"6644",717,"Spain","Female",34,1,0,2,1,0,119313.74,0
"6647",685,"Spain","Female",42,2,0,2,0,0,199992.48,0
"6664",850,"Germany","Male",31,4,146587.3,1,1,1,89874.82,0
"6665",703,"France","Female",42,7,0,2,0,1,72500.68,0
"6667",588,"Spain","Male",32,3,109109.33,1,0,1,4993.94,0
"6681",633,"France","Female",60,8,69365.25,1,1,1,10288.24,0
"6691",573,"Germany","Male",30,8,127406.5,1,1,0,192950.6,0
"6694",637,"France","Male",27,9,128940.24,1,1,0,46786.92,0
"6695",651,"Germany","Male",37,9,114453.58,1,0,1,175820.91,0
"6697",567,"France","Female",48,3,0,1,1,0,55362.45,0
"6717",515,"Spain","Male",29,4,151012.55,2,1,0,9770.97,0
"6719",444,"France","Male",34,2,144318.97,1,1,0,112668.06,0
"6727",628,"Spain","Male",50,8,0,1,0,0,144366.83,1
"6737",707,"France","Female",57,1,92053,1,1,1,164064.44,1
"6740",509,"France","Male",55,8,132387.91,2,1,1,170360.11,0
"6741",670,"Germany","Female",40,2,147171.2,1,0,1,69850.04,0
"6745",777,"France","Female",30,4,0,2,0,1,115611.97,0
"6749",756,"France","Male",31,10,122647.32,1,0,0,61666.87,0
"6757",473,"France","Female",39,9,117103.26,2,1,1,85937.52,1
"6762",573,"France","Female",27,4,0,2,1,1,157549.6,0
"6769",599,"Spain","Male",42,6,0,2,1,0,113868.4,0
"6778",754,"France","Female",27,7,0,2,1,0,144134.64,0
"6783",585,"France","Male",55,10,106415.57,3,1,1,122960.98,1
"6785",728,"Germany","Female",32,9,127772.1,2,1,1,152643.48,0
"6787",833,"France","Male",30,1,0,2,1,0,141860.62,0
"6801",711,"France","Female",35,8,0,1,1,1,67508.01,0
"6803",662,"France","Male",32,9,0,2,0,0,65089.38,0
"6810",684,"France","Female",26,5,87098.91,1,0,0,106095.82,0
"6816",606,"Spain","Male",36,0,94153.56,1,0,1,120138.27,0
"6820",568,"Spain","Male",39,5,0,2,1,1,129569.92,0
"6821",528,"France","Male",29,3,102787.42,1,1,0,55972.56,0
"6824",581,"Spain","Female",24,10,159203.71,1,1,1,102517.83,1
"6831",765,"France","Male",43,9,157960.49,2,0,0,136602.8,0
"6836",810,"France","Male",33,6,0,2,1,1,77965.67,0
"6839",850,"France","Male",29,6,0,2,1,1,10672.54,0
"6845",587,"France","Male",33,8,148163.57,1,0,0,122925.4,0
"6852",527,"Germany","Female",39,9,96748.89,2,1,0,94711.43,0
"6858",546,"Germany","Female",52,1,106074.89,1,1,1,23548.45,1
"6861",727,"Germany","Male",45,6,114422.85,2,1,1,104678.78,1
"6865",593,"Germany","Female",48,3,133903.12,2,1,1,85902.39,1
"6868",656,"Spain","Female",32,1,104254.27,1,1,1,17034.37,0
"6870",685,"Spain","Female",30,2,0,3,1,1,172576.43,1
"6871",850,"Germany","Female",36,0,136980.23,2,1,1,99019.65,0
"6872",636,"Germany","Female",48,3,120568.41,1,1,0,190160.04,1
"6875",798,"France","Male",28,3,0,2,1,0,2305.27,0
"6879",651,"France","Male",35,0,181821.96,2,0,1,36923.67,1
"6882",631,"Spain","Male",29,3,0,2,1,1,197963.46,0
"6884",691,"France","Male",30,9,0,1,1,0,49594.02,0
"6887",733,"Germany","Male",45,2,113939.36,2,1,0,3218.71,0
"6888",850,"France","Male",19,8,0,1,1,1,68569.89,0
"6890",473,"France","Female",25,6,110666.42,2,0,0,46758.42,0
"6891",490,"France","Male",39,1,0,3,1,0,171060.01,1
"6893",649,"France","Female",56,8,156974.26,1,1,0,89405.26,1
"6899",575,"Spain","Male",41,2,100062.39,1,0,0,126307.25,0
"6906",687,"France","Female",35,1,110752.15,2,1,1,47921.22,0
"6911",511,"Spain","Female",40,1,0,1,1,1,184118.73,0
"6913",544,"France","Male",48,10,78314.63,3,1,1,103713.93,1
"6916",658,"Germany","Male",31,2,77082.65,2,0,0,13482.28,0
"6925",668,"Spain","Male",43,1,147167.25,1,0,0,141679.73,0
"6931",751,"France","Male",30,3,165257.2,1,0,0,134822.05,0
"6938",589,"France","Female",50,4,0,2,0,1,182076.97,0
"6939",725,"France","Female",33,4,0,1,1,1,67879.8,0
"6945",850,"Germany","Male",36,7,102800.72,1,1,1,87352.43,0
"6955",611,"France","Male",38,7,0,1,1,1,63202,0
"6961",673,"France","Male",39,7,82255.51,2,1,0,109545.56,0
"6968",466,"France","Male",26,9,105522.06,1,1,0,10842.46,0
"6971",696,"Germany","Female",66,7,119499.42,2,1,1,174027.3,0
"6973",595,"France","Male",52,9,0,1,1,1,106340.66,1
"6976",556,"Spain","Male",38,2,115463.16,1,1,0,150679.65,0
"6978",587,"Spain","Male",42,5,120233.83,1,1,0,194890.33,0
"6991",660,"France","Male",41,3,0,2,1,1,108665.89,0
"6992",518,"Germany","Male",29,9,125961.74,2,1,0,160303.08,1
"6999",666,"Spain","Female",47,5,0,1,0,0,166650.9,1
"7002",681,"Germany","Male",48,5,139714.4,2,0,0,73066.72,0
"7005",670,"France","Female",50,8,138340.06,1,0,1,3159.15,0
"7006",751,"France","Male",43,1,114974.24,1,1,0,125920.54,0
"7007",544,"France","Female",33,6,0,2,1,1,124113.04,0
"7018",646,"Spain","Male",25,5,182876.88,2,1,1,42537.59,1
"7021",651,"France","Male",28,7,0,2,1,0,823.96,0
"7023",493,"France","Male",54,3,167831.88,2,1,0,150159.95,1
"7026",569,"Spain","Female",51,3,0,3,1,0,75084.96,1
"7027",677,"France","Female",27,2,0,2,0,1,114685.92,0
"7031",574,"France","Male",33,8,100267.03,1,1,0,103006.27,0
"7032",478,"Spain","Male",48,0,83287.05,2,0,1,44147.95,1
"7039",630,"France","Male",31,0,0,2,1,1,34475.14,0
"7040",523,"Germany","Male",60,1,163894.35,1,0,1,57061.71,0
"7051",591,"France","Male",29,6,0,2,1,1,108684.65,0
"7055",769,"Spain","Male",38,6,0,2,0,0,104393.78,0
"7062",603,"Germany","Female",35,9,145623.36,1,1,0,163181.62,0
"7067",729,"Spain","Female",42,1,0,2,1,1,149535.97,0
"7070",759,"France","Female",46,2,0,1,1,1,138380.11,0
"7073",686,"France","Male",37,9,134560.62,1,1,0,27596.39,0
"7084",665,"Spain","Female",32,10,0,1,1,1,22487.45,0
"7091",601,"France","Male",47,1,64430.06,2,0,1,96517.97,0
"7092",600,"Germany","Male",53,7,106261.63,1,1,0,93629.66,1
"7095",640,"France","Female",67,3,0,1,0,1,42964.63,0
"7101",650,"Spain","Male",24,8,108881.73,1,1,0,104492.83,0
"7108",711,"Germany","Female",45,1,97486.15,2,1,0,50610.62,0
"7109",806,"Spain","Female",37,2,137794.18,2,0,1,75232.02,0
"7115",764,"France","Female",39,1,129068.54,2,1,1,187905.12,0
"7119",715,"France","Male",32,8,175307.32,1,1,0,187051.23,0
"7124",722,"France","Female",38,3,0,2,0,1,167984.72,0
"7131",599,"Germany","Male",33,2,51949.95,2,1,0,85045.92,0
"7139",430,"Germany","Female",66,6,135392.31,2,1,1,172852.06,1
"7140",806,"France","Female",67,1,0,2,0,1,103945.58,0
"7142",755,"Germany","Female",38,1,82083.52,1,0,1,10333.78,0
"7143",612,"Spain","Female",63,2,131629.17,2,1,0,122109.58,1
"7146",683,"France","Male",30,4,114779.35,1,0,0,183171.47,0
"7155",605,"France","Male",33,9,128152.82,1,0,0,147822.81,0
"7161",640,"Germany","Male",23,3,72012.76,1,1,0,161333.13,0
"7169",507,"France","Male",33,7,0,2,1,1,85411.01,0
"7175",640,"France","Female",50,9,117565.03,2,0,0,82559.77,0
"7180",613,"France","Male",42,7,115076.06,1,1,1,79323.61,0
"7181",794,"France","Male",30,8,0,2,1,1,24113.91,0
"7188",552,"France","Female",38,9,134105.01,1,0,0,57850.1,0
"7192",501,"France","Male",42,9,114631.23,1,0,1,91429.74,0
"7193",709,"France","Male",44,9,128601.98,1,1,0,117031.2,0
"7196",675,"France","Female",33,6,0,2,1,0,34045.61,0
"7197",561,"France","Female",35,5,0,2,1,0,59981.62,0
"7208",520,"Spain","Female",30,4,145222.99,2,0,0,145160.96,0
"7214",484,"Germany","Female",55,8,149349.58,3,0,0,137519.92,1
"7215",721,"France","Male",36,1,155176.83,2,1,1,49653.37,0
"7219",757,"France","Male",36,7,144852.06,1,0,0,130861.95,0
"7225",751,"Spain","Female",34,8,127095.14,2,0,0,479.54,0
"7227",777,"Germany","Female",46,0,107362.8,1,1,0,487.3,0
"7229",539,"France","Female",47,2,127286.04,2,1,1,166929.43,1
"7230",716,"France","Female",29,6,0,2,1,1,98998.61,0
"7238",684,"France","Female",43,7,0,2,1,0,131093.99,0
"7240",580,"Germany","Male",45,8,103741.14,1,1,0,47428.73,1
"7246",702,"Germany","Female",36,2,105264.88,2,1,1,52909.87,0
"7275",652,"France","Female",34,6,97435.85,2,1,1,104331.76,0
"7279",642,"France","Female",33,4,84607.34,2,0,1,60059.47,0
"7283",581,"Spain","Female",44,7,189318.16,2,1,0,45026.23,1
"7284",667,"France","Male",31,3,99513.91,1,1,1,189657.26,0
"7294",709,"France","Female",34,2,111669.68,1,1,0,57029.66,0
"7297",663,"Germany","Female",37,8,155303.71,1,1,0,118716.63,0
"7306",687,"France","Male",28,7,108116.66,1,1,1,27411.19,0
"7307",837,"France","Female",38,2,0,2,1,1,46395.21,0
"7309",663,"Spain","Female",53,6,150200.23,1,0,1,151317.27,1
"7311",627,"France","Female",41,6,0,3,1,1,138700.75,1
"7315",588,"France","Female",36,2,0,2,1,0,92536,1
"7316",502,"Germany","Female",33,6,125241.17,2,1,1,158736.07,0
"7317",793,"Germany","Male",54,2,128966.13,1,0,0,18633.4,1
"7319",632,"Spain","Female",32,1,0,2,1,0,19525.65,0
"7323",713,"France","Female",32,1,117094.02,1,0,0,149558.83,1
"7325",607,"France","Female",39,10,0,3,1,0,132741.13,1
"7327",600,"France","Male",49,7,90218.9,1,1,0,91347.76,0
"7329",850,"Germany","Male",56,1,169743.83,1,0,0,155850.4,1
"7334",699,"Spain","Male",43,2,136487.86,2,1,0,82815.93,0
"7335",616,"France","Male",18,6,0,2,1,1,27308.58,0
"7344",643,"France","Male",34,7,0,2,0,1,100304.13,0
"7348",553,"Spain","Male",42,7,0,2,1,0,7680.23,0
"7351",669,"Spain","Male",25,7,157228.61,2,1,0,124382.9,0
"7353",726,"France","Female",38,4,0,2,0,0,6787.48,0
"7356",529,"Spain","Female",35,5,0,2,1,0,56518,0
"7357",493,"France","Female",37,8,142987.46,2,1,0,158840.99,0
"7358",615,"Spain","Female",29,7,143330.56,2,1,1,126396.01,0
"7361",644,"Spain","Male",54,6,0,1,0,1,84622.37,0
"7363",707,"France","Male",73,6,66573.17,1,1,1,62768.8,0
"7364",603,"France","Male",40,4,102833.46,2,1,1,38829.11,0
"7366",568,"Spain","Female",36,10,153610.61,1,1,1,54083.8,1
"7380",573,"France","Female",36,1,0,1,1,1,56905.38,0
"7385",634,"France","Female",41,7,0,2,1,1,131284.93,0
"7386",660,"France","Male",38,4,0,2,0,0,88080.43,0
"7393",596,"Spain","Male",67,6,0,2,1,1,138350.74,0
"7400",668,"France","Female",37,7,128645.67,1,1,0,92149.64,0
"7404",796,"Spain","Male",56,6,94231.13,1,0,0,121164.6,1
"7412",626,"Germany","Female",23,6,85897.95,1,1,0,109742.8,0
"7418",730,"Germany","Female",37,5,124053.03,1,1,0,118591.67,0
"7421",753,"Germany","Female",38,9,151766.71,1,1,1,180829.99,0
"7422",634,"Spain","Female",36,1,0,1,1,1,143960.72,0
"7438",628,"France","Female",29,9,71996.29,1,1,1,34857.46,0
"7439",528,"France","Female",32,4,85615.66,2,1,0,156192.43,0
"7443",614,"Spain","Male",36,5,0,2,1,0,130610.78,0
"7446",516,"France","Female",45,4,0,1,1,0,95273.73,1
"7448",636,"Germany","Male",30,8,141787.31,2,1,1,109685.61,0
"7455",732,"France","Male",46,0,0,2,1,1,184350.78,0
"7462",596,"Spain","Male",32,4,0,2,0,1,146504.35,0
"7465",768,"Germany","Male",37,9,108308.11,1,1,0,41788.25,1
"7485",772,"France","Female",35,9,0,1,0,1,25448.31,0
"7489",538,"Germany","Female",42,4,80380.24,1,1,0,119216.46,0
"7494",610,"Spain","Female",37,10,140363.95,2,1,1,129563.86,0
"7501",694,"France","Male",47,4,0,2,1,0,197528.62,0
"7506",659,"Spain","Male",27,4,0,2,1,0,99341.87,0
"7522",670,"Spain","Male",43,1,97792.21,1,0,0,120225.62,0
"7524",814,"Spain","Female",72,2,0,2,0,1,130853.03,0
"7531",711,"Germany","Female",52,8,145262.54,1,0,1,131473.31,0
"7544",777,"France","Male",43,1,0,2,1,0,21785.91,0
"7545",566,"France","Male",34,3,0,1,0,0,188135.69,0
"7546",732,"France","Male",26,7,0,2,1,0,154364.66,0
"7556",731,"Spain","Male",41,3,0,2,1,0,101371.72,0
"7557",738,"Spain","Male",49,3,0,3,1,1,65066.48,1
"7560",701,"Spain","Female",30,2,0,2,1,0,115650.63,0
"7562",635,"France","Male",41,4,103544.88,2,1,0,193746.55,0
"7564",609,"France","Male",53,7,0,2,0,1,52332.85,0
"7574",481,"Spain","Female",37,8,0,2,1,0,44215.86,0
"7576",561,"Germany","Male",49,5,94754,1,1,1,26691.31,0
"7584",682,"France","Male",26,8,0,2,1,0,178373.43,0
"7594",418,"France","Male",28,7,98738.92,1,1,0,122190.22,0
"7597",599,"Germany","Male",40,10,137456.28,2,1,1,14113.11,0
"7602",828,"France","Male",31,9,0,1,0,1,164257.37,0
"7604",608,"Spain","Female",28,4,0,2,1,0,10899.63,1
"7605",691,"France","Female",60,6,101070.69,1,1,0,177355.8,1
"7613",678,"Spain","Male",28,5,138668.18,1,1,1,54144.01,0
"7614",634,"France","Female",37,7,51582.5,2,1,1,184312.88,0
"7615",749,"France","Male",37,7,0,2,1,0,20306.79,0
"7616",590,"Spain","Male",37,6,169902.92,1,1,1,128256.18,0
"7621",579,"France","Female",27,9,0,2,1,0,126838.7,0
"7632",677,"Spain","Male",40,7,95312.8,1,1,1,62944.75,0
"7650",715,"France","Female",31,3,110581.29,1,1,1,94715.24,0
"7660",680,"France","Male",31,10,113292.17,1,1,1,122639.73,0
"7664",590,"France","Male",39,9,0,2,1,1,104730.52,0
"7668",797,"France","Male",29,1,0,1,0,1,149991.32,0
"7674",750,"Spain","Female",37,2,113817.06,1,0,0,88333.74,0
"7689",713,"Germany","Male",45,4,131038.14,1,1,0,74005.04,1
"7691",569,"Spain","Male",31,1,115406.97,1,0,0,145528.22,0
"7695",676,"Spain","Female",64,4,116954.32,1,1,1,91149.48,0
"7700",605,"Spain","Female",36,9,0,2,0,1,35521.63,0
"7701",752,"Spain","Female",31,4,144637.86,2,1,0,40496.72,0
"7707",667,"Spain","Male",31,5,0,2,1,1,20346.69,0
"7712",612,"Germany","Male",46,9,161450.03,1,1,1,96961,1
"7715",682,"France","Female",30,9,0,2,1,1,195104.91,0
"7717",684,"France","Male",32,9,100249.41,2,0,1,67599.69,0
"7721",693,"France","Male",68,2,0,2,1,1,59864.96,0
"7722",757,"Germany","Male",33,1,122088.67,1,1,0,42581.09,0
"7725",842,"France","Male",44,3,141252.18,4,0,1,128521.16,1
"7728",681,"France","Female",63,7,0,2,1,1,55054.48,0
"7731",635,"France","Male",43,10,122198.21,2,0,1,179144.54,0
"7732",638,"Germany","Male",42,8,145177.84,1,1,0,193471.74,1
"7735",713,"France","Male",41,3,0,2,1,0,55772.04,0
"7737",649,"France","Female",41,3,130931.83,1,1,1,144808.37,0
"7738",777,"France","Female",30,4,137851.31,1,1,0,5008.23,1
"7739",561,"France","Male",33,6,0,2,0,0,173680.39,0
"7762",627,"Germany","Male",30,3,128770.88,2,1,1,40199.01,0
"7766",683,"Germany","Female",49,7,108797.63,2,0,0,140763.18,0
"7773",792,"Germany","Female",50,4,146710.76,1,1,0,16528.4,1
"7784",437,"France","Female",43,6,0,1,1,0,148330.97,1
"7785",741,"France","Female",64,2,69311.16,1,1,1,59237.72,0
"7787",586,"Spain","Female",33,10,66948.67,2,1,1,140759.03,0
"7788",627,"France","Female",57,9,0,2,1,1,107712.42,0
"7800",660,"Germany","Male",46,5,109019.65,2,1,1,33680.56,0
"7812",611,"France","Male",30,2,104145.65,1,0,0,159629.64,0
"7813",532,"Germany","Male",24,8,142755.25,1,0,0,34231.48,0
"7824",705,"France","Male",32,7,0,2,1,0,7921.57,0
"7830",572,"France","Female",36,8,68348.18,2,0,1,50400.32,0
"7838",850,"Spain","Male",48,2,0,1,1,0,169425.3,1
"7847",557,"France","Female",27,3,87739.08,1,1,1,123096.56,0
"7849",433,"France","Female",49,10,0,1,1,1,87711.61,0
"7854",730,"France","Female",47,7,0,1,1,0,33373.26,1
"7855",746,"Spain","Male",49,7,0,2,0,1,10096.25,0
"7868",640,"Spain","Female",46,3,0,1,1,1,156260.08,0
"7869",611,"Germany","Female",29,4,78885.88,2,1,1,26927.69,0
"7872",676,"France","Female",36,3,91711.59,1,1,1,95393.43,0
"7873",639,"Germany","Female",46,10,110031.09,2,1,1,133995.59,0
"7888",716,"Germany","Female",30,2,205770.78,2,0,0,65464.66,0
"7889",594,"France","Female",31,0,79340.95,1,1,0,78255.86,0
"7890",600,"Germany","Male",57,9,138456.03,2,1,1,103548.25,0
"7893",648,"Spain","Female",31,5,0,2,1,1,5199.02,0
"7900",642,"France","Female",40,7,0,2,1,0,183963.34,0
"7904",567,"Spain","Male",34,10,0,2,0,1,161571.79,0
"7914",805,"Germany","Male",24,6,143221.35,2,1,0,186035.72,0
"7916",695,"Spain","Male",56,1,0,3,1,0,187734.49,1
"7921",714,"France","Male",34,5,141173.03,1,0,1,98896.06,0
"7923",679,"Spain","Male",39,6,0,2,1,0,12266.06,0
"7924",730,"Spain","Male",38,5,118866.36,1,1,1,163317.5,0
"7927",567,"Spain","Female",54,5,92316.31,2,1,0,158590.66,1
"7930",828,"France","Male",30,4,73070.18,2,0,0,161671.15,0
"7931",500,"Spain","Male",38,7,0,2,0,0,192013.23,0
"7938",670,"France","Male",36,3,0,1,1,0,140754.19,1
"7941",781,"Spain","Female",29,6,98759.89,1,0,0,112202.64,0
"7943",542,"France","Female",42,1,0,1,1,1,178256.58,1
"7952",850,"France","Female",40,0,0,2,1,0,1099.95,0
"7957",850,"France","Male",81,5,0,2,1,1,44827.47,0
"7964",630,"France","Male",37,6,0,2,1,1,82647.65,0
"7966",625,"France","Female",51,4,124620.01,2,1,0,92243.94,1
"7969",592,"Spain","Male",45,8,84692.5,1,0,1,67214.02,0
"7972",633,"Spain","Male",42,10,0,1,0,1,79408.17,0
"7982",599,"Germany","Male",38,9,89111.63,1,0,0,157239.6,0
"7989",516,"France","Male",51,8,120124.35,2,0,1,168773.54,0
"7992",427,"Spain","Female",39,9,0,2,1,0,28368.37,0
"7993",685,"France","Female",40,7,0,2,1,0,103898.59,0
"7998",465,"Germany","Male",24,6,156007.09,1,1,0,191368.37,0
"7999",829,"Germany","Male",28,3,132405.52,3,1,0,104889.2,1
