"","y","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"315",1,"GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","no","yes","no","yes","no","yes",3,5,2,2,2,1,2,16,17,18
"15",1,"GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,5,2,1,1,3,0,14,14,15
"487",1,"MS","F",16,"U","GT3","T",2,2,"other","services","course","father",1,1,1,"no","yes","yes","yes","no","yes","yes","no",4,4,3,1,4,3,1,9,10,10
"181",1,"GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"no","no","no","no","yes","no","yes","no",4,3,5,2,4,4,0,9,10,11
"111",1,"GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,4,13,14,14
"10",1,"GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,5,1,1,1,5,0,12,12,13
"635",1,"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,1,16,16,16
"90",1,"GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,1,3,3,5,5,6,9,9,10
"197",1,"GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,4,2,2,3,5,0,17,18,17
"281",1,"GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,5,8,10,9,10
"338",1,"GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,2,3,0,17,18,18
"432",1,"MS","F",17,"R","GT3","T",3,2,"at_home","other","course","father",1,2,1,"no","no","no","no","yes","yes","no","yes",4,5,4,1,2,5,0,10,10,10
"71",1,"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","yes","yes","yes","no",4,3,2,1,1,5,2,13,11,11
"70",1,"GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","no","yes","yes","no",4,4,2,2,3,3,6,15,15,15
"33",1,"GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,13,14,15
"190",1,"GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,0,10,11,11
"301",1,"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","yes",3,1,2,1,3,2,2,15,15,15
"494",1,"MS","F",17,"U","GT3","T",0,1,"other","at_home","course","father",2,1,0,"no","no","no","yes","no","yes","no","no",2,4,4,3,5,5,5,9,9,10
"543",1,"MS","F",16,"U","GT3","T",4,4,"teacher","services","course","mother",2,3,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,1,4,5,1,10,11,12
"513",1,"MS","F",18,"R","GT3","T",1,1,"at_home","other","other","mother",1,2,1,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,5,9,7,7,7
"388",1,"GP","M",18,"U","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","no","no","no","no","yes","yes","no",5,4,2,1,2,5,6,15,14,15
"279",1,"GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,2,2,1,1,2,2,9,12,13
"233",1,"GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","no","no","yes","yes","no","no",3,3,3,1,4,3,4,12,13,13
"537",1,"MS","M",15,"U","LE3","A",2,2,"other","other","reputation","mother",3,4,0,"no","yes","no","yes","yes","yes","no","no",5,4,5,2,3,5,8,13,14,14
"86",1,"GP","F",15,"U","GT3","T",4,4,"services","services","reputation","father",2,2,0,"no","no","no","no","yes","yes","yes","yes",4,4,4,2,3,5,4,12,11,12
"65",1,"GP","F",15,"U","LE3","T",4,3,"services","services","reputation","father",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,0,13,12,12
"316",1,"GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,5,1,2,1,8,14,14,15
"586",1,"MS","F",17,"R","LE3","A",3,1,"other","at_home","course","other",2,3,0,"no","yes","yes","no","yes","no","no","no",4,2,3,2,2,3,5,8,7,8
"1100",0,"MS","F",18,"U","GT3","T",4,1,"at_home","services","home","mother",1,1,1,"no","yes","no","yes","no","yes","yes","yes",4,4,2,1,2,5,4,10,11,13
"2100",0,"MS","F",17,"U","GT3","T",4,4,"other","services","home","other",1,1,1,"no","no","no","yes","yes","yes","yes","no",4,1,2,1,2,1,0,9,13,10
"3",0,"GP","M",16,"U","GT3","T",4,4,"other","other","home","father",1,2,0,"no","yes","no","yes","no","yes","no","yes",4,2,4,1,5,4,4,14,11,0
"4100",0,"MS","M",15,"R","GT3","A",3,2,"at_home","other","reputation","mother",4,3,1,"no","no","no","no","yes","yes","yes","yes",2,5,2,2,3,5,2,9,15,12
"520",0,"GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",5,4,4,3,1,2,2,10,15,10
"610",0,"MS","F",15,"R","LE3","T",1,3,"other","services","course","father",2,2,1,"yes","yes","no","no","yes","yes","yes","no",4,5,3,2,3,4,0,12,11,12
"710",0,"GP","M",16,"R","GT3","T",4,3,"other","services","course","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",3,3,3,1,4,4,6,12,11,11
"810",0,"GP","M",18,"U","GT3","T",4,3,"services","teacher","course","father",3,1,1,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,2,4,8,9,18,10
"910",0,"GP","M",17,"U","GT3","T",4,1,"other","services","course","other",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,4,3,1,2,5,0,11,9,11
"1010",0,"GP","F",18,"U","GT3","T",3,1,"other","teacher","other","father",1,2,3,"no","no","no","yes","yes","yes","yes","no",5,2,3,1,3,5,6,8,12,11
"1110",0,"MS","M",18,"U","LE3","T",2,3,"other","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,5,1,2,4,5,10,9,9
"1210",0,"GP","F",19,"U","GT3","T",1,4,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",5,1,2,3,2,1,4,7,8,10
"13",0,"GP","F",16,"U","GT3","T",3,2,"other","other","course","mother",2,1,0,"no","no","no","no","yes","yes","no","no",5,5,1,2,3,4,10,14,12,11
"1410",0,"GP","M",18,"U","GT3","T",4,1,"services","teacher","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,4,3,1,1,4,21,15,13,11
"1510",0,"GP","F",16,"U","GT3","T",2,3,"teacher","other","course","mother",1,2,0,"no","no","no","no","no","yes","yes","no",5,3,3,1,2,5,4,16,15,17
"1610",0,"GP","F",15,"U","GT3","T",2,3,"at_home","other","reputation","other",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,1,3,3,3,10,11,12
"1710",0,"GP","F",18,"U","GT3","T",4,4,"services","services","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,1,1,4,2,12,9,14
"18",0,"MS","F",20,"U","GT3","T",3,2,"services","other","other","mother",1,1,0,"yes","yes","no","yes","yes","yes","no","no",4,3,3,1,1,5,1,11,14,17
"1910",0,"GP","M",16,"U","LE3","T",4,2,"at_home","services","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,1,1,5,0,12,14,13
"2010",0,"GP","F",16,"U","LE3","T",1,2,"other","other","other","mother",2,2,0,"no","no","no","no","yes","yes","yes","yes",4,3,1,1,2,2,0,12,10,13
"2110",0,"GP","F",18,"R","GT3","T",4,2,"other","other","reputation","mother",2,2,0,"yes","yes","no","yes","no","yes","no","yes",4,2,2,1,1,5,1,14,12,14
"2210",0,"MS","F",19,"U","GT3","T",3,1,"services","teacher","course","father",1,2,2,"no","no","no","no","yes","yes","yes","yes",4,3,5,1,3,2,4,12,13,10
"23",0,"GP","F",19,"U","GT3","T",1,1,"other","other","home","father",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,2,1,1,1,2,16,9,11
"2410",0,"GP","F",17,"U","GT3","T",2,4,"at_home","teacher","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,1,3,4,8,11,19
"2510",0,"MS","F",16,"U","GT3","T",2,4,"services","services","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",2,2,5,2,1,5,2,10,14,16
"26",0,"GP","M",16,"R","LE3","T",1,2,"other","other","course","mother",3,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,2,4,9,16,11
"2710",0,"GP","M",17,"R","GT3","T",4,2,"services","services","home","other",1,3,0,"no","yes","no","yes","no","yes","no","no",3,3,2,1,1,1,3,9,14,13
"2810",0,"GP","F",15,"U","GT3","T",2,4,"services","other","course","mother",2,2,0,"no","yes","no","yes","no","yes","yes","yes",5,4,2,4,1,5,24,10,11,11
"2910",0,"GP","M",15,"U","GT3","T",2,1,"other","health","course","other",1,2,0,"yes","no","no","no","yes","yes","no","yes",4,3,4,1,1,5,8,11,16,13
"3010",0,"MS","F",16,"U","GT3","T",2,2,"at_home","other","home","mother",3,2,0,"yes","yes","no","yes","yes","no","no","yes",5,3,2,1,2,4,8,12,8,15
"3110",0,"MS","M",17,"R","GT3","T",1,2,"teacher","other","other","mother",1,2,0,"no","yes","no","yes","no","yes","no","yes",4,4,5,1,3,5,6,13,10,13
"3210",0,"MS","F",17,"U","LE3","T",3,4,"other","health","reputation","mother",2,1,0,"no","no","no","yes","no","no","no","no",4,3,1,5,3,5,4,8,0,8
"3310",0,"GP","F",18,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"no","no","no","no","no","yes","no","no",5,2,2,1,1,5,8,10,10,12
"3410",0,"GP","M",18,"U","LE3","T",3,2,"at_home","other","reputation","father",1,2,0,"no","yes","no","yes","no","yes","yes","no",3,1,4,1,1,4,0,9,17,10
"3510",0,"MS","F",18,"U","GT3","T",2,3,"other","services","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,5,2,4,1,3,2,13,8,10
"3610",0,"GP","F",15,"R","GT3","A",1,4,"services","at_home","home","mother",1,2,0,"yes","no","no","yes","yes","yes","no","no",4,4,5,1,3,3,9,10,7,15
"3710",0,"GP","F",19,"U","GT3","T",2,2,"other","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,2,5,0,17,16,11
"3810",0,"GP","F",16,"U","GT3","A",4,1,"at_home","services","reputation","other",2,2,0,"no","no","no","yes","yes","yes","no","yes",4,4,2,1,1,5,0,9,9,7
"3910",0,"GP","F",17,"U","GT3","A",2,3,"other","teacher","course","father",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,3,3,4,11,9,10
"4010",0,"MS","M",18,"R","GT3","T",2,2,"health","other","course","mother",1,2,0,"yes","yes","no","no","no","yes","no","no",4,4,3,1,2,4,0,13,13,12
"41",0,"GP","M",17,"U","GT3","T",3,1,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,3,0,17,13,12
"4210",0,"MS","M",16,"U","GT3","T",1,3,"at_home","other","other","other",2,2,0,"no","no","no","yes","yes","yes","yes","no",1,2,2,1,3,5,0,7,11,11
"4310",0,"MS","M",18,"U","GT3","T",4,3,"at_home","other","other","mother",1,1,0,"no","no","no","yes","yes","no","yes","yes",4,5,4,2,3,5,0,15,12,18
"44",0,"MS","M",16,"U","GT3","T",3,3,"services","at_home","course","father",1,3,0,"yes","yes","no","yes","no","yes","yes","no",5,5,3,1,3,5,6,12,15,15
"4510",0,"GP","F",17,"R","LE3","T",1,2,"teacher","teacher","reputation","father",2,2,0,"no","no","no","yes","yes","yes","no","yes",5,3,3,2,1,5,6,10,0,6
"4610",0,"GP","F",16,"U","GT3","T",4,2,"other","teacher","other","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",3,3,5,1,1,2,4,13,8,15
"4710",0,"MS","F",17,"U","LE3","T",2,1,"at_home","other","home","father",3,2,1,"no","no","no","yes","yes","yes","yes","no",5,4,3,1,4,3,3,10,11,8
"4810",0,"MS","M",18,"U","GT3","T",4,1,"services","other","course","mother",2,2,0,"yes","yes","no","yes","yes","yes","yes","yes",2,4,1,4,3,2,2,12,11,15
"4910",0,"MS","M",16,"U","GT3","T",3,1,"other","other","home","mother",3,2,0,"no","yes","no","no","yes","yes","no","yes",5,2,3,1,1,4,14,8,11,12
"5010",0,"GP","F",17,"R","GT3","T",3,2,"other","other","home","mother",3,3,1,"no","yes","no","yes","no","yes","yes","no",3,5,4,1,2,2,0,7,10,16
"5110",0,"GP","F",18,"R","GT3","T",1,4,"other","services","home","mother",2,3,0,"yes","no","no","yes","no","yes","yes","yes",5,3,4,2,1,4,0,15,13,8
"52",0,"GP","F",18,"R","GT3","T",4,4,"teacher","services","home","mother",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,4,4,4,5,5,9,10,13
"53",0,"GP","F",17,"U","GT3","A",4,4,"health","other","course","father",1,1,1,"no","no","no","yes","yes","no","yes","no",2,1,3,2,3,2,6,10,14,13
"547",0,"MS","M",18,"U","GT3","T",1,2,"other","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,3,4,3,0,9,13,14
"551",0,"MS","F",18,"R","GT3","A",1,3,"at_home","other","course","other",1,2,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,1,5,1,6,10,9,18
"5610",0,"MS","F",16,"U","GT3","A",3,3,"other","at_home","course","mother",2,4,0,"no","no","no","yes","yes","yes","yes","yes",4,5,5,3,1,3,6,12,12,7
"574",0,"GP","F",15,"U","GT3","A",3,2,"other","services","reputation","mother",1,1,0,"no","yes","no","no","yes","yes","yes","yes",5,2,2,1,1,3,8,13,12,11
"58",0,"MS","M",17,"U","GT3","T",3,2,"other","services","other","mother",2,3,0,"no","yes","no","no","no","yes","yes","no",5,4,2,1,4,4,0,11,8,15
"59",0,"GP","F",15,"U","GT3","T",1,0,"at_home","health","home","mother",3,2,3,"no","no","no","no","yes","yes","yes","no",4,2,3,1,1,5,0,13,10,10
"607",0,"GP","M",15,"R","LE3","T",3,2,"services","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",5,2,3,1,1,4,0,13,5,10
"612",0,"MS","F",16,"U","GT3","T",2,4,"services","other","reputation","father",1,2,0,"no","yes","no","no","yes","yes","no","no",5,3,4,2,3,5,0,10,8,12
"622",0,"GP","F",17,"U","LE3","T",2,4,"teacher","other","reputation","mother",1,2,0,"no","yes","no","no","yes","no","yes","yes",3,5,4,1,5,5,0,11,10,16
"63",0,"GP","F",17,"U","GT3","T",1,3,"at_home","other","reputation","mother",2,4,0,"no","yes","no","no","yes","no","yes","no",4,4,2,1,1,2,0,14,9,11
"647",0,"MS","F",18,"U","LE3","T",3,2,"at_home","other","course","mother",2,2,0,"no","no","no","no","yes","yes","no","no",4,3,1,1,3,2,2,8,9,15
"651",0,"GP","M",17,"U","GT3","A",1,3,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,3,1,1,3,1,4,17,13,13
"661",0,"GP","F",17,"R","GT3","A",4,1,"at_home","services","course","mother",3,3,0,"no","yes","no","yes","no","yes","yes","yes",2,1,4,1,1,5,2,10,11,14
"671",0,"MS","M",16,"U","GT3","T",1,4,"health","other","course","father",2,2,0,"yes","yes","no","no","yes","yes","no","yes",4,3,1,1,2,5,2,14,12,10
"681",0,"GP","M",15,"R","LE3","T",1,2,"health","services","home","mother",2,2,0,"no","yes","no","no","no","yes","no","no",4,3,5,2,5,1,0,14,13,12
"691",0,"GP","F",18,"U","GT3","T",4,2,"other","at_home","course","mother",1,2,1,"no","yes","no","no","yes","yes","yes","no",5,3,4,1,5,3,0,10,10,15
"701",0,"MS","F",17,"U","LE3","T",1,3,"services","teacher","reputation","mother",3,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,2,3,0,13,12,16
"711",0,"GP","M",17,"U","GT3","T",1,2,"services","services","course","other",2,2,0,"no","yes","no","yes","no","yes","yes","no",4,4,1,1,3,2,6,12,10,8
"721",0,"MS","F",16,"R","GT3","T",4,2,"services","other","home","mother",1,4,0,"no","yes","no","no","no","yes","yes","no",3,4,4,4,3,1,0,14,12,17
"731",0,"GP","F",17,"U","GT3","T",2,1,"other","other","home","mother",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",5,4,2,2,4,3,0,10,9,13
"74",0,"MS","F",17,"R","GT3","T",1,1,"other","teacher","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,4,2,1,3,2,0,14,11,10
"75",0,"MS","F",15,"U","LE3","T",3,1,"at_home","health","other","father",1,2,1,"no","yes","no","yes","yes","yes","no","yes",5,3,4,1,2,1,8,18,15,17
"76",0,"MS","F",15,"R","GT3","T",1,2,"at_home","other","course","father",1,4,0,"no","yes","no","no","yes","no","no","yes",4,4,4,5,1,5,6,14,17,11
"77",0,"MS","F",19,"U","LE3","A",3,2,"services","other","course","mother",4,2,0,"no","yes","no","no","no","yes","yes","no",4,3,3,1,3,4,4,5,14,10
"781",0,"GP","M",18,"U","GT3","T",2,2,"other","other","other","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,1,2,4,9,15,13
"791",0,"MS","F",18,"U","GT3","T",4,1,"services","at_home","home","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,2,2,1,2,5,0,10,11,12
"801",0,"GP","M",15,"U","GT3","T",2,1,"other","services","reputation","mother",1,2,2,"no","no","no","no","yes","yes","yes","yes",3,4,3,1,5,5,0,13,10,9
"811",0,"GP","F",15,"U","GT3","A",4,3,"services","at_home","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,2,5,1,2,5,4,12,8,11
"821",0,"MS","M",15,"U","GT3","T",4,1,"other","at_home","reputation","other",1,1,1,"no","yes","no","yes","yes","no","yes","no",4,1,3,1,2,1,3,10,13,10
"83",0,"MS","F",16,"R","GT3","T",3,3,"other","other","course","father",2,2,1,"no","yes","no","no","no","yes","no","no",4,3,2,3,2,5,2,13,12,11
"841",0,"MS","F",16,"U","GT3","A",2,4,"teacher","other","other","mother",2,4,0,"no","yes","no","yes","yes","no","yes","yes",4,3,3,1,1,4,2,11,16,16
"85",0,"MS","M",18,"U","GT3","T",2,4,"other","services","course","mother",1,1,0,"no","yes","no","no","yes","no","yes","no",4,1,2,1,1,5,2,15,12,12
"861",0,"GP","M",15,"U","GT3","T",2,1,"services","other","course","father",1,1,1,"no","no","yes","yes","yes","yes","yes","yes",4,5,3,1,1,5,2,13,14,11
"871",0,"GP","F",16,"U","GT3","T",2,4,"other","other","reputation","mother",4,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,3,5,4,11,13,12
"881",0,"MS","F",15,"R","GT3","T",4,1,"services","other","other","mother",3,2,0,"yes","yes","no","no","yes","yes","yes","no",4,3,3,3,2,3,10,13,15,14
"891",0,"GP","M",17,"R","GT3","T",4,2,"services","services","home","father",1,1,0,"no","yes","no","yes","yes","yes","no","no",5,4,4,1,1,4,0,10,9,14
"901",0,"GP","M",18,"R","GT3","T",2,1,"services","other","other","other",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,4,4,1,2,5,3,8,10,18
"91",0,"GP","F",17,"U","GT3","T",1,2,"services","services","course","mother",1,4,0,"no","no","no","no","yes","yes","no","no",5,3,2,2,1,2,8,16,11,14
"921",0,"GP","F",19,"R","GT3","A",1,2,"other","other","reputation","mother",2,2,0,"no","yes","no","no","yes","yes","no","no",4,3,2,3,2,3,8,14,16,11
"931",0,"GP","F",17,"U","GT3","A",2,3,"teacher","services","course","mother",2,2,1,"no","no","no","no","yes","yes","yes","no",5,3,5,3,1,3,0,11,9,17
"941",0,"GP","M",19,"U","LE3","A",4,4,"other","other","home","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",2,3,1,2,3,4,10,9,10,0
"951",0,"GP","M",15,"R","LE3","T",1,3,"services","other","course","other",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,1,1,2,13,12,11
"961",0,"GP","M",15,"U","GT3","T",2,3,"services","other","reputation","mother",1,1,0,"no","yes","no","yes","yes","no","yes","no",4,4,3,1,2,5,2,15,12,16
"97",0,"MS","M",20,"U","GT3","A",4,3,"other","other","reputation","father",1,1,1,"no","yes","no","no","yes","yes","no","yes",4,2,2,3,3,1,6,12,6,10
"981",0,"MS","F",20,"R","GT3","T",2,3,"other","other","course","mother",2,2,2,"no","yes","no","no","yes","yes","no","no",4,1,4,1,3,5,2,12,9,11
"991",0,"GP","F",15,"R","GT3","T",3,1,"other","other","reputation","mother",2,2,3,"no","yes","no","yes","no","yes","yes","yes",5,3,1,2,1,5,0,6,12,12
"1001",0,"MS","F",17,"R","GT3","T",4,2,"health","other","reputation","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,1,1,0,14,12,11
"1011",0,"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,2,3,1,3,5,4,12,17,11
"102",0,"GP","M",18,"R","LE3","T",4,1,"other","other","course","mother",1,1,0,"yes","no","no","yes","yes","yes","yes","no",4,3,3,1,2,5,12,11,11,15
"1031",0,"MS","F",19,"U","LE3","T",2,3,"other","other","course","mother",4,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,5,1,1,5,2,9,11,15
"1041",0,"MS","F",16,"U","LE3","T",4,2,"other","services","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,4,3,1,1,4,0,10,9,17
"1051",0,"MS","F",17,"U","LE3","T",1,2,"at_home","other","course","father",1,2,0,"no","yes","no","no","yes","yes","no","no",5,4,5,1,4,3,0,12,6,14
"106",0,"GP","F",17,"U","GT3","T",4,3,"other","other","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",5,2,4,2,2,5,0,6,12,17
"1071",0,"MS","F",15,"R","LE3","T",1,3,"other","other","course","father",2,1,0,"no","yes","no","no","yes","yes","yes","yes",5,3,4,1,3,5,8,13,9,13
"1081",0,"GP","F",16,"U","GT3","T",1,3,"other","services","course","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","yes",4,4,3,1,1,5,14,8,10,11
"109",0,"MS","F",15,"R","GT3","T",1,2,"at_home","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",1,3,5,1,4,3,2,12,14,16
"1101",0,"GP","F",16,"U","GT3","A",4,1,"services","other","course","mother",1,1,0,"no","yes","no","no","yes","yes","yes","yes",4,1,3,4,1,5,0,12,12,13
"1111",0,"GP","F",19,"U","LE3","T",1,4,"at_home","services","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",5,4,2,1,2,4,2,8,9,14
"1121",0,"GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",3,1,0,"no","yes","no","no","yes","yes","yes","yes",5,4,5,1,1,5,4,15,18,13
"1131",0,"GP","F",18,"U","GT3","A",4,2,"services","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,5,1,2,2,8,14,17,14
"1141",0,"GP","F",18,"U","LE3","T",1,1,"other","health","reputation","other",2,1,0,"no","yes","no","no","no","yes","yes","no",4,3,4,1,2,1,6,11,10,12
"1151",0,"GP","F",19,"U","GT3","T",1,2,"services","other","course","mother",1,3,1,"no","no","no","no","yes","yes","yes","no",4,3,4,2,1,3,0,8,10,15
"1161",0,"GP","F",17,"U","LE3","T",4,4,"at_home","other","course","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",3,4,2,1,4,5,0,9,7,14
"1171",0,"MS","M",18,"R","GT3","T",3,2,"other","services","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,2,3,1,1,2,2,9,16,8
"1181",0,"MS","M",16,"U","GT3","T",4,2,"teacher","other","reputation","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",3,4,5,1,4,5,6,7,13,8
"1191",0,"GP","M",18,"R","GT3","T",2,3,"other","services","course","mother",1,2,1,"no","yes","no","no","no","yes","yes","no",4,4,4,1,1,2,2,11,14,10
"1201",0,"MS","F",18,"R","GT3","A",3,3,"teacher","other","reputation","mother",2,2,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,1,3,0,9,8,11
"121",0,"GP","M",16,"U","LE3","T",4,1,"services","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,3,5,1,2,3,3,12,14,11
"122",0,"MS","M",16,"U","LE3","T",4,2,"at_home","other","other","mother",2,1,1,"no","no","no","no","yes","yes","yes","yes",3,3,5,1,2,4,4,7,0,11
"123",0,"GP","M",15,"U","GT3","T",2,0,"teacher","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",2,2,3,1,2,3,0,7,12,13
"1241",0,"GP","M",16,"U","LE3","T",1,1,"other","services","course","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",5,4,3,1,1,3,2,8,11,16
"1251",0,"GP","F",20,"U","GT3","T",2,3,"teacher","services","reputation","mother",2,3,0,"yes","yes","no","yes","yes","yes","no","no",4,5,5,1,4,5,0,18,9,17
"1261",0,"GP","F",19,"U","GT3","A",3,2,"other","other","reputation","mother",1,2,0,"yes","yes","yes","yes","yes","yes","no","no",4,4,4,1,2,4,8,13,11,9
"1271",0,"GP","M",18,"U","GT3","T",4,3,"other","other","course","mother",2,2,0,"no","no","no","no","yes","yes","no","no",5,2,4,1,3,2,0,13,5,17
"1281",0,"GP","F",16,"R","LE3","T",1,3,"health","at_home","course","mother",2,1,0,"no","yes","no","no","yes","no","yes","no",3,3,3,1,1,5,0,10,12,10
"1291",0,"GP","F",15,"U","LE3","T",3,3,"teacher","other","other","father",3,2,0,"no","yes","no","no","yes","yes","yes","no",3,2,5,1,1,1,0,11,7,18
"1301",0,"GP","F",17,"R","GT3","T",0,2,"services","other","course","mother",1,3,1,"no","yes","no","yes","yes","no","yes","no",4,4,5,1,4,4,2,8,12,8
"131",0,"GP","F",15,"U","GT3","T",1,3,"other","teacher","course","mother",2,1,0,"yes","yes","no","no","yes","yes","yes","no",5,1,5,2,2,2,0,14,9,15
"132",0,"GP","M",19,"R","GT3","T",2,2,"other","other","course","mother",2,4,1,"no","no","no","yes","yes","yes","no","no",5,5,3,2,3,2,0,13,14,14
"1331",0,"MS","M",16,"U","GT3","A",1,3,"other","services","other","mother",3,2,0,"no","yes","no","yes","yes","yes","no","no",3,5,3,1,1,2,16,8,17,14
"1341",0,"MS","F",18,"U","GT3","T",1,1,"teacher","services","reputation","mother",2,1,0,"no","yes","no","yes","yes","no","yes","no",3,5,5,1,3,2,2,9,10,12
"1351",0,"MS","F",15,"U","GT3","T",3,4,"at_home","at_home","course","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,1,0,9,10,13
"1361",0,"GP","F",16,"U","GT3","T",2,2,"at_home","teacher","home","mother",3,2,0,"no","no","no","yes","no","yes","yes","yes",3,3,4,1,2,4,0,12,15,12
