"","classes","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"4261","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4273","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4277","e","k","y","n","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"4279","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4282","p","x","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4290","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4297","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4298","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4300","p","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4303","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4307","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4308","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4309","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4314","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4321","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4331","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4332","p","k","y","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"4341","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4342","e","f","y","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","d"
"4350","p","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","u"
"4351","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4354","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4367","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4378","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","d"
"4381","e","x","y","b","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4383","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4391","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4397","e","x","y","u","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","y","d"
"4411","e","f","f","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","d"
"4415","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4418","e","f","y","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"4420","e","x","s","b","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4425","e","f","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","d"
"4429","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4437","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4445","e","f","y","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","d"
"4446","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4447","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4453","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4459","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4463","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4467","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4468","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4485","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4489","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4494","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4495","p","f","f","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"4499","p","x","y","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"4500","p","x","s","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4504","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4505","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4511","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4516","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4518","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4533","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4534","e","x","y","u","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","d"
"4539","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4548","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4551","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4555","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4560","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4566","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4573","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4580","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4584","p","x","f","w","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","v","d"
"4592","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4593","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4595","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4596","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4605","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4606","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","d"
"4607","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4608","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4609","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4624","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4627","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4628","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4629","p","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","s","d"
"4640","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4643","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4644","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4647","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4648","e","f","y","u","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","d"
"4657","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4659","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4661","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4665","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4673","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4674","e","f","s","p","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4678","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4679","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4683","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4685","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4688","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4690","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4699","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4704","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4707","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4713","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4719","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4722","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4723","p","x","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"4730","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4736","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4739","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4740","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4742","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4743","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4751","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4762","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4764","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4767","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4770","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4773","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4776","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4777","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4780","p","x","s","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4786","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4818","p","x","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"4820","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4822","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4825","e","x","y","e","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4826","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4828","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4834","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4835","e","k","y","n","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"4836","p","x","s","w","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d"
"4839","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4841","p","b","s","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"4845","e","f","y","p","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"4848","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4857","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4858","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4865","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4867","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4872","e","f","y","n","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"4877","e","f","f","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d"
"4883","p","b","y","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m"
"4890","p","x","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","g"
"4892","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4903","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4909","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4910","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4916","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4917","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4918","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4926","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4929","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4933","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4935","p","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4943","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4957","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4965","e","f","s","b","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"4969","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4972","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","d"
"4990","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4993","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"5000","p","x","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"5001","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d"
"5003","p","b","s","b","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5005","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5007","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","g"
"5029","p","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","u"
"5035","p","x","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"5042","p","x","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"5046","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"5048","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"5059","p","x","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","u"
"5065","p","f","s","b","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","g"
"5075","p","x","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"5077","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"5079","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"5080","e","f","f","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","d"
"5082","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"5084","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5093","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"5099","e","k","y","p","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5113","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5136","e","k","y","b","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5137","p","f","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5139","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"5146","p","x","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"5152","e","f","y","n","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5156","p","x","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"5158","p","x","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5162","p","x","s","b","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5170","e","x","y","n","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5172","p","f","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","g"
"5184","p","x","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","u"
"5195","p","x","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"5199","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","p"
"5203","p","x","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"5208","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","g"
"5210","p","x","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","u"
"5214","p","x","s","g","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","u"
"5218","p","x","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","u"
"5221","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","d"
"5225","p","b","y","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"5232","e","k","f","c","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"5235","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"5240","p","k","f","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5243","p","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"5245","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"5246","p","x","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"5247","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"5251","p","x","s","w","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5261","p","f","s","g","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5268","p","x","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"5275","p","x","y","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"5278","p","k","y","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5292","e","f","s","e","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5294","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g"
"5296","e","x","s","n","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5300","e","x","f","c","f","n","f","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","l"
"5314","e","f","y","b","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5320","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"5322","p","x","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"5327","p","x","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"5336","e","x","y","c","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"5337","p","x","s","w","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","u"
"5343","p","x","f","y","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d"
"5345","e","f","f","n","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"5347","p","x","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"5356","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","g"
"5358","p","x","s","w","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","s","u"
"5366","p","x","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"5376","p","x","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"5378","p","x","s","b","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","u"
"5380","p","x","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"5384","p","f","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","v","u"
"5385","e","x","f","c","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l"
"5389","p","f","s","g","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","u"
"5392","p","f","s","w","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5399","p","b","f","n","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d"
"5402","e","f","y","c","f","n","f","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","l"
"5410","p","f","s","b","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g"
"5411","p","f","s","b","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","u"
"5414","e","x","s","n","t","n","f","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5419","p","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","v","u"
"5421","e","f","s","p","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w"
"5424","p","b","y","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5432","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"5436","p","x","s","g","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","u"
"5442","p","x","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"5449","p","x","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"5455","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","g"
"5460","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g"
"5463","p","x","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","g"
"5474","p","x","y","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"5476","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"5478","p","f","y","w","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5484","p","x","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"5488","e","x","y","e","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5495","p","f","y","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5503","e","k","y","e","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w"
"5506","p","x","s","g","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","g"
"5507","p","f","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"5512","p","x","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"5513","p","x","s","g","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","g"
"5523","e","k","f","n","f","n","f","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","l"
"5527","p","b","y","b","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","m"
"5532","p","f","s","b","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","g"
"5540","p","f","s","w","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","g"
"5544","p","f","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g"
"5545","e","k","y","e","t","n","f","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","w"
"5558","e","f","y","p","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w"
"5559","p","x","y","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"5565","p","x","s","w","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","u"
"5578","p","b","y","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g"
"5583","e","f","y","n","f","n","f","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","l"
"5587","e","x","y","r","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","y","d"
