"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"16829",605000,2,1,860,6510,1,0,0,3,7,860,0,1952,0,98004,47.6021,-122.202,1740,10800
"16832",1395000,4,3.5,3560,16782,2,0,0,3,10,2560,1000,2014,0,98040,47.5569,-122.225,3100,18047
"16833",315000,3,1.75,1860,9629,1,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629
"16836",795000,4,2.75,3100,7501,2,0,0,3,10,3100,0,1998,0,98052,47.6859,-122.109,3140,8672
"16844",379000,3,2.5,1500,7420,1,0,0,3,7,1000,500,1972,0,98034,47.7236,-122.174,1840,7272
"16847",260000,3,1,1300,10139,1,0,0,3,7,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139
"16856",337000,3,1.75,1440,11364,1,0,0,3,7,1440,0,1985,0,98155,47.743,-122.328,1950,9390
"16860",202000,3,1.5,1420,9081,1,0,0,4,6,1420,0,1990,0,98022,47.1948,-121.999,1090,8410
"16890",835000,6,2,3560,5120,2.5,0,2,3,9,3560,0,1900,0,98122,47.6056,-122.311,2130,5120
"16894",125000,3,1,1230,4800,1.5,0,0,1,6,1230,0,1916,0,98117,47.6941,-122.365,1230,4800
"16897",320000,4,2.5,2070,7007,2,0,0,3,7,2070,0,1996,0,98031,47.3968,-122.171,2130,8100
"16911",735000,4,3,2840,4120,1.5,0,0,4,8,2060,780,1931,0,98118,47.5683,-122.283,1840,5871
"16922",353000,2,1,1100,7500,1,0,0,3,7,1100,0,1951,0,98125,47.7235,-122.326,1920,7149
"16925",226000,4,1,1270,6459,1.5,0,0,3,7,1270,0,1918,0,98118,47.5441,-122.273,1300,4100
"16935",550000,3,2.25,1850,37264,2,0,0,3,8,1850,0,1981,0,98053,47.6486,-122.035,2390,36036
"16937",397000,3,2,1100,9165,1,0,0,4,7,1100,0,1969,0,98034,47.7304,-122.231,1510,8500
"16940",262500,2,1.5,1140,14373,1,0,0,3,7,1140,0,1949,1996,98011,47.7354,-122.219,2140,9860
"16944",920000,4,3.5,4080,10666,2,0,0,3,9,4080,0,2005,0,98053,47.6818,-122.023,3920,8154
"16948",736500,3,2,2230,4800,1.5,0,0,4,7,1290,940,1915,0,98199,47.645,-122.386,1650,5040
"16950",191000,2,1,700,5000,1,0,0,5,6,700,0,1952,0,98056,47.4927,-122.172,1040,5200
"16955",645000,3,2.5,2490,5978,2,0,0,3,9,2490,0,2003,0,98074,47.6298,-122.022,2710,6629
"16958",575000,3,2.5,1590,2910,2,0,0,3,7,1110,480,1984,0,98115,47.6855,-122.321,1590,3880
"16964",325000,4,2.5,2160,6825,2,0,0,3,8,2160,0,1994,0,98031,47.4111,-122.2,2020,7035
"16967",720000,3,2.5,2100,2200,2,0,0,4,7,1500,600,1919,0,98122,47.614,-122.294,1750,4400
"16968",465000,3,1.75,1410,6886,1,0,0,3,7,1410,0,1924,2013,98133,47.7183,-122.353,1410,6561
"16969",489000,3,1.5,1020,9072,1,0,0,3,7,920,100,1930,0,98115,47.695,-122.301,1620,7930
"16972",225000,3,1.75,1350,9793,1,0,0,4,7,1350,0,1968,0,98022,47.1981,-122.003,1690,8080
"16974",632000,5,3,3520,36558,2,0,0,4,8,2100,1420,1985,0,98027,47.4658,-122.007,3000,36558
"16978",421000,3,1.75,1100,8662,1,0,0,5,7,1100,0,1964,0,98056,47.5368,-122.173,1100,9240
"16983",539950,3,1.75,1820,9875,1,0,0,4,8,1820,0,1966,0,98008,47.6243,-122.094,2670,10000
"16993",420000,5,1.5,1890,10880,1,0,0,3,7,1890,0,1962,0,98034,47.7196,-122.197,1670,9750
"16998",430000,4,2.75,1820,5400,1,0,0,4,7,1220,600,1988,0,98056,47.5204,-122.205,1630,5400
"16999",413000,4,1,1410,6000,1,0,0,3,7,810,600,1925,0,98126,47.566,-122.373,1500,4800
"17003",965000,4,2.5,3570,17411,2,0,0,3,10,3570,0,1990,0,98075,47.5617,-122.03,3510,16153
"17010",230000,5,1,1410,9000,1,0,0,5,7,1410,0,1967,0,98023,47.3054,-122.369,1200,8346
"17013",917000,4,2.5,3500,10891,2,0,2,3,10,3500,0,1995,0,98027,47.5533,-122.093,3820,13521
"17024",4e+05,3,1.75,1050,6150,1.5,0,0,4,6,950,100,1928,0,98116,47.5715,-122.394,1360,6150
"17038",269950,3,2.5,1480,9743,2,0,0,4,7,1480,0,1996,0,98010,47.3293,-122.001,1810,9601
"17051",379400,4,1.75,2120,7680,1,0,0,4,7,1060,1060,1950,0,98177,47.7172,-122.361,1530,7680
"17053",326188,3,1,1300,8800,1,0,0,3,7,1300,0,1977,0,98053,47.64,-121.966,1600,12210
"17058",530000,4,2.25,1980,15086,2,0,0,3,8,1980,0,1981,0,98074,47.647,-122.064,2100,10927
"17059",637500,3,1.75,1680,10685,1,0,0,4,7,1680,0,1966,0,98033,47.6556,-122.193,3340,10390
"17063",6e+05,4,2.5,2710,6474,2,0,0,3,8,2710,0,2004,0,98065,47.5383,-121.878,2870,6968
"17064",450600,2,1,840,7020,1.5,0,0,4,7,840,0,1943,0,98136,47.5513,-122.394,1310,7072
"17077",845000,4,2.5,2390,5071,2,0,0,3,9,1760,630,1988,0,98122,47.6144,-122.283,1940,5071
"17079",322000,3,1,1380,5864,1,0,0,3,7,790,590,1944,0,98133,47.7049,-122.339,1509,5864
"17082",625000,2,1.75,1990,4000,1,0,0,5,7,1090,900,1952,0,98103,47.6889,-122.342,1270,5700
"17096",1475000,5,3.25,3680,10300,1.5,0,0,4,10,3680,0,1927,0,98105,47.6548,-122.28,2690,7200
"17106",272000,3,3,2430,10500,1,0,0,4,8,2150,280,1983,0,98003,47.2579,-122.312,1670,9800
"17108",5e+05,4,1.5,1330,5750,1.5,0,2,3,7,1330,0,1915,0,98116,47.5681,-122.384,1360,5750
"17111",425000,4,2.5,2480,4504,2,0,0,3,7,2480,0,2005,0,98059,47.4998,-122.15,2950,4504
"17115",375000,3,2.75,2200,9600,1,0,3,4,8,1570,630,1977,0,98003,47.3438,-122.323,2680,9896
"17118",360000,3,1.75,1510,6000,1,0,0,3,7,1060,450,1947,0,98136,47.5535,-122.39,1610,6000
"17121",342000,4,2.25,1964,3541,2,0,0,3,9,1964,0,2013,0,98030,47.3594,-122.201,1757,3547
"17128",5e+05,3,2.5,1670,2575,2,0,0,3,8,1670,0,2000,0,98027,47.531,-122.047,1670,2897
"17130",385000,3,2.25,1920,4833,1,0,0,4,7,1060,860,1921,0,98133,47.7067,-122.352,1580,5134
"17143",1298000,4,3.5,2790,10125,1.5,0,0,5,8,2790,0,1985,0,98040,47.5651,-122.22,2570,10125
"17146",297950,3,2,1240,10800,1,0,0,3,7,1240,0,1967,2010,98058,47.449,-122.155,1480,8840
"17149",204250,3,2.25,1960,7708,1,0,0,4,7,1490,470,1984,0,98023,47.2981,-122.374,1580,8063
"17151",490000,4,2.5,3480,12696,1,0,0,4,9,1980,1500,1977,0,98042,47.3816,-122.153,3480,14175
"17153",750000,3,2.5,2960,69351,2,1,3,4,9,2960,0,1990,0,98070,47.4,-122.42,2350,41433
"17162",560000,4,2.5,2280,9874,2,0,0,3,9,2280,0,1989,0,98034,47.7099,-122.229,2670,9782
"17178",1185000,3,2.75,2500,5568,2,0,0,5,9,2500,0,1905,0,98112,47.6258,-122.312,2810,5568
"17180",752000,4,2.5,2940,10382,2,0,0,4,9,2940,0,1991,0,98059,47.5333,-122.151,2980,10547
"17181",1200000,4,3.5,3930,43560,2,0,0,3,10,3930,0,2003,0,98072,47.7497,-122.121,2860,36460
"17184",640000,5,2.5,3220,4759,2,0,0,3,8,3220,0,2003,0,98075,47.5957,-122.032,2550,4759
"17187",286000,3,2.5,1680,4226,2,0,0,3,8,1680,0,2003,0,98042,47.3684,-122.123,1800,5559
"17198",110000,3,1,1250,53143,1,0,0,5,6,1250,0,1945,0,98038,47.4235,-122.051,1820,217800
"17200",212000,3,1,1000,9450,1,0,0,3,6,1000,0,1962,0,98055,47.4562,-122.193,1300,13500
"17203",525000,3,1.75,1330,8136,1,0,0,4,7,1330,0,1977,0,98033,47.7001,-122.173,1330,8136
"17204",707000,4,3.25,3200,7081,2,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094
"17209",620000,3,1.75,1670,9900,1,0,0,4,8,1670,0,1957,0,98005,47.595,-122.172,2410,8800
"17212",275000,4,2,1440,10920,1,0,0,3,5,1440,0,1943,0,98056,47.5049,-122.18,1500,11902
"17220",330000,4,1.75,1550,50094,1,0,3,4,6,1550,0,1967,0,98022,47.2194,-122.059,1720,50094
"17222",760000,4,2.25,2500,8500,2,0,0,4,8,2500,0,1979,0,98006,47.5569,-122.151,2470,9100
"17229",299900,4,2.75,2330,7200,1,0,0,4,8,1560,770,1977,0,98023,47.3203,-122.385,2350,7600
"17250",640000,3,3.5,2480,10800,2,0,0,3,8,2480,0,1998,0,98074,47.6083,-122.06,2380,11310
"17254",387500,4,1,1370,7140,2,0,0,3,6,1370,0,1942,0,98146,47.512,-122.376,1090,6300
"17255",401750,2,1.5,1070,1236,2,0,0,3,8,1000,70,2005,0,98116,47.5619,-122.382,1170,1888
"17264",613500,3,2.5,2350,7035,2,0,0,3,8,2350,0,1989,0,98029,47.5713,-122.02,2270,7192
"17273",350000,2,1,720,5820,1,0,1,5,6,720,0,1950,0,98028,47.7598,-122.255,952,5820
"17275",368000,3,1.75,2120,11340,1,0,3,4,7,1060,1060,1966,0,98198,47.4109,-122.329,1830,8650
"17281",206325,5,2.5,1720,10202,1.5,0,0,3,7,1720,0,1970,0,98058,47.4572,-122.167,1720,8478
"17282",339000,5,2.5,1720,10202,1.5,0,0,3,7,1720,0,1970,0,98058,47.4572,-122.167,1720,8478
"17288",775000,3,2,2540,7200,1.5,0,3,4,8,1600,940,1905,0,98144,47.5972,-122.292,2040,5900
"17294",340000,3,1.75,1280,16200,1,0,0,3,8,1030,250,1976,0,98077,47.7427,-122.071,1160,10565
"17295",515500,4,2.75,2830,8126,2,0,0,3,8,2830,0,2005,0,98059,47.4863,-122.14,2830,7916
"17305",390000,2,1,1270,8164,1,0,0,4,6,1270,0,1941,0,98125,47.7116,-122.311,1580,9095
"17307",1205000,4,2.75,2470,5500,1,0,3,3,9,1570,900,1960,2005,98107,47.6586,-122.358,1620,5500
"17309",518000,4,2.5,2070,10244,1,0,0,3,8,1370,700,1969,0,98006,47.5592,-122.178,2070,9683
"17319",489000,2,1.75,1810,4220,2,0,0,3,8,1810,0,2004,0,98053,47.7177,-122.034,1350,4479
"17337",6e+05,5,3.5,3370,16846,2,0,1,3,9,2650,720,1998,0,98027,47.5584,-122.089,3330,13000
"17340",455600,3,2.5,2420,8252,2,0,0,3,7,2420,0,1998,0,98065,47.5382,-121.871,2420,5818
"17347",370000,4,3,2580,5511,2,0,0,3,8,2580,0,1999,0,98058,47.4286,-122.185,2010,5600
"17356",420000,5,2.5,2100,14395,1,0,0,3,7,1140,960,1983,0,98155,47.7723,-122.317,1830,8700
"17361",840000,4,1.75,2330,4000,2,0,0,5,8,1300,1030,1924,0,98105,47.666,-122.289,2040,4000
"17369",286000,4,1.75,2190,8400,2,0,0,2,8,2190,0,1978,0,98023,47.3003,-122.373,2410,7700
"17371",390000,3,3,2480,14141,1,0,0,3,8,1500,980,1994,0,98038,47.3778,-122.033,2480,10667
"17372",739000,4,2.5,2780,6737,2,0,0,3,9,2780,0,2002,0,98006,47.5656,-122.122,2750,7950
"17375",842500,3,2.25,2560,3996,1.5,0,0,3,8,2150,410,1910,0,98112,47.6321,-122.306,2970,4320
"17380",563000,3,2,1580,5289,1,0,0,3,7,870,710,1940,0,98103,47.6881,-122.342,1310,5535
"17381",310000,3,2.5,1890,6300,2,0,0,3,7,1890,0,2003,0,98038,47.3673,-122.031,2100,6525
"17382",335000,4,2.25,2160,8817,1,0,0,3,7,1460,700,1965,0,98133,47.7595,-122.356,1880,8817
"17384",658500,2,1,1410,5101,1.5,0,0,3,8,1410,0,1927,0,98103,47.6872,-122.333,1410,4224
"17391",365000,2,1.75,1270,7500,1,0,0,4,7,1270,0,1982,0,98074,47.6186,-122.063,1280,7500
"17397",780000,3,2.25,2140,3000,2,0,0,3,9,2140,0,1905,2006,98103,47.6767,-122.351,1430,4712
"17402",1425000,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,1909,2003,98109,47.6437,-122.356,2160,4080
"17404",261000,3,1.5,1810,29308,1,0,0,3,7,950,860,1983,0,98042,47.3585,-122.067,1790,37531
"17411",425000,3,2.5,1800,14036,2,0,0,3,8,1800,0,1993,0,98019,47.7334,-121.97,2450,14025
"17413",1388000,4,3,4040,20001,1,0,0,3,9,2020,2020,1972,2001,98004,47.6408,-122.212,2990,20098
"17414",630100,4,2.75,1910,11356,1,0,0,5,7,1160,750,1977,0,98033,47.6999,-122.2,1770,11357
"17415",739000,4,2.5,2800,246114,2,0,0,3,9,2800,0,1999,0,98014,47.6586,-121.962,2750,60351
"17418",475000,5,2.75,3100,5298,2,0,0,3,7,3100,0,2007,0,98065,47.5369,-121.887,2440,5250
"17420",219000,3,1,1080,10639,1.5,0,0,3,7,1080,0,1953,0,98002,47.3171,-122.219,1470,10600
"17422",179000,2,1,720,8914,1,0,0,3,6,720,0,1949,0,98188,47.4488,-122.274,1100,8916
"17424",565000,4,2,2040,8281,2,0,1,3,7,2040,0,1961,0,98033,47.6689,-122.195,2560,8281
"17442",541000,3,2.5,1790,4038,2,0,0,3,8,1790,0,2005,0,98029,47.5499,-121.998,1700,3365
"17444",560000,3,2.5,2430,5128,1,0,1,3,8,1270,1160,1978,0,98136,47.5198,-122.389,2510,5330
"17447",407500,2,1,770,2971,1,0,2,3,7,770,0,1923,0,98102,47.6358,-122.322,1440,4000
"17448",530000,4,1.75,1814,5000,1,0,0,4,7,944,870,1951,0,98115,47.684,-122.281,1290,5000
"17449",235000,4,1.75,1920,9350,1,0,0,4,7,1000,920,1977,0,98002,47.292,-122.195,1910,8400
"17456",490000,4,2.25,2110,16200,1,0,0,3,8,1630,480,1978,0,98072,47.752,-122.144,2370,16000
"17463",474800,2,3.25,1400,1243,3,0,0,3,8,1400,0,2000,0,98103,47.6534,-122.353,1400,1335
"17479",597500,3,2.5,2620,4800,2,0,0,3,7,2620,0,2002,0,98053,47.6849,-122.037,2400,4756
"17482",440000,4,1.75,2180,10200,1,0,2,3,8,2000,180,1966,0,98028,47.7638,-122.27,2590,10445
"17487",428000,3,2,1310,2550,1,0,0,3,7,780,530,1986,0,98103,47.6911,-122.35,1460,5100
"17497",258000,3,2,1790,7879,1.5,0,0,3,7,1790,0,1998,0,98001,47.2634,-122.289,1790,7879
"17504",241500,3,2,1310,7349,1,0,0,3,7,870,440,1995,0,98030,47.3639,-122.186,1690,6580
"17508",665000,4,2.5,2510,5936,2,0,0,3,9,2510,0,1998,0,98075,47.5847,-122.032,2760,6060
"17509",1215000,3,3,4560,16339,2,0,2,3,10,4040,520,2001,0,98034,47.7024,-122.243,2620,11561
"17510",380000,2,1,780,3910,1,0,0,3,6,780,0,1918,0,98126,47.566,-122.38,1500,5060
"17512",631500,4,2,2530,5650,1.5,0,0,4,8,1910,620,1910,0,98116,47.5778,-122.382,1310,5750
"17519",265000,2,1,820,8423,1,0,2,3,6,820,0,1957,0,98055,47.4741,-122.2,1960,9140
"17528",465000,3,1.75,1720,5280,1,0,0,4,8,900,820,1943,0,98199,47.6493,-122.401,1600,6000
"17530",340000,4,2.5,2690,6099,2,0,0,3,9,2690,0,1998,0,98092,47.3314,-122.171,2520,6168
"17532",249000,3,1.5,1070,5150,1,0,0,4,6,1070,0,1940,0,98106,47.5335,-122.349,1020,4800
"17534",220000,3,1.5,1660,15600,2,0,0,3,7,1660,0,1981,0,98001,47.2589,-122.279,1660,14400
"17541",447500,4,2,1770,3332,2,0,0,3,7,1630,140,1924,1975,98118,47.5563,-122.281,1640,4000
"17542",768000,5,2.75,3030,13640,2,0,0,4,8,3030,0,1980,0,98007,47.6186,-122.146,2500,13225
"17544",336900,3,1.75,1780,120661,1,0,0,4,6,1780,0,1979,0,98019,47.7731,-121.897,1440,25000
"17548",419950,4,2.5,2220,6800,2,0,0,3,7,2220,0,2002,0,98059,47.49,-122.15,2220,5303
"17551",330000,3,1.5,1170,4950,1,0,0,4,7,1170,0,1960,0,98007,47.6057,-122.135,1570,7700
"17556",545400,3,2,2850,19200,1,0,3,3,8,2340,510,2004,0,98023,47.3378,-122.348,2860,18240
"17559",2510000,3,3.25,5480,57990,2,1,4,3,11,5480,0,1991,0,98166,47.4558,-122.371,2500,22954
"17560",355000,3,2,2160,8091,1.5,0,0,3,8,2160,0,2000,0,98003,47.3474,-122.303,2190,8297
"17565",6e+05,2,1.75,1560,3200,1,0,0,5,7,880,680,1946,0,98199,47.6419,-122.394,2060,4940
"17567",970000,5,3,3480,15185,2,0,0,4,8,3480,0,1964,0,98040,47.5757,-122.216,3030,14257
"17574",325000,2,1,1130,6908,1.5,0,0,3,6,1130,0,1945,0,98155,47.745,-122.313,1150,6908
"17576",763000,4,2.5,3220,7873,2,0,0,3,10,3220,0,1994,0,98075,47.5849,-122.03,2610,8023
"17580",415000,3,2.25,1820,9694,1,0,0,3,7,1240,580,1977,0,98074,47.6157,-122.05,1820,9694
"17589",8e+05,4,3.75,3370,6766,2,0,0,3,9,3370,0,2005,0,98052,47.7063,-122.106,3530,6766
"17600",220000,3,1,1090,6320,1,0,0,3,6,890,200,1954,0,98146,47.4976,-122.35,1460,7080
"17605",157000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,47.5045,-122.33,1070,6250
"17611",245000,3,2,2040,13125,1,0,0,3,6,810,1230,1910,0,98168,47.478,-122.278,1460,10582
"17622",450000,2,1,1340,7250,1,0,0,4,7,1340,0,1951,0,98125,47.7015,-122.32,1450,7026
"17623",635000,3,1.5,2240,5300,1,0,0,5,7,1120,1120,1955,0,98117,47.6927,-122.395,1740,7110
"17632",260000,2,1,690,6000,1,0,0,3,6,690,0,1949,0,98118,47.5621,-122.283,840,3030
"17643",575000,2,1,1320,4750,1.5,0,0,4,7,1320,0,1928,0,98107,47.6729,-122.38,1360,2873
"17647",540000,4,1,1690,3417,1.5,0,0,3,7,1690,0,1907,0,98199,47.663,-122.402,1970,4800
"17655",450000,3,1.75,1390,11700,1,0,0,4,7,1390,0,1966,0,98033,47.7002,-122.192,1060,8686
"17657",598555,3,2.5,3040,7880,2,0,0,3,9,3040,0,2004,0,98056,47.5277,-122.184,3040,7880
"17660",370000,2,1,2360,105850,1,0,2,2,6,1180,1180,1947,0,98022,47.2495,-121.97,2640,386812
"17673",690000,3,1.75,2330,16300,2,0,0,3,9,2330,0,1964,0,98034,47.7037,-122.24,2330,16300
"17675",5e+05,2,1,930,3750,1,0,0,4,7,930,0,1909,0,98115,47.6733,-122.296,1740,4300
"17678",721500,3,3.25,2970,234788,2,0,3,3,9,2040,930,1991,0,98024,47.5353,-121.897,2970,220413
"17693",710000,4,2.5,3060,5000,2,0,0,3,9,3060,0,2006,0,98059,47.5395,-122.188,2870,5548
"17698",399500,4,1.75,1360,4840,1.5,0,0,4,7,1360,0,1928,0,98126,47.556,-122.376,1320,4840
"17699",225000,3,2.5,2000,9202,2,0,0,4,7,2000,0,1992,0,98038,47.3516,-122.057,1750,7827
"17700",5e+05,3,2.5,1650,4648,2,0,0,3,8,1650,0,2001,0,98075,47.5968,-122.015,1800,5637
"17701",364900,3,3,2500,8304,2,0,0,3,8,2500,0,1997,0,98031,47.4022,-122.166,2290,7855
"17702",356000,3,1.5,1140,7500,1,0,0,3,7,1140,0,1976,0,98074,47.619,-122.064,1380,7500
"17705",327500,2,1,830,8183,1,0,0,5,6,830,0,1950,0,98155,47.7366,-122.302,1180,8184
"17707",179950,4,1.5,1130,5200,1,0,0,3,6,1130,0,1968,0,98042,47.3616,-122.089,1140,5200
"17710",1080000,3,2.75,2770,5800,1,0,0,4,8,1650,1120,1959,0,98199,47.6496,-122.413,2340,5800
"17718",217000,3,2.5,1340,4200,2,0,0,3,7,1340,0,2002,0,98002,47.2942,-122.226,990,4520
"17725",475000,3,1.75,1340,2805,1.5,0,0,3,7,1340,0,1919,0,98144,47.5922,-122.297,1650,2805
"17726",575000,2,1.5,1400,5810,2,0,0,3,7,1400,0,1940,0,98103,47.6843,-122.341,1470,3920
"17732",425000,3,2.25,1890,8400,1,0,0,3,8,1520,370,1977,0,98034,47.7103,-122.232,1830,7980
"17737",263000,3,1.75,1790,7485,1,0,0,4,8,1330,460,1979,0,98023,47.3118,-122.34,1970,8097
"17738",375000,4,1.75,1680,6834,1.5,0,0,3,7,1680,0,1948,0,98125,47.716,-122.307,950,7425
"17742",809950,4,2.5,3280,6181,2,0,0,3,10,3280,0,2001,0,98074,47.6484,-122.081,3110,7570
"17746",272450,3,2.25,1780,7332,2,0,0,3,7,1780,0,1987,0,98038,47.3593,-122.051,1510,7625
"17748",261500,3,1,1410,8174,1,0,0,3,8,1410,0,1958,0,98056,47.4969,-122.178,1500,8058
"17752",217000,3,1,870,5200,1,0,0,5,6,870,0,1969,0,98042,47.3701,-122.078,1020,5200
"17755",447000,3,1,1270,8800,1,0,0,3,7,1270,0,1968,0,98052,47.6703,-122.15,1560,8250
"17756",765000,3,1.75,2190,6450,1,0,0,3,8,1480,710,1957,0,98136,47.5284,-122.391,2190,6450
"17760",380000,2,1.75,1800,7191,1,0,3,4,7,990,810,1952,0,98056,47.4828,-122.191,1940,7400
"17764",530000,4,1.75,2860,48351,1,0,0,3,8,1710,1150,1978,0,98077,47.7605,-122.085,2460,43560
"17777",990000,3,2.5,2160,6000,1.5,0,0,4,8,1880,280,1939,0,98105,47.6582,-122.28,2300,6000
"17785",253500,3,1.5,1440,12040,1,0,0,4,7,1440,0,1959,0,98042,47.3715,-122.16,1720,12040
"17795",749000,3,1,1580,5000,1.5,0,0,3,7,1580,0,1926,0,98117,47.684,-122.386,1280,4000
"17798",270000,4,1.5,1930,15000,1,0,0,5,7,1930,0,1946,0,98198,47.3864,-122.312,1620,7500
"17815",334500,3,2.5,1990,3694,2,0,0,3,8,1990,0,1989,0,98042,47.3872,-122.154,2110,3842
"17819",550000,3,1.75,1360,5850,1,0,0,4,7,1000,360,1938,0,98116,47.5711,-122.391,1540,5850
"17824",579000,3,1.75,1800,4429,2,0,0,4,7,1800,0,1906,0,98103,47.6842,-122.357,1310,4429
"17829",623000,4,2.5,2980,9235,1,0,0,4,8,1690,1290,1977,0,98006,47.5513,-122.162,2690,10046
"17838",638150,4,2.5,2170,7275,1,0,0,3,8,1820,350,1978,0,98027,47.5672,-122.09,2390,7275
"17843",550000,3,1,1010,6120,1,0,0,3,6,1010,0,1942,0,98033,47.6648,-122.204,1260,5977
"17846",249500,2,1,900,4500,1,0,0,3,6,900,0,1951,0,98055,47.4881,-122.204,860,4500
"17851",620047,4,1.75,1760,6000,1,0,0,3,7,880,880,1946,0,98119,47.6508,-122.373,2040,6000
"17865",480000,3,1,1150,4945,1,0,2,3,7,1150,0,1943,0,98126,47.5663,-122.379,1390,4945
"17866",362500,5,2,2330,8586,1,0,0,4,7,1270,1060,1961,0,98133,47.7671,-122.334,1550,8287
"17868",255000,4,1.75,960,8863,1,0,0,5,6,580,380,1949,0,98118,47.5372,-122.289,1720,8249
"17871",285000,3,1.75,2880,18296,1,0,0,3,8,1580,1300,1958,0,98168,47.4881,-122.281,1380,9592
"17875",334200,3,1.75,1410,45302,1,0,0,3,7,1410,0,1980,0,98019,47.7077,-121.914,2240,49222
"17879",560000,3,1.75,1570,4375,1,0,0,3,7,970,600,1940,0,98116,47.5889,-122.389,1790,5750
"17885",360000,2,1,930,6098,1,0,0,4,6,930,0,1919,0,98027,47.5289,-122.03,1730,9000
"17895",619400,4,2,2090,3610,1.5,0,0,5,7,1790,300,1927,0,98115,47.6881,-122.313,1660,3767
"17898",985000,4,3.25,4030,36762,2,0,0,3,11,4030,0,1988,0,98077,47.7235,-122.039,4090,40371
"17899",430000,2,1,760,7114,1,0,0,3,6,760,0,1946,0,98103,47.7005,-122.352,780,7102
"17900",2458000,4,5.25,6500,14986,2,0,0,3,11,5180,1320,2001,0,98039,47.6304,-122.236,2270,8119
"17910",428000,2,1.75,1980,44550,2,0,1,5,7,1280,700,1977,0,98070,47.4193,-122.444,1680,25343
"17914",292000,3,1.75,2270,7156,1,0,0,3,7,1370,900,1948,0,98168,47.4864,-122.316,1210,7156
"17924",559000,3,1.5,2070,5386,1,0,0,4,7,1140,930,1948,0,98117,47.6896,-122.374,1770,5386
"17926",550000,4,1.75,2550,39460,1,0,0,3,8,1890,660,1982,0,98072,47.7707,-122.123,2560,38638
"17930",319950,3,3.25,1510,1245,3,0,0,3,7,1510,0,2007,0,98133,47.7293,-122.343,1510,1245
"17938",287000,4,2.25,2270,11997,1,0,2,4,7,1540,730,1959,0,98198,47.4095,-122.296,1920,9634
"17939",580000,5,2.75,3550,9600,2,0,0,3,7,3550,0,1960,0,98033,47.6766,-122.186,3370,9600
"17941",610000,4,2.5,2110,6360,2,0,0,3,8,2110,0,1988,0,98029,47.5641,-122.012,2050,7000
"17954",4e+05,4,2,2680,13680,2,0,2,4,7,2350,330,1943,1965,98056,47.4887,-122.192,1430,11000
"17955",342000,3,2.5,1740,2226,2,0,0,3,8,1320,420,2008,0,98106,47.525,-122.366,1740,1789
"17956",475000,2,1.75,1320,3420,1,0,1,3,7,1080,240,1955,0,98199,47.6639,-122.399,2070,6000
"17957",1205000,4,3.5,3150,5500,2,0,0,3,9,3150,0,2014,0,98105,47.6644,-122.293,1550,4200
"17961",850000,6,3.25,4920,20590,1,0,3,4,9,2730,2190,1960,0,98118,47.5468,-122.267,3700,14994
"17967",320000,3,1,1230,7492,1,0,0,3,7,1230,0,1955,0,98155,47.7633,-122.315,1710,7238
"17978",311000,4,2.5,2090,11645,1,0,0,3,7,1200,890,1962,0,98168,47.4759,-122.299,1450,9481
"17980",575000,3,1.75,2270,10136,2,0,0,3,8,2270,0,1979,0,98027,47.535,-122.056,2260,9600
"17983",4e+05,3,1.5,1200,4800,1,0,0,4,7,1200,0,1962,0,98007,47.6084,-122.136,1510,7668
"17987",298000,4,2.5,1960,11798,2,0,0,3,8,1960,0,1999,0,98092,47.3293,-122.205,2360,11785
"17994",410000,3,2.5,1860,15457,2,0,0,3,8,1860,0,1997,0,98019,47.7383,-121.955,2040,14055
"17998",630000,3,2.5,2320,32772,2,0,0,3,9,2320,0,1992,0,98053,47.6304,-121.988,2610,33305
"18005",1321620,5,2.75,2410,19447,2,0,2,3,10,2290,120,1968,0,98040,47.5549,-122.211,2980,19447
"18009",275000,3,1.75,1580,8775,1,0,0,3,6,1220,360,1942,0,98146,47.4845,-122.335,1180,8775
"18010",550000,3,2.75,2330,4780,2,0,3,3,8,1730,600,1930,1988,98198,47.3459,-122.326,1100,5336
"18013",640000,4,3,2940,5763,1,0,0,5,8,1640,1300,1955,0,98108,47.5589,-122.295,2020,7320
"18014",352000,3,0.75,1240,7200,1,0,0,3,7,1240,0,1947,0,98133,47.7298,-122.342,1210,7200
"18025",735000,4,2.5,3100,8529,2,0,0,3,9,3100,0,1990,0,98074,47.6252,-122.029,2710,8344
"18028",5e+05,2,1,1510,4000,1,0,0,3,6,930,580,1924,0,98117,47.6917,-122.38,1300,4000
"18037",372500,4,2.25,1920,9660,1,0,0,4,8,1920,0,1968,0,98058,47.4544,-122.143,1890,7800
"18038",528000,2,0.75,840,40642,1,1,4,4,6,840,0,1937,0,98070,47.404,-122.447,1850,64069
"18039",4e+05,3,1.5,2390,32109,1,0,0,3,7,2390,0,1975,2007,98092,47.3028,-122.102,1370,32109
