"","y","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"16941",0,"F",0.505,0.375,0.09,0.5035,0.263,0.187,0.045,9
"16951",0,"F",0.295,0.455,0.16,0.12,0.557,0.2395,0.235,9
"16961",0,"M",0.345,0.35,0.105,1.872,0.437,0.204,0.034,7
"16971",0,"I",0.72,0.405,0.145,0.5735,0.15,0.342,0.1365,7
"16981",0,"F",0.535,0.275,0.125,0.9175,0.119,0.1055,0.236,7
"16991",0,"M",0.64,0.475,0.125,0.845,0.4815,0.1635,0.317,9
"17001",0,"M",0.575,0.495,0.205,0.5425,0.6565,0.0665,0.34,6
"17011",0,"M",0.345,0.435,0.125,1.183,0.0295,0.226,0.085,19
"17021",0,"M",0.37,0.22,0.2,0.378,0.1385,0.2255,0.3315,11
"17031",0,"I",0.495,0.28,0.215,1.264,0.1695,0.12,0.07,11
"1704",0,"M",0.435,0.17,0.09,1.235,0.594,0.099,0.32,12
"17051",0,"M",0.47,0.35,0.16,0.898,0.3945,0.0715,0.287,8
"17061",0,"M",0.335,0.365,0.16,0.884,0.153,0.293,0.3295,11
"1707",0,"M",0.185,0.45,0.16,1.162,0.267,0.275,0.05,8
"17081",0,"I",0.65,0.465,0.15,0.4495,0.4265,0.0485,0.09,13
"1709",0,"I",0.395,0.215,0.13,1.1005,0.476,0.2975,0.01,6
"1710",0,"F",0.315,0.45,0.115,0.3325,0.441,0.058,0.211,6
"17111",0,"M",0.645,0.32,0.15,0.927,0.4695,0.2,0.1185,7
"1712",0,"F",0.52,0.26,0.12,2.5155,0.6775,0.196,0.04,8
"17131",0,"M",0.65,0.31,0.105,1.1685,0.8435,0.0905,0.213,12
"17141",0,"M",0.41,0.345,0.12,0.798,0.623,0.25,0.35,11
"17151",0,"F",0.43,0.47,0.18,0.486,0.339,0.2025,0.175,11
"17161",0,"M",0.525,0.34,0.175,1.3035,0.331,0.389,0.399,12
"17171",0,"M",0.55,0.395,0.165,1.7495,0.0565,0.1385,0.0815,7
"1718",0,"M",0.495,0.5,0.13,0.18,0.507,0.1785,0.0765,10
"1719",0,"F",0.46,0.255,0.115,1.623,0.34,0.1325,0.1945,9
"17201",0,"I",0.44,0.415,0.185,0.98,0.2925,0.1065,0.045,8
"17211",0,"F",0.455,0.375,0.175,0.1005,0.225,0.061,0.24,22
"17221",0,"I",0.745,0.26,0.14,0.0725,0.1985,0.1325,0.009,9
"17231",0,"I",0.51,0.485,0.205,0.5225,0.493,0.0865,0.025,10
"17241",0,"F",0.44,0.425,0.18,0.4215,0.7115,0.059,0.07,13
"17251",0,"M",0.575,0.235,0.165,0.8655,0.142,0.203,0.172,13
"17261",0,"I",0.575,0.305,0.12,0.7235,0.3485,0.241,0.28,7
"17271",0,"F",0.7,0.5,0.105,1.3655,0.5775,0.2385,0.4375,12
"17281",0,"I",0.71,0.575,0.085,1.742,0.4765,0.0305,0.145,8
"17291",0,"M",0.56,0.485,0.16,1.3445,0.732,0.122,0.34,6
"1730",0,"I",0.67,0.45,0.19,0.9525,0.2905,0.336,0.265,11
"17311",0,"M",0.42,0.345,0.16,0.3535,0.5135,0.223,0.117,15
"17321",0,"M",0.555,0.42,0.145,0.663,0.056,0.2065,0.11,17
"17331",0,"I",0.465,0.45,0.125,0.7145,0.8455,0.179,0.4375,19
"17341",0,"F",0.62,0.49,0.075,0.732,0.0345,0.153,0.095,11
"17351",0,"M",0.655,0.45,0.13,0.0315,0.018,0.084,0.285,9
"17361",0,"F",0.635,0.395,0.15,1.066,0.643,0.0675,0.0885,10
"17371",0,"F",0.43,0.325,0.15,0.3595,0.5475,0.099,0.235,14
"17381",0,"I",0.53,0.355,0.075,1.3695,0.1215,0.2215,0.31,9
"17391",0,"M",0.615,0.445,0.175,2.0805,0.5405,0.284,0.4685,7
"17401",0,"M",0.515,0.17,0.135,0.413,0.2795,0.02,0.1505,8
"17411",0,"I",0.345,0.455,0.14,0.804,0.8875,0.3105,0.21,11
"17421",0,"M",0.56,0.505,0.155,1.492,0.7185,0.145,0.42,17
"17431",0,"M",0.53,0.375,0.135,1.346,0.132,0.1255,0.115,12
"17441",0,"F",0.485,0.475,0.19,0.7915,0.2985,0.3905,0.375,12
"17451",0,"F",0.135,0.415,0.145,0.569,0.5255,0.22,0.315,13
"17461",0,"F",0.485,0.41,0.155,0.2145,0.075,0.2455,0.057,4
"17471",0,"I",0.495,0.43,0.095,0.651,0.247,0.2505,0.03,14
"17481",0,"F",0.61,0.32,0.08,0.874,0.1735,0.069,0.279,7
"17491",0,"F",0.635,0.355,0.18,0.8685,0.4945,0.1785,0.1355,11
"17501",0,"I",0.465,0.205,0.135,0.657,0.4615,0.2905,0.2455,7
"17511",0,"I",0.625,0.38,0.13,1.0145,0.254,0.234,0.2765,6
"17521",0,"F",0.53,0.39,0.175,1.32,0.171,0.05,0.115,6
"17531",0,"M",0.565,0.325,0.025,0.1105,0.487,0.0435,0.08,8
"17541",0,"I",0.575,0.335,0.12,0.4775,0.053,0.032,0.1175,7
"1755",0,"M",0.33,0.35,0.11,1.2835,0.724,0.3195,0.28,7
"17561",0,"F",0.36,0.505,0.155,0.8585,0.146,0.0985,0.155,10
"1757",0,"F",0.6,0.41,0.11,0.895,0.6725,0.2215,0.185,7
"17581",0,"F",0.635,0.285,0.115,0.101,0.381,0.0305,0.357,8
"17591",0,"F",0.56,0.505,0.095,0.5555,0.253,0.2435,0.287,8
"17601",0,"M",0.585,0.445,0.175,0.204,0.24,0.1505,0.5475,5
"17611",0,"F",0.545,0.375,0.155,0.9845,0.2875,0.207,0.27,10
"17621",0,"M",0.64,0.5,0.155,0.34,0.116,0.1215,0.355,12
"17631",0,"I",0.595,0.37,0.14,1.059,0.1185,0.2275,0.12,9
"17641",0,"F",0.41,0.505,0.18,0.91,0.191,0.2735,0.0815,13
"17651",0,"M",0.67,0.495,0.15,0.0375,0.1655,0.2445,0.205,23
"17661",0,"M",0.55,0.435,0.13,0.259,0.2105,0.1585,0.0535,11
"1767",0,"I",0.625,0.4,0.175,0.4565,0.166,0.0755,0.36,9
"1768",0,"I",0.635,0.36,0.105,0.1275,0.1895,0.308,0.2545,10
"17691",0,"M",0.435,0.415,0.125,1.931,0.174,0.133,0.357,11
"17701",0,"F",0.625,0.375,0.195,0.6155,0.3915,0.2745,0.11,11
"1771",0,"F",0.585,0.355,0.135,0.269,0.17,0.1115,0.214,3
"17721",0,"M",0.63,0.28,0.13,1.2495,0.1865,0.0915,0.17,7
"17731",0,"F",0.7,0.38,0.125,0.3045,1.1965,0.0945,0.337,7
"17741",0,"F",0.64,0.46,0.09,0.4385,0.624,0.1055,0.395,5
"17751",0,"M",0.47,0.345,0.12,0.471,0.3245,0.092,0.065,9
"17761",0,"I",0.625,0.38,0.155,0.5205,0.158,0.3555,0.415,18
"17771",0,"F",0.5,0.475,0.055,1.74,0.21,0.422,0.461,12
"17781",0,"M",0.6,0.31,0.22,1.638,0.473,0.0285,0.405,10
"1779",0,"M",0.635,0.525,0.125,0.383,0.411,0.115,0.3,14
"17801",0,"M",0.585,0.44,0.09,0.7905,0.23,0.0815,0.2915,17
"17811",0,"I",0.465,0.46,0.155,0.656,0.204,0.07,0.474,10
"1782",0,"M",0.405,0.39,0.13,0.3715,0.1135,0.0775,0.15,9
"1783",0,"I",0.34,0.265,0.17,1.124,0.242,0.0325,0.3,8
"1784",0,"F",0.56,0.385,0.175,0.38,0.21,0.205,0.225,11
"1785",0,"I",0.515,0.55,0.165,0.958,0.428,0.405,0.387,9
"17861",0,"F",0.475,0.465,0.11,0.181,0.358,0.221,0.36,10
"17871",0,"M",0.56,0.53,0.16,0.533,0.5225,0.2605,0.1015,7
"17881",0,"M",0.745,0.58,0.15,1.3665,0.3055,0.4045,0.2105,10
"17891",0,"I",0.585,0.565,0.1,0.9505,0.172,0.266,0.425,8
"17901",0,"M",0.48,0.225,0.19,0.8675,0.073,0.0525,0.57,15
"1791",0,"F",0.57,0.49,0.13,0.4925,0.513,0.307,0.199,9
"17921",0,"I",0.29,0.49,0.155,1.142,0.414,0.228,0.02,6
"17931",0,"F",0.595,0.4,0.125,1.127,0.3995,0.264,0.275,17
"17941",0,"M",0.54,0.46,0.17,0.592,0.3665,0.0285,0.216,9
"17951",0,"I",0.56,0.35,0.12,0.82,0.5355,0.1375,0.184,8
"17961",0,"M",0.43,0.5,0.09,0.7815,0.454,0.199,0.265,12
"1797",0,"F",0.405,0.365,0.095,0.211,0.361,0.262,0.035,5
"17981",0,"I",0.465,0.385,0.175,1.2355,0.123,0.155,0.375,12
"17991",0,"F",0.49,0.365,0.08,1.8065,0.5245,0.3555,0.4395,15
"18001",0,"I",0.35,0.265,0.045,1.2615,0.3395,0.14,0.145,13
"18011",0,"M",0.54,0.565,0.195,0.2135,0.4495,0.478,0.18,12
"18021",0,"I",0.56,0.485,0.17,1.52,0.29,0.118,0.075,6
"18031",0,"M",0.555,0.605,0.06,1.7405,0.5225,0.2595,0.0225,9
"18041",0,"M",0.585,0.375,0.16,0.755,0.2305,0.128,0.284,9
"18051",0,"M",0.585,0.46,0.17,1.4135,0.375,0.176,0.239,7
"18061",0,"F",0.555,0.54,0.13,1.539,0.6595,0.171,0.48,6
"18071",0,"M",0.505,0.175,0.165,0.826,0.495,0.1735,0.32,10
"18081",0,"F",0.655,0.44,0.175,1.2155,0.3705,0.4585,0.885,19
"18091",0,"F",0.71,0.055,0.2,0.456,0.4035,0.2145,0.25,10
"18101",0,"F",0.56,0.455,0.12,1.023,0.3525,0.1395,0.23,9
"18111",0,"M",0.49,0.25,0.13,0.218,0.301,0.127,0.065,17
"1812",0,"F",0.62,0.53,0.15,0.625,0.421,0.0945,0.1345,8
"1813",0,"F",0.47,0.125,0.15,0.33,0.2175,0.2075,0.378,6
"18141",0,"M",0.75,0.465,0.07,0.949,0.581,0.3055,0.1805,9
"18151",0,"M",0.515,0.365,0.12,1.555,0.0385,0.0735,0.385,10
"18161",0,"I",0.485,0.475,0.165,0.1755,0.034,0.1785,0.011,7
"1817",0,"F",0.235,0.395,0.075,1.2895,0.414,0.0515,0.175,12
"18181",0,"F",0.615,0.21,0.145,1.103,0.079,0.121,0.115,14
"18191",0,"M",0.475,0.54,0.07,0.9185,0.157,0.2655,0.175,11
"1820",0,"F",0.56,0.385,0.115,0.614,0.2595,0.0705,0.238,13
"1821",0,"F",0.7,0.52,0.14,1.6465,0.4035,0.207,0.307,8
"18221",0,"M",0.195,0.53,0.085,1.046,0.567,0.2815,0.48,10
"18231",0,"M",0.325,0.47,0.155,1.8165,0.305,0.427,0.358,7
"18241",0,"M",0.585,0.41,0.13,0.879,0.0775,0.053,0.52,6
"18251",0,"I",0.72,0.505,0.115,0.5795,0.7495,0.131,0.395,7
"18261",0,"I",0.575,0.47,0.18,0.074,0.2005,0.3255,0.129,9
"18271",0,"I",0.655,0.375,0.095,0.799,0.5975,0.1915,0.239,9
"1828",0,"F",0.505,0.505,0.17,0.7425,0.692,0.1735,0.47,8
"18291",0,"M",0.5,0.455,0.08,2.173,0.391,0.2095,0.295,14
"18301",0,"F",0.575,0.465,0.15,1.969,0.234,0.472,0.3535,9
"18311",0,"F",0.55,0.295,0.16,0.4775,0.037,0.1375,0.23,12
"18321",0,"M",0.6,0.575,0.135,0.474,0.073,0.0505,0.235,11
"18331",0,"M",0.625,0.425,0.09,0.393,0.158,0.064,0.1,8
"18341",0,"I",0.6,0.325,0.14,0.3685,0.4525,0.28,0.4215,6
"1835",0,"M",0.53,0.055,0.17,0.2845,0.2865,0.1535,0.045,9
"18361",0,"I",0.45,0.37,0.075,0.196,0.0905,0.149,0.008,10
"18371",0,"I",0.65,0.54,0.155,0.738,0.2205,0.365,0.405,10
"18381",0,"F",0.425,0.165,0.165,0.9715,0.4985,0.08,0.406,7
"1839",0,"I",0.36,0.575,0.125,0.8075,0.675,0.0965,0.0755,11
"18401",0,"M",0.725,0.21,0.18,0.329,0.082,0.035,0.2875,11
"1841",0,"M",0.27,0.45,0.12,1.035,0.74,0.17,0.1815,10
"18421",0,"F",0.61,0.375,0.16,0.7585,0.375,0.115,0.325,9
"18431",0,"M",0.485,0.385,0.195,0.5535,0.48,0.1415,0.391,7
"1844",0,"I",0.475,0.21,0.045,1.5075,0.0955,0.1455,0.455,10
"18451",0,"M",0.565,0.235,0.08,0.0875,0.3845,0.144,0.088,11
"18461",0,"M",0.75,0.47,0.095,0.5415,0.0655,0.0725,0.0345,11
"18471",0,"M",0.68,0.27,0.17,0.755,0.1635,0.1065,0.269,9
"18481",0,"M",0.6,0.475,0.065,0.205,0.6445,0.046,0.147,9
"18491",0,"M",0.425,0.36,0.095,0.5825,0.024,0.276,0.175,12
"1850",0,"F",0.5,0.37,0.095,0.769,0.667,0.2735,0.205,8
"18511",0,"F",0.215,0.405,0.06,1.5675,0.896,0.234,0.185,10
"18521",0,"I",0.605,0.345,0.125,0.772,0.5185,0.1275,0.474,18
"18531",0,"I",0.6,0.42,0.13,0.442,0.4955,0.248,0.37,8
"18541",0,"F",0.355,0.485,0.075,0.7385,0.0205,0.0405,0.266,11
"18551",0,"I",0.635,0.345,0.15,1.2315,0.1005,0.1515,0.0355,8
"18561",0,"F",0.615,0.515,0.15,0.8515,0.292,0.038,0.3215,10
"18571",0,"I",0.62,0.41,0.145,0.9225,0.321,0.179,0.321,7
"18581",0,"F",0.635,0.11,0.155,0.903,0.2895,0.326,0.225,11
"1859",0,"I",0.625,0.31,0.125,1.6465,0.444,0.2245,0.125,8
"18601",0,"F",0.28,0.39,0.145,0.1895,0.4145,0.263,0.18,18
"1861",0,"M",0.62,0.36,0.17,0.914,0.3545,0.0525,0.145,7
"1862",0,"M",0.62,0.57,0.1,1.3135,0.28,0.127,0.515,16
"18631",0,"M",0.465,0.515,0.15,0.2325,0.5265,0.1125,0.145,10
"18641",0,"M",0.65,0.42,0.1,1.539,0.5865,0.2145,0.139,7
"18651",0,"M",0.55,0.305,0.155,0.991,0.2865,0.13,0.0825,9
"18661",0,"I",0.345,0.525,0.135,0.776,0.447,0.034,0.09,9
"18671",0,"I",0.525,0.505,0.135,0.482,0.2595,0.4865,0.29,13
"18681",0,"I",0.585,0.5,0.17,1.136,0.95,0.1085,0.0935,9
"18691",0,"M",0.39,0.4,0.145,2.657,0.4635,0.0375,0.075,9
"18701",0,"F",0.64,0.5,0.165,0.8285,0.3995,0.2435,0.3175,16
"18711",0,"I",0.35,0.335,0.165,0.796,0.156,0.4095,0.314,10
"18721",0,"F",0.21,0.49,0.175,1.933,0.236,0.039,0.553,9
"18731",0,"I",0.55,0.455,0.1,0.932,0.43,0.0325,0.245,11
"1874",0,"M",0.53,0.475,0.2,0.037,0.5605,0.161,0.5,12
"1875",0,"M",0.275,0.22,0.09,0.4215,0.6655,0.423,0.45,9
"18761",0,"F",0.7,0.395,0.18,0.3525,0.187,0.0715,0.355,11
"18771",0,"M",0.465,0.475,0.11,0.848,0.5725,0.0795,0.313,7
"18781",0,"I",0.37,0.29,0.15,0.9225,0.379,0.314,0.295,9
"18791",0,"F",0.415,0.395,0.17,0.152,0.215,0.192,0.52,6
"18801",0,"I",0.52,0.555,0.125,0.459,0.3735,0.112,0.313,6
"18811",0,"M",0.655,0.38,0.16,2.173,0.2015,0.429,0.055,13
"18821",0,"F",0.46,0.45,0.1,0.542,0.4115,0.1985,0.2415,9
"18831",0,"F",0.66,0.19,0.1,0.907,0.5105,0.3315,0.0355,10
"18841",0,"M",0.64,0.505,0.125,1.1215,0.4215,0.0445,0.215,5
"18851",0,"F",0.545,0.435,0.175,1.2315,0.093,0.1065,0.09,8
"1886",0,"M",0.355,0.435,0.15,0.1405,0.7815,0.1275,0.225,8
"18871",0,"M",0.36,0.465,0.135,0.2565,0.893,0.165,0.401,11
"18881",0,"F",0.67,0.51,0.14,0.717,0.26,0.066,0.087,3
"18891",0,"I",0.57,0.47,0.135,0.3295,0.3775,0.222,0.039,7
"18901",0,"M",0.555,0.395,0.18,0.387,0.6595,0.282,0.27,8
"18911",0,"F",0.455,0.465,0.195,0.6025,0.493,0.066,0.42,7
"18921",0,"M",0.65,0.155,0.1,2.3235,0.5415,0.0345,0.265,7
"1893",0,"M",0.675,0.3,0.095,1.0145,0.1145,0.013,0.386,6
"1894",0,"F",0.515,0.54,0.115,1.3455,0.443,0.1905,0.135,8
"18951",0,"I",0.63,0.48,0.195,0.393,1.2455,0.1815,0.135,15
"18961",0,"M",0.21,0.335,0.14,1.1795,0.135,0.003,0.195,11
"18971",0,"F",0.45,0.51,0.175,0.702,0.078,0.287,0.345,12
"18981",0,"M",0.635,0.43,0.105,0.622,0.473,0.209,0.139,7
"18991",0,"F",0.46,0.38,0.115,0.2815,0.5835,0.165,0.2765,9
"1900",0,"I",0.33,0.475,0.175,0.4085,0.509,0.028,0.295,7
"1901",0,"F",0.685,0.415,0.09,1.068,0.174,0.212,0.165,10
"19021",0,"F",0.5,0.435,0.08,0.8155,0.4985,0.2145,0.485,7
"19031",0,"M",0.605,0.35,0.215,1.1325,0.194,0.2385,0.09,7
"19041",0,"F",0.63,0.515,0.09,1.5595,0.238,0.398,0.195,9
"19051",0,"M",0.62,0.495,0.165,0.6345,0.6285,0.077,0.244,11
"1906",0,"F",0.44,0.49,0.13,0.451,0.4215,0.0185,0.07,16
"19071",0,"M",0.56,0.44,0.16,0.5325,0.382,0.2705,0.0885,8
"19081",0,"M",0.595,0.44,0.16,0.513,0.6,0.239,0.324,10
"19091",0,"I",0.635,0.47,0.15,1.434,0.0615,0.0265,0.34,10
"19101",0,"I",0.64,0.545,0.135,1.221,0.27,0.061,0.605,8
"19111",0,"M",0.66,0.575,0.105,1.6915,0.53,0.176,0.29,7
"19121",0,"M",0.57,0.505,0.185,0.9555,0.6535,0.0925,0.075,9
"1913",0,"F",0.36,0.485,0.155,1.2,0.543,0.0415,0.155,10
"19141",0,"F",0.22,0.385,0.12,1.361,0.4465,0.0325,0.259,6
"1915",0,"F",0.455,0.5,0.225,0.583,0.4975,0.073,0.075,9
"19161",0,"M",0.57,0.535,0.125,1.9335,0.4,0.0135,0.65,6
"19171",0,"F",0.58,0.34,0.165,0.4915,0.012,0.056,0.11,10
"1918",0,"F",0.535,0.3,0.065,0.275,0.2105,0.275,0.166,7
"19191",0,"I",0.62,0.175,0.21,0.8,0.446,0.0205,0.185,10
"19201",0,"F",0.42,0.475,0.16,0.083,0.6665,0.311,0.2015,11
"19211",0,"I",0.235,0.265,0.095,1.829,0.0745,0.296,0.32,9
"19221",0,"I",0.535,0.15,0.115,0.7355,0.5185,0.1115,0.165,14
"1923",0,"I",0.505,0.31,0.165,0.34,0.2665,0.187,0.195,9
"19241",0,"I",0.45,0.49,0.2,1.689,0.3095,0.065,0.245,5
"19251",0,"M",0.68,0.425,0.065,1.0635,0.5695,0.087,0.146,10
"19261",0,"I",0.4,0.305,0.125,1.546,0.433,0.0245,0.15,10
"19271",0,"I",0.635,0.46,0.1,0.7835,0.2815,0.102,0.32,10
"19281",0,"M",0.72,0.15,0.165,0.927,0.2505,0.196,0.285,11
"19291",0,"I",0.595,0.21,0.115,0.7805,0.17,0.0155,0.24,4
"1930",0,"I",0.745,0.53,0.125,1.7835,1.1495,0.2155,0.125,10
"19311",0,"I",0.545,0.42,0.1,0.2225,0.04,0.123,0.475,17
"19321",0,"I",0.5,0.34,0.09,0.3755,0.305,0.158,0.52,7
"1933",0,"M",0.64,0.25,0.155,0.046,0.565,0.408,0.27,10
"1934",0,"M",0.41,0.5,0.115,0.4675,0.289,0.072,0.415,8
"19351",0,"F",0.495,0.265,0.11,1.056,0.4035,0.111,0.115,6
"19361",0,"I",0.53,0.56,0.125,1.2205,0.7105,0.106,0.3,9
"19371",0,"I",0.41,0.485,0.12,0.9505,0.6395,0.0455,0.065,5
"19381",0,"M",0.64,0.315,0.155,0.3525,0.4535,0.3505,0.085,7
"19391",0,"F",0.415,0.42,0.075,1.154,0.056,0.0315,0.13,10
"1940",0,"I",0.475,0.505,0.165,0.8165,0.4595,0.1125,0.425,8
"19411",0,"F",0.57,0.365,0.21,1.79,0.6485,0.1045,0.064,10
"1942",0,"I",0.375,0.54,0.085,0.8495,0.8295,0.0265,0.255,12
"19431",0,"I",0.555,0.455,0.2,1.8465,0.9265,0.086,0.285,10
"1944",0,"I",0.47,0.325,0.13,1.04,0.1595,0.0665,0.1315,7
"19451",0,"I",0.345,0.45,0.145,0.452,0.32,0.074,0.2695,11
"19461",0,"M",0.515,0.37,0.12,1.6935,0.467,0.187,0.43,5
"19471",0,"F",0.59,0.385,0.17,0.2565,0.6405,0.1855,0.12,7
"19481",0,"I",0.58,0.355,0.09,0.974,0.3345,0.0345,0.32,13
"19491",0,"M",0.56,0.385,0.12,1.137,0.327,0.118,0.35,9
"19501",0,"F",0.545,0.425,0.15,0.3265,0.135,0.079,0.135,11
"1951",0,"M",0.23,0.35,0.115,1.787,0.388,0.429,0.185,11
"19521",0,"M",0.435,0.335,0.165,0.8425,0.3575,0.075,0.09,10
"19531",0,"M",0.535,0.375,0.125,0.8295,0.4635,0.096,0.155,7
"19541",0,"I",0.48,0.27,0.18,0.7535,0.207,0.039,0.325,8
"19551",0,"I",0.68,0.385,0.13,0.6235,0.2305,0.0415,0.145,8
"19561",0,"M",0.665,0.51,0.09,1.5545,0.6165,0.269,0.58,8
"19571",0,"M",0.62,0.415,0.185,0.9915,0.037,0.136,0.1765,6
"19581",0,"M",0.455,0.42,0.08,0.6985,0.2185,0.271,0.496,9
"1959",0,"M",0.53,0.43,0.14,0.8025,0.0935,0.148,0.3105,10
"19601",0,"M",0.395,0.54,0.195,0.741,0.6395,0.0945,0.055,5
"19611",0,"M",0.675,0.205,0.135,0.95,0.6185,0.07,0.278,7
"19621",0,"I",0.58,0.4,0.13,0.482,0.12,0.3095,0.199,7
"19631",0,"F",0.43,0.265,0.12,0.802,0.3485,0.1115,0.374,19
"19641",0,"I",0.6,0.45,0.115,0.674,0.9115,0.017,0.461,7
"1965",0,"M",0.415,0.175,0.095,0.639,0.512,0.1825,0.1845,17
"19661",0,"F",0.52,0.39,0.11,1.7525,0.7165,0.1455,0.1155,10
"19671",0,"M",0.415,0.395,0.15,0.81,0.429,0.096,0.42,8
"19681",0,"F",0.655,0.385,0.135,0.25,0.015,0.156,0.175,8
"19691",0,"M",0.5,0.535,0.21,1.1845,0.276,0.3155,0.3375,10
"1970",0,"I",0.45,0.425,0.185,0.541,0.6415,0.221,0.12,12
"19711",0,"M",0.415,0.355,0.2,0.8345,0.096,0.0495,0.0975,12
"19721",0,"F",0.335,0.21,0.175,0.6635,0.425,0.2495,0.642,8
"19731",0,"I",0.565,0.3,0.13,0.545,0.4615,0.336,0.025,10
"1974",0,"M",0.485,0.375,0.195,1.271,0.592,0.169,0.095,10
"1975",0,"I",0.655,0.115,0.08,1.2765,0.045,0.033,0.29,23
"19761",0,"I",0.545,0.47,0.195,1.229,0.1895,0.098,0.177,11
"19771",0,"M",0.52,0.515,0.125,0.536,0.4055,0.0915,0.37,10
"19781",0,"F",0.61,0.45,0.135,0.522,0.0385,0.0025,0.2185,9
"19791",0,"F",0.575,0.425,0.175,1.752,0.456,0.1555,0.07,9
"1980",0,"F",0.38,0.28,0.08,0.2935,0.0935,0.219,0.565,12
"19811",0,"F",0.5,0.455,0.145,0.452,0.8255,0.0665,0.1205,8
"19821",0,"M",0.59,0.29,0.14,1.4195,0.438,0.0355,0.294,12
"19831",0,"I",0.57,0.34,0.19,1.4415,0.545,0.098,0.309,8
"19841",0,"I",0.5,0.38,0.225,1.752,0.2645,0.291,0.231,11
"19851",0,"I",0.295,0.265,0.125,0.386,0.188,0.054,0.25,19
"19861",0,"I",0.495,0.55,0.145,0.889,0.036,0.0905,0.1135,11
"19871",0,"M",0.425,0.425,0.105,0.127,0.096,0.4435,0.106,11
"1988",0,"M",0.435,0.18,0.135,0.462,0.375,0.0505,0.055,11
"19891",0,"M",0.535,0.395,0.12,1.4095,0.6425,0.1605,0.112,13
"19901",0,"F",0.655,0.235,0.115,1.142,0.1265,0.13,0.2965,7
"1991",0,"I",0.59,0.405,0.2,1.348,0.249,0.0465,0.174,9
"1992",0,"M",0.405,0.595,0.155,0.6555,0.134,0.1265,0.1175,4
"19931",0,"M",0.6,0.46,0.14,1.047,0.6405,0.0595,0.053,12
"19941",0,"M",0.325,0.425,0.12,0.362,0.1405,0.318,0.305,16
"19951",0,"I",0.65,0.155,0.135,1.7635,0.3005,0.0405,0.2595,9
"19961",0,"M",0.53,0.175,0.15,1.636,0.1145,0.1155,0.12,10
"19971",0,"I",0.5,0.57,0.09,1.3305,0.446,0.259,0.2565,9
"19981",0,"I",0.55,0.455,0.085,0.995,0.486,0.127,0.388,13
"1999",0,"F",0.475,0.41,0.185,1.211,0.4355,0.103,0.196,6
"20001",0,"M",0.275,0.445,0.1,1.3765,0.5105,0.1455,0.2325,10
"20011",0,"I",0.52,0.49,0.18,0.77,0.0815,0.0245,0.57,7
"2002",0,"I",0.505,0.39,0.12,0.8035,0.5305,0.2385,0.45,6
"20031",0,"I",0.61,0.475,0.18,0.983,0.3395,0.142,0.075,11
"20041",0,"I",0.635,0.43,0.18,0.844,0.097,0.2455,0.175,11
"2005",0,"M",0.745,0.365,0.17,1.532,0.306,0.112,0.336,8
"20061",0,"M",0.66,0.31,0.11,0.4335,0.3315,0.324,0.325,18
"20071",0,"I",0.54,0.37,0.145,1.065,0.2005,0.2925,0.195,17
"20081",0,"M",0.375,0.235,0.17,0.0545,0.446,0.061,0.265,8
"20091",0,"I",0.635,0.2,0.16,0.5205,0.1685,0.1725,0.1165,9
"20101",0,"M",0.665,0.1,0.19,0.4595,0.0855,0.3725,0.5475,8
"20111",0,"M",0.715,0.45,0.13,0.61,0.6405,0.0705,0.22,7
"20121",0,"I",0.485,0.515,0.105,0.126,0.328,0.0985,0.16,7
"20131",0,"M",0.365,0.53,0.12,1.0915,0.1975,0.1535,0.235,7
"20141",0,"F",0.615,0.45,0.23,0.6725,0.473,0.1865,0.2875,13
"2015",0,"F",0.62,0.44,0.16,1.08,0.185,0.034,0.225,7
"2016",0,"F",0.58,0.47,0.15,0.9585,0.583,0.056,0.1,15
"20171",0,"F",0.455,0.485,0.205,2.033,0.341,0.1405,0.1425,13
"20181",0,"I",0.515,0.565,0.135,0.411,0.595,0.3735,0.03,11
"20191",0,"F",0.65,0.335,0.15,0.6655,0.623,0.114,0.3985,11
"20201",0,"I",0.72,0.6,0.155,1.7975,0.4445,0.3425,0.1785,11
"20211",0,"F",0.67,0.47,0.055,0.5575,0.1265,0.3525,0.335,8
"20221",0,"F",0.52,0.395,0.175,0.328,0.066,0.196,0.23,11
"2023",0,"F",0.485,0.56,0.135,0.868,0.516,0.274,0.274,5
"20241",0,"I",0.605,0.455,0.135,0.1195,0.6395,0.228,0.15,8
"20251",0,"M",0.575,0.505,0.17,2.526,0.531,0.1635,0.23,7
"2026",0,"I",0.445,0.49,0.1,1.2075,0.375,0.194,0.3055,12
"20271",0,"F",0.49,0.34,0.11,1.175,0.1615,0.077,0.088,10
"20281",0,"I",0.615,0.42,0.18,0.3355,0.161,0.1365,0.33,9
"20291",0,"I",0.71,0.465,0.155,1.096,0.21,0.1595,0.44,5
"20301",0,"M",0.58,0.375,0.16,0.6095,0.384,0.188,0.135,11
"2031",0,"F",0.42,0.45,0.175,1.233,0.21,0.2985,0.13,14
"20321",0,"M",0.585,0.265,0.15,0.393,0.3285,0.165,0.085,8
"20331",0,"I",0.53,0.355,0.095,0.9935,0.785,0.1265,0.175,6
"20341",0,"I",0.445,0.445,0.15,1.1345,0.219,0.308,0.37,12
"2035",0,"I",0.435,0.395,0.145,0.3265,0.332,0.185,0.031,11
